samples,E2F1-h,E2F2-h,E2F3-h,E2F4-h,E2F5-h,E2F6-h,E2F7-h,E2F8-h,,,samples,E2F1-s,E2F2-s,E2F3-s,E2F4-s,E2F5-s,E2F6-s,E2F7-s,E2F8-s
GTEX-13QIC-2326-SM-5LU5N,6.4124,5.1649,8.9202,10.8687,8.7073,8.6979,4.7791,4.1567,,,TCGA-E2-A14W-01,8.7513,7.698,9.9951,9.758,9.3457,9.8249,7.6829,7.0963
GTEX-ZLV1-1426-SM-4WWES,6.906,5.602,9.123,11.5055,8.3379,9.5239,4.3239,4.5604,,,TCGA-A1-A0SM-01,9.3131,6.8329,10.1001,10.0842,8.2461,9.4446,6.5158,6.5882
GTEX-XUJ4-1926-SM-4BOOV,6.5334,5.0949,8.7768,11.3941,7.9483,9.2644,2.5209,3.7696,,,TCGA-AR-A1AV-01,8.6278,7.5168,10.0624,10.8337,8.334,9.0992,7.1455,6.8443
GTEX-13PL6-2926-SM-5L3I2,6.6565,5.4134,7.6322,11.0691,9.8508,8.8594,4.3237,3.394,,,TCGA-BH-A0B4-01,9.5968,7.3953,9.317,9.9995,9.4106,9.4595,7.2274,7.0081
GTEX-VJWN-0726-SM-3GIJ8,5.4165,4.227,8.4949,10.6584,9.2053,8.9791,3.3764,1.6255,,,TCGA-EW-A1PD-01,10.2478,7.7786,10.2644,10.672,8.9386,9.9902,9.1413,7.1402
GTEX-Q2AG-0326-SM-48U1O,6.6139,4.7845,9.2477,11.1404,9.0632,8.9161,3.1648,3.5391,,,TCGA-EW-A6SA-01,11.3137,8.8799,9.7554,10.7519,10.1368,9.8637,7.4046,8.4073
GTEX-13O3O-0826-SM-5K7WE,5.6881,3.869,9.0522,11.7567,9.0164,9.0776,2.5512,3.7697,,,TCGA-AC-A62V-01,10.9619,9.5576,7.7617,11.2531,8.1718,10.1235,6.0121,6.8501
GTEX-XMD2-0926-SM-4WWEF,5.6034,3.3634,7.9832,11.1693,9.3979,9.0059,2.9943,1.7324,,,TCGA-BH-A0DD-01,10.9314,9.4168,10.126,10.4286,9.3733,9.5788,9.3484,9.7857
GTEX-1269C-2426-SM-5FQSN,7.2355,6.2682,9.1618,11.1776,8.99,8.818,4.4501,4.3668,,,TCGA-AQ-A54O-01,8.8999,6.5064,8.1374,11.2067,8.9505,8.6077,6.4306,4.1741
GTEX-Y3IK-2326-SM-4WWDT,6.7989,5.8697,8.9819,11.0448,8.8434,9.1155,5.2829,2.9812,,,TCGA-D8-A1XS-01,10.1189,8.5081,9.3833,9.7959,10.302,9.7631,8.4582,7.5121
GTEX-13N11-1726-SM-5J1OJ,6.1569,3.0063,9.0867,11.2528,8.9078,9.1703,3.7071,3.0063,,,TCGA-A8-A085-01,10.4935,9.5825,10.1073,10.4848,7.5987,9.756,8.8276,8.4131
GTEX-146FH-0826-SM-5SI8T,7.0399,6.2973,9.1228,11.2801,8.6718,9.2113,2.7829,3.6741,,,TCGA-A2-A25D-01,9.6841,8.2905,9.521,10.511,9.1608,9.1511,5.5223,7.385
GTEX-RU1J-0626-SM-4WAWY,7.9779,4.5436,8.9163,11.4403,9.152,9.5928,4.9604,1.0814,,,TCGA-AC-A23H-01,9.2473,8.836,9.437,10.5413,8.1077,9.4605,8.2782,8.9995
GTEX-XUZC-1626-SM-4BRVP,7.208,3.8069,8.924,11.7513,9.1665,9.5882,2.9065,0,,,TCGA-AC-A3W6-01,9.3511,8.3883,9.2215,10.9242,7.2321,8.9007,5.537,6.9534
GTEX-WXYG-2226-SM-4E3IM,6.6218,6.0963,8.6701,11.1615,8.234,9.6422,4.8244,1.4968,,,TCGA-B6-A0IC-01,8.9408,8.3023,9.7761,9.8149,8.5042,9.5029,7.0257,6.3607
GTEX-R53T-1526-SM-48FEK,5.7173,4.043,8.5061,11.2091,8.5164,9.4386,2.6232,2.2842,,,TCGA-BH-A1F8-01,8.6799,7.6304,10.6392,9.9434,9.0874,10.6399,8.8486,8.6209
GTEX-Y5V5-2126-SM-4WWFO,6.6371,4.5886,8.7402,10.968,8.3857,8.8557,3.3832,3.5213,,,TCGA-C8-A26Y-01,11.3396,8.8628,10.2451,10.199,8.8545,10.7078,9.0159,10.5427
GTEX-Y8LW-1626-SM-5IFHX,6.0169,4.6213,8.5009,11.4526,8.3353,9.4569,3.5392,3.015,,,TCGA-D8-A1JK-01,10.199,9.4236,9.7888,11.1585,8.6143,9.6009,7.2837,7.9364
GTEX-ZVT4-1026-SM-57WC4,6.6044,3.8833,9.1358,11.2332,7.8767,9.6442,3.0881,2.2485,,,TCGA-E2-A9RU-01,11.0164,8.6004,8.6117,11.1332,9.4616,9.1118,6.259,7.3158
GTEX-13W3W-1226-SM-5LU4H,6.8976,4.0591,8.985,11.5095,8.2815,9.2644,3.7887,1.9445,,,TCGA-LL-A6FP-01,9.7796,5.6888,8.2802,10.744,8.6223,9.4015,4.0616,3.9574
GTEX-12ZZX-1126-SM-5EGKB,6.6553,3.8208,8.0206,11.0634,9.1697,8.9864,4.5437,1.2098,,,TCGA-A8-A08A-01,8.0281,7.2274,9.831,10.0802,8.1756,8.9213,6.2311,6
GTEX-ZXES-0826-SM-5E43C,6.7799,3.297,9.1016,11.0296,8.4793,9.3999,3.881,3.4342,,,TCGA-A8-A08L-01,10.9183,9.6145,10.4942,11.0247,8.4183,9.0398,9.5272,8.3047
GTEX-ZVZQ-0826-SM-51MRF,7.0492,5.1455,8.7514,11.2028,8.1662,9.0907,3.7317,4.28,,,TCGA-E2-A15O-01,10.8939,8.3389,9.9828,10.2464,9.5146,9.654,8.0709,8.7297
GTEX-QDT8-0626-SM-48TYW,6.9139,4.4546,8.285,10.9932,9.2243,8.8822,3.8533,3.083,,,TCGA-AN-A0FK-01,8.7247,6.8287,8.7327,9.8091,7.7975,8.5657,6.713,6.8138
GTEX-1399U-1826-SM-5PNZ1,6.5444,3.4799,8.5961,11.7309,8.0379,9.7669,2.8999,1.5093,,,TCGA-BH-A18N-01,8.859,7.176,8.4782,10.2681,9.2782,9.3733,7.2263,4.9636
GTEX-TML8-1226-SM-32QON,6.4843,4.5787,8.9617,10.6905,8.7952,9.1358,4.9069,2.8289,,,TCGA-BH-A1FG-01,7.7788,6.9283,9.2023,9.5909,9.9112,9.717,5.4208,5.4008
GTEX-S4UY-0726-SM-4AD6X,6.1476,4.2362,8.5306,11.2951,8.3637,10.4597,3.8464,2.4493,,,TCGA-D8-A73U-01,7.6156,6.3194,9.761,10.8695,7.6894,9.3552,4.9197,5.3228
GTEX-ZF29-1926-SM-5S2P1,6.4407,4.3497,9.2036,11.1709,8.1433,9.4775,3.7511,3.4188,,,TCGA-LL-A5YM-01,10.7365,8.399,7.7816,10.5468,7.3951,9.0062,5.637,5.8913
GTEX-13113-1726-SM-5GCOO,7.4927,5.6296,9.4175,11.4231,8.2944,9.6773,3.279,4.2969,,,TCGA-AC-A2FM-01,9.8726,6.926,8.7314,10.341,8.9048,8.9478,7.4645,7.2067
GTEX-U3ZN-1926-SM-4DXSG,6.1511,4.6853,8.3814,11.1144,9.0969,9.1852,3.8815,3.4083,,,TCGA-AC-A3HN-01,8.9535,7.748,9.6876,10.667,7.9913,9.2615,6.6579,6.7917
GTEX-133LE-1726-SM-5K7VQ,7.4432,5.154,8.5887,11.5651,8.6367,9.5057,4.908,2.1207,,,TCGA-BH-A8FY-01,10.108,7.6154,9.0636,10.2601,8.267,9.0914,6.6163,4.5279
GTEX-11EM3-1326-SM-5N9C6,6.7315,3.0607,8.7503,11.144,8.4725,9.4933,4.275,1.7858,,,TCGA-D8-A1XG-01,8.2495,5.6157,9.0391,10.4659,8.2318,9.8543,7.9257,6.1311
GTEX-14AS3-1626-SM-5S2OY,6.1387,4.6585,8.0769,11.7196,8.2295,8.9711,2.1069,1.0721,,,TCGA-A2-A0CO-01,7.4306,6.4888,8.8197,10.9582,8.2934,8.9823,4.4605,5.7875
GTEX-Y114-2026-SM-4TT7L,7.4895,3.4283,9.2832,11.5933,7.8934,10.2056,3.9679,0.9829,,,TCGA-A2-A1G1-01,8.2812,8.5103,11.6175,11.0641,10.5116,9.6896,8.6078,8.5481
GTEX-1211K-1926-SM-5EQLB,6.1631,4.0504,9.4594,11.4499,7.7899,9.7968,3.5581,3.5581,,,TCGA-A8-A07Z-01,10.7873,8.1438,9.3684,10.4553,7.2039,9.0769,8.1158,7.0297
GTEX-Y5LM-1726-SM-4VDSX,6.1766,2.005,8.3599,11.3818,9.0611,9.3331,3.4655,1.5894,,,TCGA-D8-A1XC-01,7.8591,6.3331,8.5814,10.1515,8.5263,9.2815,5.3006,4.5015
GTEX-ZYWO-2326-SM-5GZY4,5.4593,4.085,8.3071,11.5688,7.7731,9.2583,1.1561,2.8364,,,TCGA-E9-A54X-01,8.6946,7.4011,9.4158,10.6658,9.9869,9.4735,7.0615,6.9747
GTEX-11P81-1926-SM-5BC53,7.0019,6.2304,8.5606,10.9122,8.8885,9.0382,4.6833,5.8516,,,TCGA-A7-A56D-01,10.7633,7.7426,7.6935,10.877,6.3386,8.7253,4.1208,4.3556
GTEX-YJ8O-2226-SM-5IFHW,6.2061,3.9194,9.1059,11.1188,7.6481,9.1156,2.9111,1.0614,,,TCGA-A8-A06Z-01,10.2342,8.5648,8.0581,10.3742,9.8731,9.7985,7.7812,8.2383
GTEX-11ILO-2226-SM-5A5L1,7.0077,6.6785,8.8051,11.3654,9.0328,9.0349,4.6361,3.9373,,,TCGA-A8-A09I-01,10.9571,8.4678,10.5013,10.9451,8.8649,9.9851,8.6853,11.1435
GTEX-YB5K-1626-SM-5IFIN,6.6636,3.4809,8.7751,11.5928,7.4367,10.0471,3.6364,3.4809,,,TCGA-A8-A0A1-01,8.5534,7.5823,9.3145,9.8172,7.6739,9.262,7.125,6.4024
GTEX-T6MO-0326-SM-32QOK,6.1226,2.2062,9.0063,11.0627,8.4551,9.945,2.8729,2.683,,,TCGA-AC-A2B8-01,7.7213,7.3874,9.5366,10.3501,8.5471,9.4617,6.0065,7.0525
GTEX-UJHI-1426-SM-3DB9C,6.4142,5.4031,8.2214,11.1848,7.8219,9.1577,4.2614,3.2115,,,TCGA-AQ-A1H2-01,8.9352,5.7039,8.1613,10.0144,9.0206,9.5547,5.4153,3.4438
GTEX-ZAJG-0626-SM-5HL8X,6.3737,4.9383,8.6716,11.6292,9.1309,8.8892,4.4716,3.2441,,,TCGA-D8-A1XV-01,8.3515,7.254,9.0459,10.3106,9.3373,9.6033,6.3077,5.889
GTEX-13D11-1026-SM-5IJFB,6.4546,4.0369,8.4422,11.7061,7.9922,9.5847,2.2791,1.9598,,,TCGA-E2-A1LK-01,9.9116,8.7085,10.4203,10.4203,11.1715,9.3059,6.506,6.1807
GTEX-XV7Q-2326-SM-4BRVZ,5.8311,4.6141,9.2984,11.7768,7.8714,9.7389,2.947,2.4527,,,TCGA-LL-A50Y-01,9.1507,6.9703,8.1825,10.3315,7.0663,8.9443,3.817,4.1482
GTEX-T5JW-2026-SM-4DM63,9.0791,7.7247,9.941,11.54,8.6525,9.4109,6.3611,7.4548,,,TCGA-A8-A09Q-01,10.1291,8.9211,10.2657,10.0492,10.4007,9.0477,5.5585,7.3595
GTEX-X4EP-2926-SM-3P5YQ,6.0676,5.4171,8.5863,11.2969,9.4448,9.2133,4.3919,2.636,,,TCGA-A8-A09Z-01,8.0675,7.8866,8.8872,9.9064,8.9736,9.1369,7.0982,7.3511
GTEX-XUW1-2326-SM-4BOO5,6.5286,4.5748,9.1283,11.3481,8.2289,9.4753,3.5428,1.3346,,,TCGA-A8-A0AD-01,8.5032,8.094,8.8772,9.9643,8.634,9.4753,6.7138,5.9353
GTEX-11I78-2226-SM-5PNYA,7.3421,4.3401,8.5792,12.0139,7.7391,9.8479,3.5644,1.7684,,,TCGA-AR-A1AJ-01,10.1328,11.0206,11.1179,11.3581,9.5163,9.9628,7.5667,8.7335
GTEX-XYKS-1326-SM-4BRUN,6.7292,5.3606,8.9546,11.5297,7.9911,9.5546,3.2731,4.0151,,,TCGA-BH-A1EU-01,7.5175,6.6669,10.359,10.5106,8.8191,9.7284,6.745,6.814
GTEX-QVJO-1826-SM-447C9,6.3488,3.9806,8.0703,11.3768,8.2396,8.914,2.9206,1.4021,,,TCGA-A2-A0SW-01,9.9139,9.1473,9.7451,11.1226,8.7452,9.319,8.1904,9.275
GTEX-ZQG8-0726-SM-5P9H9,6.4024,4.6704,9.5822,11.5581,6.8941,10.1477,4.1135,4.6115,,,TCGA-A8-A09R-01,9.586,8.0919,9.6515,10.2688,9.6008,9.8959,7.4336,8.0674
GTEX-13FTX-1126-SM-5N9EN,5.4932,5.1109,8.8949,11.6721,7.449,10.1105,2.0517,2.8663,,,TCGA-BH-A0H6-01,7.8261,6.5586,9.37,9.7227,10.1493,9.2365,5.7426,5.4273
GTEX-12WSB-0626-SM-59HJO,6.3754,5.0206,9.0195,11.3548,8.2573,9.1442,3.4741,2.458,,,TCGA-BH-A0WA-01,9.5589,8.5357,11.9018,10.4378,9.332,9.3801,8.4839,8.367
GTEX-ZPIC-1126-SM-5BC7F,5.954,4.4405,8.846,10.9566,8.047,10.0259,3.5055,1.1048,,,TCGA-C8-A131-01,9.7305,8.9182,10.579,10.5812,9.3243,8.833,6.2476,7.7497
GTEX-132AR-0826-SM-5EGK6,6.524,3.3554,8.938,11.6017,7.9308,9.4103,3.3554,1.8633,,,TCGA-S3-AA12-01,9.9555,8.4656,8.3361,10.0456,9.8056,9.4301,6.3888,6.7045
GTEX-SE5C-2126-SM-4BRUJ,7.3599,5.66,8.5077,11.6945,7.9644,9.7767,4.4201,3.6624,,,TCGA-A8-A07E-01,9.5604,8.7763,9.835,10.4185,7.8946,9.5376,8.6162,7.9902
GTEX-ZV6S-1826-SM-5NQ8D,7.0605,5.1965,8.903,11.4199,7.3714,9.7063,3.4843,2.6077,,,TCGA-A8-A084-01,9.4328,9.0158,10.0083,10.131,8.0677,9.4938,7.7577,8.3543
GTEX-145ME-1526-SM-5Q5F2,6.2741,4.1046,9.62,11.2442,7.4268,10.4114,2.161,0,,,TCGA-B6-A0IH-01,6.7321,4.74,9.8714,10.2215,8.8192,9.1544,5.1524,4.74
GTEX-WI4N-1426-SM-3LK7H,5.7423,5.2559,8.5518,11.4224,8.8904,8.9638,4.2931,3.2862,,,TCGA-BH-A0HK-01,8.2122,6.8956,9.4062,10.3545,9.1089,8.9485,6.7545,7.2437
GTEX-13CF3-2126-SM-5IFJP,6.3932,4.57,10.1873,12.0483,7.7229,10.6015,0,2.1418,,,TCGA-BH-A18G-01,9.2418,7.4812,10.0856,10.6592,8.6782,9.4612,6.8011,6.9573
GTEX-S32W-2026-SM-4AD6E,4.9733,4.4384,9.2596,11.6755,8.0275,9.7283,3.5788,2.8243,,,TCGA-D8-A1X5-01,9.6841,7.1979,9.3577,10.1104,9.4716,8.805,6.0793,7.475
GTEX-12WSK-2226-SM-5GCO5,6.2167,6.3691,8.7382,10.9759,7.5687,9.2163,2.186,1.7514,,,TCGA-D8-A1XZ-01,10.0968,8.4901,9.9341,10.913,10.3368,9.4677,6.3333,8.1861
,,,,,,,,,,,TCGA-A2-A0EV-01,8.9561,7.909,9.884,9.8831,8.0539,9.7084,7.4877,8.5483
,,,,,,,,,,,TCGA-A8-A06U-01,10.4452,7.9235,9.9151,10.3447,7.6838,9.7217,6.8898,7.9622
,,,,,,,,,,,TCGA-A8-A07R-01,10.6723,9.2845,12.1063,11.0107,8.7961,8.5666,10.011,8.7161
,,,,,,,,,,,TCGA-A8-A081-01,10.7789,9.4279,9.9208,10.3591,9.7466,10.7778,9.868,9.7193
,,,,,,,,,,,TCGA-A8-A0A9-01,9.7196,8.2348,9.5814,10.6518,9.0121,9.695,6.4691,7.553
,,,,,,,,,,,TCGA-AR-A1AP-01,9.319,7.8946,9.1726,10.2326,8.9887,9.9517,7.9336,7.2994
,,,,,,,,,,,TCGA-BH-A1F0-01,9.6204,8.4586,10.7013,10.6144,9.0254,9.7327,7.4451,8.1677
,,,,,,,,,,,TCGA-BH-A204-01,9.9147,8.5726,10.1855,9.7107,9.5773,10.4203,9.1193,8.1394
,,,,,,,,,,,TCGA-BH-A42U-01,8.2601,6.1503,8.5136,11.3315,7.9627,9.3033,3.8342,4.6365
,,,,,,,,,,,TCGA-C8-A12K-01,10.9285,9.6673,11.1618,11.2881,9.8506,9.0616,8.5005,9.4404
,,,,,,,,,,,TCGA-D8-A145-01,8.4035,7.6166,9.1869,10.3905,8.5494,8.6515,6.7648,6.6847
,,,,,,,,,,,TCGA-D8-A1JN-01,6.2689,6.364,8.65,10.0765,8.3788,9.3205,3.9885,6.2852
,,,,,,,,,,,TCGA-D8-A1X6-01,10.1526,9.2273,9.1988,10.2266,10.3203,9.2477,6.4851,7.0459
,,,,,,,,,,,TCGA-D8-A1Y1-01,9.6453,8.5365,9.2178,10.336,9.3519,9.051,8.3982,8.2597
,,,,,,,,,,,TCGA-E2-A1IH-01,8.6816,7.2971,10.0777,10.369,9.0817,9.721,7.0024,7.0449
,,,,,,,,,,,TCGA-EW-A1IW-01,9.9723,8.6666,9.4543,10.3027,8.6423,9.5346,9.329,8.0605
,,,,,,,,,,,TCGA-OL-A66J-01,8.9822,6.3768,9.8128,10.4345,8.9857,9.6278,6.5106,5.0281
,,,,,,,,,,,TCGA-A2-A0EU-01,9.7733,7.8566,9.3591,9.9832,9.3293,9.4843,7.6268,7.3643
,,,,,,,,,,,TCGA-A7-A0CH-01,7.7528,7.0722,9.5056,9.3129,8.3122,9.0006,6.6583,5.3772
,,,,,,,,,,,TCGA-A7-A13G-01,7.648862771,7.142731497,9.85857645,9.975643869,8.705136529,9.362630863,6.394276347,5.449119482
,,,,,,,,,,,TCGA-A7-A3RF-01,8.4625,6.7929,9.018,10.8441,8.5032,8.9475,4.9916,5.1884
,,,,,,,,,,,TCGA-A8-A09G-01,9.867,9.9407,10.1965,9.8702,8.892,9.1745,6.6804,8.3963
,,,,,,,,,,,TCGA-AC-A2FG-01,8.0001,6.5026,9.0855,10.227,8.5491,9.5723,5.7738,4.1549
,,,,,,,,,,,TCGA-AC-A3EH-01,8.5148,5.5533,9.4264,10.4211,8.4772,8.1319,7.9341,7.5829
,,,,,,,,,,,TCGA-AC-A3QP-01,7.8336,6.355,8.9445,10.9983,8.1878,9.2376,4.7314,2.3678
,,,,,,,,,,,TCGA-AC-A62Y-01,9.4255,7.1808,8.3687,10.9031,7.7532,9.4271,6.2631,5.8737
,,,,,,,,,,,TCGA-AN-A0AJ-01,11.399,9.3175,9.6838,10.3795,9.7269,9.6343,10.4781,9.4312
,,,,,,,,,,,TCGA-BH-A0E7-01,8.1812,7.2215,9.6449,9.8364,9.5841,9.4268,6.012,5.7325
,,,,,,,,,,,TCGA-BH-A18S-01,6.87,4.4364,8.6061,10.4303,8.6603,9.5487,4.5711,3.9352
,,,,,,,,,,,TCGA-BH-A1EY-01,8.2246,6.8444,8.8222,10.4861,8.9225,9.2726,8.9384,7.7104
,,,,,,,,,,,TCGA-D8-A1JF-01,8.0263,6.8574,10.826,10.9969,8.931,9.3436,5.7321,6.7687
,,,,,,,,,,,TCGA-D8-A73W-01,8.4513,6.4753,8.8533,10.3392,7.9771,9.3036,6.4636,7.1677
,,,,,,,,,,,TCGA-E2-A105-01,9.3345,8.2551,9.6428,10.5335,8.2831,10.2818,7.7786,7.7289
,,,,,,,,,,,TCGA-E2-A14P-01,9.9132,8.9512,9.4054,12.068,9.769,10.2553,7.3287,9.3503
,,,,,,,,,,,TCGA-LD-A74U-01,8.7637,7.7624,9.2504,10.7577,8.1631,9.331,6.2489,7.9924
,,,,,,,,,,,TCGA-A7-A0CG-01,7.9055,7.533,9.5334,9.9449,8.3041,8.8458,5.7276,8.1695
,,,,,,,,,,,TCGA-AC-A2BK-01,9.9518,8.8637,12.2355,10.4735,9.7898,10.9714,8.5284,8.2236
,,,,,,,,,,,TCGA-AO-A1KT-01,10.6731,8.2051,9.1804,10.428,9.8428,9.1144,7.7054,7.7123
,,,,,,,,,,,TCGA-BH-A0BV-01,8.3484,6.7447,9.1598,10.6152,8.6645,8.8124,6.2746,6.9544
,,,,,,,,,,,TCGA-BH-A0DO-01,7.3921,5.9984,9.4692,10.1852,8.4829,9.5275,4.9205,6.523
,,,,,,,,,,,TCGA-BH-A0HI-01,7.545,6.6755,9.0481,9.6472,7.873,9.0912,5.3591,5.8512
,,,,,,,,,,,TCGA-BH-A1EN-01,9.5608,8.2311,9.5165,9.933,9.0159,10.0849,6.0537,7.7072
,,,,,,,,,,,TCGA-BH-A1FC-01,10.5489,10.7192,11.8266,10.6553,11.2873,10.2255,9.8526,9.2626
,,,,,,,,,,,TCGA-BH-A203-01,9.5261,8.8537,10.4731,10.5302,7.7789,9.5013,7.2467,8.6302
,,,,,,,,,,,TCGA-C8-A12Q-01,9.8175,8.714,10.6473,10.8404,8.802,9.3323,7.733,7.903
,,,,,,,,,,,TCGA-E2-A1IL-01,7.3657,6.9021,9.8602,9.833,7.8686,9.2597,6.0764,6.0601
,,,,,,,,,,,TCGA-E2-A2P5-01,9.4523,8.1258,10.9104,10.5816,9.1746,8.4694,7.1623,6.8826
,,,,,,,,,,,TCGA-E9-A3Q9-01,6.4957,5.2468,7.8761,10.8003,8.5937,9.2172,4.5818,3.4007
,,,,,,,,,,,TCGA-A2-A4S0-01,7.1731,4.6904,9.8532,10.7354,8.5045,9.2128,5.4407,3.869
,,,,,,,,,,,TCGA-A8-A06X-01,9.6473,9.3748,10.6633,9.7252,8.7587,10.7294,6.9794,6.988
,,,,,,,,,,,TCGA-AO-A1KP-01,8.8432,7.6562,9.7228,10.2381,10.8707,9.9418,7.931,7.4067
,,,,,,,,,,,TCGA-BH-A0HF-01,8.4914,7.4241,9.0759,10.5781,7.949,9.2781,7.1244,6.5313
,,,,,,,,,,,TCGA-BH-A0W5-01,8.2977,7.7946,9.3495,10.5669,9.2317,9.3632,6.7496,6.4967
,,,,,,,,,,,TCGA-BH-A209-01,9.7795,9.6033,10.6175,10.7588,11.0535,10.0194,7.2169,8.9724
,,,,,,,,,,,TCGA-D8-A1J8-01,8.7545,8.8732,10.6761,9.995,8.1664,9.969,8.4791,9.0204
,,,,,,,,,,,TCGA-D8-A1JS-01,7.2817,5.8128,7.4901,10.1421,7.9183,9.1507,4.9282,4.8515
,,,,,,,,,,,TCGA-E2-A2P6-01,9.8872,7.4368,8.2859,10.4144,8.2779,9.0248,7.2583,7.3579
,,,,,,,,,,,TCGA-EW-A1P5-01,8.8876,7.4307,9.4296,11.1094,8.0509,9.8182,7.0888,6.718
,,,,,,,,,,,TCGA-LL-A6FQ-01,9.8334,7.1842,7.4074,11.0361,7.2256,8.6958,4.472,5.3024
,,,,,,,,,,,TCGA-WT-AB44-01,5.9939,3.2646,9.4806,10.9187,7.7999,9.0726,2.2296,2.2296
,,,,,,,,,,,TCGA-A2-A0D1-01,10.5456,10.2119,10.5301,10.5471,9.2283,9.0205,7.4565,7.3263
,,,,,,,,,,,TCGA-A8-A07W-01,10.7451,9.2336,9.6053,10.8505,10.2121,9.4445,8.0937,9.4274
,,,,,,,,,,,TCGA-A8-A08Z-01,7.9284,6.9994,9.8735,9.9633,8.609,8.8806,8.28,7.552
,,,,,,,,,,,TCGA-A8-A099-01,8.479,5.4233,8.9821,9.171,6.9937,8.8559,4.9396,5.7385
,,,,,,,,,,,TCGA-AC-A23G-01,7.9639,6.9948,9.0714,10.3905,7.9356,8.5681,6.326,6.4217
,,,,,,,,,,,TCGA-AC-A2QI-01,7.5554,5.9376,9.2456,10.4679,8.6521,9.3719,4.8869,4.9848
,,,,,,,,,,,TCGA-AC-A5EH-01,10.4481,7.9828,8.8972,10.681,8.3283,9.0865,7.38,6.1234
,,,,,,,,,,,TCGA-AN-A0AK-01,9.969,8.4269,10.1578,9.4389,9.0727,9.8116,9.0402,8.4997
,,,,,,,,,,,TCGA-B6-A40B-01,9.4049,7.4898,9.5678,10.6308,8.8491,8.7369,7.6868,6.5689
,,,,,,,,,,,TCGA-BH-A0BP-01,8.6998,7.1407,9.4283,10.2595,8.6082,9.1552,6.017,6.7344
,,,,,,,,,,,TCGA-D8-A1XJ-01,10.4302,8.5411,10.6193,9.8054,7.4926,8.4763,7.011,8.2286
,,,,,,,,,,,TCGA-E2-A14O-01,8.9391,6.6269,8.7605,10.4227,8.8121,8.9525,7.3445,7.8173
,,,,,,,,,,,TCGA-E2-A15G-01,7.9168,7.0413,9.2263,10.3106,8.4467,9.3754,6.0153,5.081
,,,,,,,,,,,TCGA-A8-A06T-01,9.5792,8.3208,9.3433,9.69,9.5921,9.9348,5.9996,6.0423
,,,,,,,,,,,TCGA-A8-A094-01,9.1278,8.513,10.2028,9.9791,8.9411,9.1462,7.2291,8.8486
,,,,,,,,,,,TCGA-A8-A09M-01,9.6795,7.6534,9.2115,9.968,8.9859,9.4621,7.6064,8.114
,,,,,,,,,,,TCGA-AC-A3TN-01,9.0554,6.5459,8.3463,10.375,7.5862,9.2851,5.1595,3.6049
,,,,,,,,,,,TCGA-AC-A8OR-01,8.2538,6.6893,9.1108,11.1898,8.8185,9.3169,5.246,5.2158
,,,,,,,,,,,TCGA-AO-A12G-01,8.7361,7.1428,10.0334,9.9423,9.0557,8.9822,5.335,5.7468
,,,,,,,,,,,TCGA-B6-A0IM-01,10.3378,8.7587,10.4387,10.0217,9.0013,10.0199,8.3558,7.7319
,,,,,,,,,,,TCGA-BH-A42T-01,10.8472,8.7177,9.8859,10.8839,9.0632,10.0067,7.7725,6.9675
,,,,,,,,,,,TCGA-D8-A27G-01,9.0497,8.2254,9.743,10.0573,8.6465,9.5017,7.1655,8.1067
,,,,,,,,,,,TCGA-E9-A1ND-01,9.3994,8.905,10.8154,11.0282,8.656,9.5525,7.4503,8.8715
,,,,,,,,,,,TCGA-EW-A423-01,10.2124,7.0876,9.471,11.0044,8.2536,8.7425,5.2889,7.0636
,,,,,,,,,,,TCGA-OL-A66P-01,10.6277,8.3312,8.3052,11.3084,8.0845,8.7719,5.1031,6.4289
,,,,,,,,,,,TCGA-V7-A7HQ-01,9.6642,8.1956,8.2118,10.0685,8.1955,9.4398,5.0907,4.3817
,,,,,,,,,,,TCGA-A2-A1FV-01,8.1661,7.8058,9.7048,9.7477,10.8852,10.1143,5.9699,6.2451
,,,,,,,,,,,TCGA-A8-A090-01,10.0519,8.6313,9.7625,9.6644,9.1449,9.2291,7.8975,7.0843
,,,,,,,,,,,TCGA-AC-A3YI-01,7.7945,6.5436,9.866,11.215,9.6893,9.6564,5.2269,6.4184
,,,,,,,,,,,TCGA-AC-A5XS-01,9.3481,6.4448,9.9881,10.522,8.6467,9.4024,5.4838,6.2869
,,,,,,,,,,,TCGA-AC-A5XU-01,9.1555,7.9576,9.9655,10.9237,8.2695,9.3359,7.074,6.8285
,,,,,,,,,,,TCGA-AN-A03X-01,7.9008,4.9645,8.328,9.2756,7.7703,8.159,3.7102,4.1999
,,,,,,,,,,,TCGA-B6-A0IP-01,9.0051,7.8829,9.9466,10.0439,8.4893,9.3244,7.2658,6.9317
,,,,,,,,,,,TCGA-C8-A1HM-01,9.6611,9.2097,10.5272,10.8108,9.6599,10.008,8.6149,9.9743
,,,,,,,,,,,TCGA-D8-A142-01,10.2577,8.8615,10.7287,10.2049,10.2912,8.7633,7.5839,6.8293
,,,,,,,,,,,TCGA-D8-A1XY-01,8.2187,6.321,8.6305,9.8198,9.1978,9.3748,5.5117,5.6331
,,,,,,,,,,,TCGA-E2-A14U-01,6.9503,4.9179,9.3485,10.7607,8.6109,9.2615,3.3779,3.0544
,,,,,,,,,,,TCGA-E2-A1B4-01,6.5812,4.8466,8.5868,9.9437,8.0756,9.3061,4.3931,2.9896
