samples,E2F1-h,E2F2-h,E2F3-h,E2F4-h,E2F5-h,E2F6-h,E2F7-h,E2F8-h,,,samples,E2F1-s,E2F2-s,E2F3-s,E2F4-s,E2F5-s,E2F6-s,E2F7-s,E2F8-s
GTEX-SN8G-0926-SM-4DM5I,6.7292,7.2804,8.7244,11.4878,8.5907,8.8342,4.2107,5.1712,,,TCGA-85-A4QQ-01,10.6221,9.1479,8.5792,11.5312,7.6745,9.6906,8.7437,8.4954
GTEX-ZLWG-0626-SM-4WWFR,7.4299,6.4091,9.4683,11.7431,8.0684,9.5244,4.5553,4.8433,,,TCGA-98-A53D-01,7.2879,6.5618,10.1346,11.5319,8.9144,9.7194,5.8811,6.0587
GTEX-P4QT-0526-SM-2I3EX,9.5891,7.49,9.349,11.8825,7.8299,9.099,3.915,4.1965,,,TCGA-LA-A446-01,10.144,8.8746,10.4748,12.7008,7.2673,9.6103,9.9254,8.8449
GTEX-RTLS-0926-SM-2TF5X,6.5957,6.0918,8.4731,11.0955,8.4554,8.4226,5.4517,6.0918,,,TCGA-21-1071-01,9.8097,7.5904,10.4383,11.7564,8.5411,10.3071,9.9263,8.3222
GTEX-QCQG-0326-SM-2I3ES,7.1314,4.636,8.4334,11.557,7.7251,9.1575,2.656,3.3618,,,TCGA-22-5472-01,8.3656,8.9416,9.6942,11.3424,7.4935,9.3201,9.299,8.4587
GTEX-ZZPU-0526-SM-5E44U,7.4759,6.3531,9.6828,11.5397,7.736,9.2906,5.3706,5.2965,,,TCGA-33-A5GW-01,9.7014,7.8716,10.603,11.9911,7.7944,9.8987,7.621,8.605
GTEX-147F3-0726-SM-5NQ9U,8.0238,6.1065,9.0716,11.4568,7.3266,9.0142,4.8775,3.9832,,,TCGA-34-8455-01,8.9142,7.9565,9.3984,11.7854,7.0574,9.3083,9.4937,8.8058
GTEX-Y5LM-0726-SM-4VBRP,8.3982,5.2298,9.1616,11.7692,8.073,9.2793,3.5901,4.581,,,TCGA-39-5029-01,9.3979,7.7699,8.4931,11.6343,7.2641,9.7163,9.2212,8.0716
GTEX-S341-0326-SM-2XCAU,7.2889,5.067,8.3734,11.3149,8.305,9.2386,6.8879,5.8558,,,TCGA-52-7811-01,9.297,7.6459,9.7377,12.0185,8.2547,9.6587,9.2147,6.9747
GTEX-13NZ8-0326-SM-5L3DF,7.9061,4.1144,7.0233,11.5633,8.8774,8.0341,4.6287,4.7127,,,TCGA-56-6546-01,10.7051,9.6725,10.4452,11.472,8.8401,9.7397,10.0146,6.8669
GTEX-13VXT-1426-SM-5LU4B,7.8337,5.9714,8.7589,11.5966,8.1485,9.2174,6.0212,5.2243,,,TCGA-56-A49D-01,11.8864,9.4733,10.25,11.267,9.2006,9.0522,9.6842,9.6151
GTEX-ZYFG-0226-SM-5GIDT,8.583,6.5786,9.5547,11.2806,7.4032,8.8066,5.1035,5.8236,,,TCGA-66-2754-01,10.6497,10.2737,10.9632,11.5656,10.0362,10.9079,9.8617,8.9812
GTEX-12WSK-0826-SM-5CVNP,8.1706,6.7926,9.8156,11.3108,8.2421,8.966,5.6349,6.4658,,,TCGA-66-2781-01,9.5097,8.0624,9.7622,12.4584,7.9373,10.3572,9.5035,7.338
GTEX-13FTX-0326-SM-5J2NG,8.651,9.0728,9.1838,11.9765,8.2543,9.4804,5.9079,7.0511,,,TCGA-66-2783-01,10.0532,9.1305,11.0989,11.1062,7.2682,9.7248,9.2316,7.975
GTEX-OHPL-0526-SM-2HMIX,8.1365,6.4605,9.6064,11.5714,7.8289,9.2522,3.915,4.4254,,,TCGA-77-7138-01,10.1214,9.3613,10.7983,10.9587,7.6033,9.912,9.4431,9.1835
GTEX-S32W-0326-SM-2XCBI,6.6086,7.8296,9.7994,11.8143,8.9484,9.5356,3.3447,2.1146,,,TCGA-77-8154-01,8.5682,9.4121,9.6623,11.6229,7.8363,9.2598,9.8431,7.4164
GTEX-13QJC-0526-SM-5RQKB,8.3234,6.3296,9.3429,10.9336,9.0869,8.4757,4.9908,5.4843,,,TCGA-85-8352-01,10.3036,8.7209,10.5235,11.9489,9.838,9.458,8.8433,7.0125
GTEX-145LS-1226-SM-5Q5D9,7.4754,7.8277,10.3471,11.2313,9.5931,8.7771,6.458,6.1098,,,TCGA-85-A4QR-01,10.3247,9.3198,10.4174,11.1312,8.5681,9.9884,8.9851,8.1376
GTEX-1399S-1726-SM-5L3DI,8.0249,6.088,9.0694,11.4924,7.9525,9.3791,3.9121,4.752,,,TCGA-98-A538-01,9.3245,9.6899,10.0962,10.8872,6.8624,9.6298,8.6778,8.8416
GTEX-ZF29-1026-SM-4WKGC,7.8033,5.5232,9.0995,11.4139,7.4794,9.363,4.0378,4.5142,,,TCGA-21-1080-01,9.0149,9.7519,9.8434,12.0659,8.5955,9.3398,9.2465,7.3607
GTEX-Y3IK-0626-SM-4WWE4,8.089,7.0874,9.3438,11.6481,8.349,8.8764,6.2914,6.2423,,,TCGA-33-4538-01,9.338,8.5367,9.9852,11.5474,7.3347,9.7909,10.0826,7.8403
GTEX-Y8LW-0326-SM-4VBQ9,6.9395,6.028,9.236,11.1277,8.2422,8.6153,3.6174,4.3337,,,TCGA-33-AASB-01,9.6839,7.6866,11.4008,12.1766,9.421,10.0565,8.5673,8.6142
GTEX-13O3O-0726-SM-5J1N7,5.6805,6.6019,10.1282,11.5609,8.9149,8.8324,4.7084,3.3037,,,TCGA-43-A474-01,9.3366,8.9265,9.7971,11.5841,8.08,9.8775,9.3951,8.4736
GTEX-OHPL-0526-SM-4M1XS,7.6745,6.4032,9.5455,11.5164,7.6567,9.161,4.9946,4.3434,,,TCGA-56-7223-01,10.6328,9.2483,11.6659,11.8611,9.2674,11.0616,9.7957,9.8097
GTEX-O5YV-0526-SM-2D7VZ,7.7482,6.4438,9.0244,11.8503,8.7861,8.8442,5.128,3.8667,,,TCGA-56-8309-01,8.8186,8.0921,9.7703,11.0621,8.8626,9.6623,7.6469,8.1296
GTEX-O5YV-0526-SM-26GN1,5.8145,6.5149,9.8543,10.2787,8.4539,8.9515,5.8145,5.5306,,,TCGA-56-A4BY-01,9.845,8.6731,11.5282,11.788,8.4066,10.6005,9.7733,7.7508
GTEX-RU72-0526-SM-2TF5Z,7.2268,7.7215,9.2613,11.1341,8.8208,8.8391,5.9604,6.6881,,,TCGA-60-2722-01,9.4816,9.5738,9.8865,12.3069,7.9095,9.8765,10.4206,8.519
GTEX-12WSJ-0226-SM-5GCP7,7.1812,6.5563,9.7558,11.8176,8.1499,9.2633,4.136,4.6573,,,TCGA-66-2759-01,9.6913,8.8086,9.6086,11.6063,7.3234,9.9796,9.3484,7.8178
GTEX-1122O-0126-SM-5GICA,8.0358,5.9542,9.2344,11.6538,7.4244,9.1649,3.2802,2.9138,,,TCGA-66-2791-01,8.4516,8.1453,10.4318,11.6549,8.0349,9.6556,8.9963,8.4101
GTEX-TSE9-0726-SM-3DB8C,6.3641,5.9795,9.0022,10.9353,9.7434,8.6728,5.6511,2.8922,,,TCGA-68-8250-01,10.1039,8.0648,10.0796,11.5914,8.862,9.8401,10.2525,8.6872
GTEX-11EMC-0126-SM-5EGKV,7.427,7.0036,9.8642,11.2644,8.438,8.777,4.8506,4.6365,,,TCGA-77-A5G6-01,9.8581,9.3126,10.3424,11.5809,8.6904,10.3692,9.1424,9.0752
GTEX-XYKS-0526-SM-4BRW2,7.9385,7.2695,9.1696,12.1534,7.9876,9.7151,4.5701,5.4235,,,TCGA-85-6561-01,9.3311,9.2159,10.2413,11.2407,8.1094,9.7683,9.9225,8.0045
GTEX-ZPIC-0626-SM-57WDY,7.9098,6.2883,9.3909,11.469,7.8124,9.0637,4.2507,5.4947,,,TCGA-85-8479-01,10.5111,10.05,10.3074,11.8294,7.8676,9.2797,9.6844,7.8875
GTEX-13113-0426-SM-5GCOD,7.5532,5.4881,9.2175,11.6225,7.7188,9.4477,4.5588,3.8867,,,TCGA-NK-A7XE-01,10.7562,8.9642,10.087,11.1175,8.8078,10.3924,7.6525,8.6928
GTEX-RU1J-0126-SM-2TF6Y,8.5241,6.9349,9.4793,11.7373,7.926,9.23,5.4085,4.3902,,,TCGA-18-3417-01,9.074,7.7241,8.7368,11.4199,8.5096,10.0018,7.9532,6.4855
GTEX-13D11-0326-SM-5LZXX,9.1412,6.8955,9.7843,11.6936,7.9059,9.3552,5.4913,5.4537,,,TCGA-18-3421-01,9.3901,7.7744,8.2528,11.1191,9.6466,8.9646,7.7324,7.0339
GTEX-R3RS-1026-SM-3GADF,6.1431,5.8673,9.2947,11.0216,8.4303,8.4985,5.2436,4.6775,,,TCGA-21-5787-01,10.8912,8.4187,10.919,11.7994,7.3978,9.2998,7.7494,8.6988
GTEX-N7MT-0126-SM-26GMB,6.7348,7.5274,8.6275,10.3228,8.0111,8.4685,5.4021,5.4021,,,TCGA-22-1016-01,9.8536,8.7989,10.4649,11.6002,8.8566,10.536,8.4573,7.7908
GTEX-R55G-0826-SM-2TC5U,10.3133,8.3816,9.4618,11.4452,7.6856,8.8461,6.7297,7.0556,,,TCGA-22-5477-01,10.9653,9.3368,10.2449,11.8613,7.8908,10.9897,10.6008,7.9493
GTEX-1211K-0826-SM-5FQUP,7.0647,5.8566,9.5083,11.7791,8.1806,9.5474,2.8061,4.3909,,,TCGA-37-3789-01,9.2679,8.6818,9.7294,12.1108,7.5552,10.5389,8.6295,8.2117
GTEX-13OVJ-0726-SM-5KM1W,7.7993,7.8968,9.6599,12.2837,8.5289,9.0767,5.3646,5.6142,,,TCGA-39-5037-01,10.3771,8.9208,8.6776,12.2421,7.5549,11.1521,9.3202,8.4624
GTEX-11ILO-0726-SM-5HL5I,7.997,8.6592,9.399,12.6033,8.6305,9.4914,5.5123,4.3466,,,TCGA-51-4080-01,9.7792,8.0663,10.4472,11.8019,8.0632,11.0024,9.785,8.174
GTEX-N7MT-0126-SM-26GMS,6.4588,7.9923,9.3986,9.5317,7.6317,8.3536,6.9564,7.0383,,,TCGA-63-A5MI-01,10.4747,9.5493,10.6878,11.3179,9.2759,10.1035,10.0031,8.258
GTEX-SE5C-0526-SM-2XCE1,5.9434,5.5875,8.9622,11.4963,7.2166,8.8224,1.697,0,,,TCGA-66-2780-01,9.091,7.5879,9.841,12.0665,7.2177,9.1408,8.6513,7.9569
GTEX-PWOO-0726-SM-2I3EB,10.3047,9.1135,9.8487,11.8275,7.6678,8.4775,7.1502,7.0308,,,TCGA-66-2785-01,9.091,8.173,10.871,11.6382,9.7207,9.5542,6.8704,9.8745
GTEX-S7SF-0426-SM-3K2B7,9.5461,7.5424,9.4627,11.8366,8.431,9.5081,4.7526,4.4603,,,TCGA-70-6723-01,9.0418,8.6838,10.049,11.8561,7.1415,10.6714,10.4454,8.3796
GTEX-1269C-0926-SM-5FQSR,6.6345,6.5026,9.6349,11.2711,9.025,9.0858,6.0463,5.9817,,,TCGA-77-7337-01,8.5814,8.662,9.3075,11.141,7.0373,9.8617,10.0026,8.3713
GTEX-13CF3-0426-SM-5IJEU,7.4267,6.948,10.753,12.3011,8.0787,9.4119,4.2644,4.2644,,,TCGA-85-8666-01,9.9326,9.421,9.8065,11.1512,6.0857,10.0669,9.6857,8.4909
GTEX-O5YV-0526-SM-26GMJ,7.6186,6.0883,8.1019,11.5159,8.4179,8.5942,2.7195,4.5451,,,TCGA-85-A4CL-01,9.6704,7.7866,11.6402,11.8569,6.9874,10.0734,8.6897,7.4675
,,,,,,,,,,,TCGA-96-A4JK-01,11.1389,9.4877,9.6646,11.83,7.935,10.2553,9.9766,8.4945
,,,,,,,,,,,TCGA-18-4086-01,9.2407,8.478,10.1211,11.8306,8.1827,9.3054,9.7068,8.1307
,,,,,,,,,,,TCGA-21-1077-01,9.4021,8.3435,10.1026,11.6125,7.5884,9.3502,9.0629,7.1346
,,,,,,,,,,,TCGA-21-5786-01,9.2282,8.3735,9.6808,11.8829,7.2748,10.9931,8.8408,6.8485
,,,,,,,,,,,TCGA-22-5479-01,9.9019,8.5896,9.7326,11.7244,8.2562,9.9325,8.7685,7.3465
,,,,,,,,,,,TCGA-22-5489-01,9.7789,9.538,10.1525,10.9325,9.0337,9.2518,8.0087,7.967
,,,,,,,,,,,TCGA-37-5819-01,11.4639,8.7275,9.6803,11.9367,8.3146,9.5523,7.8638,8.7166
,,,,,,,,,,,TCGA-58-A46J-01,9.9216,9.1897,10.4026,11.2837,9.7645,9.0841,9.3656,8.7905
,,,,,,,,,,,TCGA-60-2713-01,10.2029,8.3323,10.5261,11.5285,8.405,9.9181,10.109,7.6174
,,,,,,,,,,,TCGA-66-2765-01,8.8541,8.2787,9.8516,11.7881,6.609,9.0391,9.2924,8.3969
,,,,,,,,,,,TCGA-66-2794-01,9.3655,8.8039,8.6621,11.5549,8.3288,10.5744,9.7307,8.1234
,,,,,,,,,,,TCGA-77-7141-01,9.7307,8.805,11.037,11.6893,8.4824,11.0728,9.5965,8.0603
,,,,,,,,,,,TCGA-77-7338-01,8.8383,7.4891,9.3773,11.4862,7.2884,10.147,9.7515,7.6021
,,,,,,,,,,,TCGA-77-8150-01,9.8066,8.9611,9.9596,11.4074,6.8776,9.4555,10.1023,7.0909
,,,,,,,,,,,TCGA-77-A5FZ-01,8.3978,8.1679,9.7122,11.0743,8.5758,8.8351,6.5197,6.5347
,,,,,,,,,,,TCGA-85-7696-01,10.0574,8.4272,10.142,12.1819,7.8601,10.5334,9.2403,8.1486
,,,,,,,,,,,TCGA-90-6837-01,9.6156,9.7996,10.5541,11.1741,7.5997,8.865,9.2463,7.1852
,,,,,,,,,,,TCGA-94-8035-01,9.834,10.6508,10.5678,10.9707,7.903,10.1125,10.3255,7.4924
,,,,,,,,,,,TCGA-98-A53I-01,9.807,8.3721,9.7935,11.466,8.3028,10.367,9.0815,8.0618
,,,,,,,,,,,TCGA-18-4083-01,9.9804,9.5053,10.1858,11.3172,8.4607,10.3415,10.4965,8.5597
,,,,,,,,,,,TCGA-22-1005-01,8.7359,7.6617,9.6626,11.3704,9.4651,9.2177,6.1399,7.3644
,,,,,,,,,,,TCGA-37-4133-01,9.7354,7.1975,9.0911,11.8235,9.0358,10.8801,7.901,8.2471
,,,,,,,,,,,TCGA-56-8629-01,9.9278,8.4446,10.2799,12.4407,6.5862,10.5017,8.5145,8.7643
,,,,,,,,,,,TCGA-63-A5MY-01,11.1264,8.8769,10.0737,11.0676,9.4777,9.7039,10.0288,6.9648
,,,,,,,,,,,TCGA-66-2755-01,9.179,8.4554,10.0031,11.0932,9.675,9.3231,8.3754,7.6524
,,,,,,,,,,,TCGA-77-A5G3-01,10.6073,9.3066,10.3151,11.8465,8.0809,9.9783,10.1987,8.4555
,,,,,,,,,,,TCGA-77-A5G7-01,10.6309,9.9146,10.7667,11.9638,9.2572,9.77,9.1943,9.2703
,,,,,,,,,,,TCGA-85-8355-01,9.0283,8.8415,10.1281,11.35,8.3985,9.5303,8.6189,7.9673
,,,,,,,,,,,TCGA-85-A53L-01,9.986,8.0383,9.6272,12.2467,9.3938,10.2226,8.9294,7.3726
,,,,,,,,,,,TCGA-98-A539-01,10.4445,8.2638,10.1749,11.5694,7.4411,10.2108,9.1081,7.3998
,,,,,,,,,,,TCGA-O2-A52W-01,10.4483,9.9235,10.5539,10.6441,10.0442,9.6693,7.9987,7.7661
,,,,,,,,,,,TCGA-22-1017-01,9.5713,7.925,10.0653,11.795,9.6322,9.6384,3.88,8.5129
,,,,,,,,,,,TCGA-60-2698-01,8.959,8.7948,9.4534,12.2089,7.7103,10.0928,9.0164,8.3994
,,,,,,,,,,,TCGA-63-A5MB-01,10.4819,8.7353,9.2216,11.568,8.251,10.6516,9.7208,8.9057
,,,,,,,,,,,TCGA-66-2767-01,9.7745,8.88,9.7136,11.3601,8.9313,10.1991,9.5606,8.3915
,,,,,,,,,,,TCGA-85-8048-01,9.4802,8.7805,10.1067,11.9455,8.7463,9.9848,8.3436,8.3892
,,,,,,,,,,,TCGA-85-8276-01,10.3168,8.7744,9.841,12.0312,7.2971,9.592,9.7771,6.9911
,,,,,,,,,,,TCGA-85-A511-01,9.5737,8.8642,10.2858,11.6302,8.537,9.1451,9.167,8.8284
,,,,,,,,,,,TCGA-94-A5I6-01,10.481,9.3332,10.6382,11.6452,7.9905,10.5509,9.1083,9.4183
,,,,,,,,,,,TCGA-21-1082-01,11.6294,11.2908,10.4838,11.6033,9.0749,10.1584,11.4632,8.9088
,,,,,,,,,,,TCGA-22-0944-01,8.6157,7.91,10.3022,12.1241,8.0978,10.0418,10.2436,8.6851
,,,,,,,,,,,TCGA-43-A56V-01,10.328,9.201,9.5809,12.0246,9.3705,10.2741,9.0004,7.6707
,,,,,,,,,,,TCGA-56-7579-01,9.4137,9.6801,9.4026,11.837,7.6274,10.4011,9.1209,7.9865
,,,,,,,,,,,TCGA-58-A46M-01,11.4049,9.3006,10.1661,11.3662,7.3587,10.1444,9.1312,8.974
,,,,,,,,,,,TCGA-85-8350-01,9.6337,8.2232,9.0646,12.164,7.7798,10.433,9.3118,8.3346
,,,,,,,,,,,TCGA-85-A4PA-01,10.4607,10.5522,10.1575,12.0093,10.4206,8.7698,7.929,9.4237
,,,,,,,,,,,TCGA-94-A5I4-01,10.9229,9.7907,9.7345,11.4114,8.9869,10.3062,9.2495,8.2717
,,,,,,,,,,,TCGA-98-8022-01,9.6687,8.8564,10.1373,11.5408,7.7952,9.0912,7.6051,7.47
,,,,,,,,,,,TCGA-33-A4WN-01,8.9629,9.716,9.9458,11.7017,8.498,10.2669,9.1832,8.2865
,,,,,,,,,,,TCGA-33-AASJ-01,11.7185,9.9806,10.4498,12.5858,7.7369,10.8307,9.3002,8.6266
,,,,,,,,,,,TCGA-34-5236-01,9.7224,9.1163,10.2591,11.593,7.6116,10.6877,9.3068,8.2018
,,,,,,,,,,,TCGA-56-7222-01,9.8682,8.9052,11.0975,11.444,7.8616,10.0065,9.9107,9.0922
,,,,,,,,,,,TCGA-58-8387-01,10.0089,9.2549,10.3137,11.3036,9.3678,10.0513,8.2493,7.68
,,,,,,,,,,,TCGA-58-8388-01,9.9506,8.0693,11.2766,10.9703,9.6167,9.9448,9.9247,7.2601
,,,,,,,,,,,TCGA-66-2771-01,9.1127,9.5615,9.6286,11.7362,8.7958,11.0079,8.4839,7.6721
,,,,,,,,,,,TCGA-77-8128-01,9.9348,9.3516,9.3691,11.9638,8.3945,9.8041,9.8969,7.7273
,,,,,,,,,,,TCGA-77-8156-01,9.8536,8.5546,10.1408,11.3429,7.9089,9.6654,9.3522,6.9546
,,,,,,,,,,,TCGA-85-8072-01,10.2465,9.0607,10.0779,11.9356,6.7935,10.5597,9.3794,9.1953
,,,,,,,,,,,TCGA-NC-A5HE-01,10.1706,9.2583,10.5733,11.8022,7.6453,10.0627,8.2451,7.9303
,,,,,,,,,,,TCGA-37-A5EN-01,10.4331,9.0815,9.828,13.054,8.6437,10.5422,9.272,8.5751
,,,,,,,,,,,TCGA-39-5040-01,10.5371,9.5656,10.7706,11.4055,9.7292,10.6747,7.9092,8.0997
,,,,,,,,,,,TCGA-56-8626-01,8.6357,8.3276,9.4821,10.9492,8.5485,9.428,9.0333,7.2931
,,,,,,,,,,,TCGA-58-A46K-01,9.8215,8.2587,10.3539,12.0601,7.9351,10.5249,10.2076,8.6177
,,,,,,,,,,,TCGA-85-6560-01,11.1708,10.6179,12.0552,11.9119,10.9163,11.0135,9.5326,7.6101
,,,,,,,,,,,TCGA-NC-A5HG-01,10.0636,8.7745,10.0958,11.7758,9.5984,9.9831,9.2973,8.345
,,,,,,,,,,,TCGA-NC-A5HJ-01,10.5003,8.5082,11.2804,10.789,8.5008,9.6529,9.4007,8.9459
,,,,,,,,,,,TCGA-46-3768-01,10.7271,8.5254,9.8384,11.6959,8.4185,10.4446,9.9241,8.5008
,,,,,,,,,,,TCGA-56-1622-01,9.097,7.3533,10.2411,11.4741,9.5758,8.691,10.287,10.1632
,,,,,,,,,,,TCGA-60-2706-01,11.2366,9.3401,10.5866,12.2999,10.1584,9.8689,7.328,9.646
,,,,,,,,,,,TCGA-66-2792-01,9.7017,9.151,9.5099,11.298,7.3631,10.0258,10.2714,8.0369
,,,,,,,,,,,TCGA-77-7465-01,9.6263,8.1815,10.7244,11.4922,8.7704,10.4388,10.2566,7.449
,,,,,,,,,,,TCGA-85-A5B5-01,10.582,8.7295,9.4416,11.3721,8.2362,10.1922,8.8622,7.2423
,,,,,,,,,,,TCGA-92-8064-01,9.3322,8.8606,9.5083,11.2853,7.4879,9.4132,8.6979,9.194
,,,,,,,,,,,TCGA-18-5592-01,10.5348,8.5273,10.4839,11.5491,7.6901,10.0446,8.899,9.2607
,,,,,,,,,,,TCGA-21-1075-01,9.1236,7.2826,10.0181,11.2155,8.708,10.3545,9.7175,7.3319
,,,,,,,,,,,TCGA-22-4595-01,11.1301,10.8101,10.6502,10.7698,8.1827,10.3671,10.4957,9.2357
,,,,,,,,,,,TCGA-33-4586-01,8.7494,8.1807,10.0997,11.2132,7.9035,10.3918,9.6415,8.1393
,,,,,,,,,,,TCGA-46-3769-01,9.2214,6.6282,10.5404,11.4322,5.2883,10.2198,7.9183,7.7532
,,,,,,,,,,,TCGA-66-2768-01,10.483,9.3053,9.5652,13.7783,8.2016,10.2374,10.4819,9.642
,,,,,,,,,,,TCGA-66-2787-01,10.1577,9.0803,10.9124,10.938,7.7554,10.7152,9.4942,8.5144
,,,,,,,,,,,TCGA-85-6798-01,10.1503,8.3203,10.1904,11.2446,7.0413,10.4349,9.4666,6.8063
,,,,,,,,,,,TCGA-85-8049-01,9.2504,8.2056,9.8894,11.5373,7.4404,9.6767,8.9255,7.5979
,,,,,,,,,,,TCGA-85-A50Z-01,9.8352,9.4126,8.939,11.3227,7.3167,9.8255,8.8701,7.4125
,,,,,,,,,,,TCGA-NK-A5D1-01,11.3083,10.0201,10.4241,11.6819,9.4122,10.5727,10.8187,8.6983
,,,,,,,,,,,TCGA-37-4130-01,9.6141,7.4226,8.9602,10.9707,10.1976,9.3104,7.3726,9.6773
,,,,,,,,,,,TCGA-56-8083-01,10.574,10.509,9.9758,11.9538,8.8968,9.7016,9.666,9.7944
,,,,,,,,,,,TCGA-60-2726-01,11.2285,8.984,9.6373,12.2658,9.1625,9.2328,9.0525,9.0525
,,,,,,,,,,,TCGA-63-A5MP-01,9.6495,8.3665,10.7471,11.9169,8.1497,9.7366,9.8157,8.7956
,,,,,,,,,,,TCGA-66-2788-01,8.4543,8.743,9.8496,11.2001,8.5618,9.5925,9.0164,7.5806
,,,,,,,,,,,TCGA-77-7139-01,9.7446,9.2961,10.4462,11.652,8.3801,9.8138,9.2219,6.8148
,,,,,,,,,,,TCGA-90-7767-01,10.158,9.0901,10.5789,10.1253,10.543,10.0038,8.9235,7.8634
,,,,,,,,,,,TCGA-33-4582-01,9.0244,8.0905,10.8938,11.3393,6.861,10.7797,8.5244,6.6438
,,,,,,,,,,,TCGA-51-4081-01,9.9289,8.2448,9.849,11.0024,7.6797,10.2226,9.6808,7.7599
,,,,,,,,,,,TCGA-56-A4BW-01,10.0166,9.5599,9.4282,11.8437,7.7134,9.7133,9.4768,8.0029
,,,,,,,,,,,TCGA-90-7769-01,10.0522,8.8888,9.7445,11.4317,6.5592,10.1149,8.9407,7.6259
,,,,,,,,,,,TCGA-63-A5MJ-01,10.8727,8.886,9.5941,12.4799,6.9148,10.3984,9.7514,8.912
,,,,,,,,,,,TCGA-66-2766-01,10.2606,8.0998,9.6974,12.0465,7.6161,8.862,8.4585,7.799
,,,,,,,,,,,TCGA-MF-A522-01,10.1741,8.9728,10.6527,12.37,7.2971,11.2567,8.989,8.3235
,,,,,,,,,,,TCGA-37-A5EL-01,11.2184,8.8704,10.056,11.8747,8.1065,10.3283,9.2619,8.2532
,,,,,,,,,,,TCGA-85-8052-01,9.8995,8.427,10.5204,11.5124,7.7739,10.0198,9.6218,7.5283
,,,,,,,,,,,TCGA-85-8354-01,10.0725,9.5409,9.6695,12.5291,7.6399,9.9775,10.5872,8.8168
,,,,,,,,,,,TCGA-90-A4EE-01,10.8801,9.0947,10.4068,11.2304,9.7536,9.9334,8.0262,8.4601
,,,,,,,,,,,TCGA-NC-A5HH-01,10.4441,8.4497,11.0142,11.7981,9.3836,9.6521,9.6375,9.183
,,,,,,,,,,,TCGA-18-3412-01,10.1896,8.9596,9.131,12.2604,7.6181,10.6997,9.4107,8.3399
,,,,,,,,,,,TCGA-43-3394-01,9.5935,8.8508,10.2315,11.3684,7.97,10.7492,9.6901,7.2864
,,,,,,,,,,,TCGA-58-A46N-01,9.9017,8.9333,11.1267,11.5671,7.9338,10.3209,10.362,7.7322
,,,,,,,,,,,TCGA-85-8071-01,8.8574,7.8571,10.081,11.0085,7.26,9.8229,9.3751,8.5969
,,,,,,,,,,,TCGA-92-8063-01,9.8039,9.3954,9.6178,11.8296,7.0215,9.5624,9.2761,9.3443
,,,,,,,,,,,TCGA-37-3783-01,9.6408,9.0893,9.3233,11.5843,8.1093,11.0482,7.9232,8.2692
,,,,,,,,,,,TCGA-60-2715-01,9.3659,8.4162,9.8816,11.6275,7.6813,9.6094,9.1666,7.4157
,,,,,,,,,,,TCGA-18-5595-01,11.3385,10.1886,10.1077,11.4634,7.9942,9.4735,11.4897,9.7862
,,,,,,,,,,,TCGA-85-7843-01,9.5374,9.3361,9.3557,12.0104,6.4227,9.7955,10.8067,8.8091
,,,,,,,,,,,TCGA-37-A5EM-01,10.4468,8.9415,14.4151,10.9827,8.4571,9.8598,11.3465,9.3632
,,,,,,,,,,,TCGA-85-7697-01,9.2535,9.7631,9.4499,12.2103,8.0557,9.7905,9.615,9.6623
,,,,,,,,,,,TCGA-85-8582-01,8.9687,8.5287,9.9031,11.0558,8.0702,8.3031,8.0356,7.9457
,,,,,,,,,,,TCGA-63-A5MU-01,9.9525,9.323,9.7715,12.3055,7.146,9.8259,9.63,9.1718
,,,,,,,,,,,TCGA-85-7698-01,9.5431,8.5544,10.0695,11.3957,7.4251,10.2666,9.6035,8.357
,,,,,,,,,,,TCGA-60-2724-01,8.681,8.2422,9.9582,12.1359,9.0724,10.0192,8.0857,6.8517
,,,,,,,,,,,TCGA-70-6722-01,9.2631,9.0961,10.556,11.9161,8.9018,9.7329,8.9291,8.4464
,,,,,,,,,,,TCGA-85-A50M-01,10.0408,6.846,10.1995,11.7279,8.4979,8.9547,10.0628,8.0987
,,,,,,,,,,,TCGA-85-7950-01,9.5988,8.5268,9.6883,11.1543,9.6291,9.5971,9.7665,7.9543
,,,,,,,,,,,TCGA-85-A512-01,10.6145,9.3441,9.4966,11.4595,8.8638,9.7033,10.6612,7.0349
,,,,,,,,,,,TCGA-60-2697-01,9.055,7.8451,10.137,11.4514,8.7277,9.4192,7.3161,7.5655
,,,,,,,,,,,TCGA-33-4566-01,9.4797,8.1837,9.7496,11.1735,7.2553,8.9179,7.5572,7.9123
,,,,,,,,,,,TCGA-60-2716-01,8.1831,8.4333,10.44,11.7166,8.5869,9.4569,8.2159,7.4513
,,,,,,,,,,,TCGA-63-5128-01,8.9606,8.4284,10.2488,10.882,7.6699,9.9989,8.7347,7.4053
,,,,,,,,,,,TCGA-63-5131-01,8.2522,8.5263,10.0435,11.8853,8.0902,10.2045,8.4937,8.3585
,,,,,,,,,,,TCGA-63-6202-01,10.1963,9.753,10.4067,11.2616,9.3508,9.1319,5.9099,8.4976
,,,,,,,,,,,TCGA-63-7020-01,9.9332,8.8174,9.6262,11.8264,7.0258,9.2327,9.1887,9.1322
,,,,,,,,,,,TCGA-63-7021-01,9.8173,9.4198,9.2249,11.847,7.6673,9.4473,8.5305,7.5197
,,,,,,,,,,,TCGA-63-7023-01,10.8937,9.5757,10.5505,11.4255,10.8996,10.493,10.7099,8.5479
