samples,E2F1-h,E2F2-h,E2F3-h,E2F4-h,E2F5-h,E2F6-h,E2F7-h,E2F8-h,,,samples,E2F1-s,E2F2-s,E2F3-s,E2F4-s,E2F5-s,E2F6-s,E2F7-s,E2F8-s
GTEX-147JS-1226-SM-5RQK4,8.3064,7.5347,9.7302,11.5584,8.6523,8.9921,5.8673,5.0784,,,TCGA-22-5491-01,10.8213,8.7818,9.2053,11.7445,8.0782,10.5952,9.6597,9.209
GTEX-13JVG-1426-SM-5MR4W,6.7629,6.1294,9.3805,11.509,9.0694,8.8693,4.6759,4.1189,,,TCGA-52-7809-01,10.9241,10.5027,11.2472,12.1852,8.999,11.1084,10.1859,9.7148
GTEX-WH7G-0726-SM-3NMBM,9.6459,7.7509,9.3021,11.5438,7.7782,9.2056,6.398,6.9445,,,TCGA-56-5897-01,8.6543,8.0943,10.3724,11.5203,7.4875,9.2815,9.0307,8.6607
GTEX-WFJO-0326-SM-3GIL3,8.0857,4.8727,8.8375,11.1907,7.7097,9.3631,3.0673,3.2649,,,TCGA-56-8201-01,9.066,8.0623,10.2704,11.2762,7.0822,9.4473,8.1685,8.495
GTEX-11OF3-1126-SM-5986C,7.3275,6.972,10.06,11.6968,8.8927,9.937,6.0033,3.0029,,,TCGA-56-8504-01,10.0233,9.1667,9.8301,11.4665,7.9397,9.5686,9.1832,8.1904
GTEX-OXRL-0526-SM-2I3EZ,8.641,6.1672,8.9475,11.4194,7.375,8.8276,4.6219,4.6863,,,TCGA-60-2725-01,9.0729,8.1917,9.7208,11.0221,9.169,10.0393,9.5182,7.4152
GTEX-Q2AH-0426-SM-2I3EP,7.5985,6.4618,9.2932,11.721,7.7384,9.5166,4.9773,4.5775,,,TCGA-63-A5MT-01,8.9365,7.8151,9.7707,11.7833,8.1469,9.4838,8.4095,8.5144
GTEX-ZDYS-0426-SM-5IJEQ,7.6887,5.3036,9.0578,11.2909,7.6168,9.0621,3.9067,5.1698,,,TCGA-68-7757-01,7.9275,6.5977,10.192,11.4044,8.2443,9.4859,7.1078,6.89
GTEX-14DAR-0226-SM-5S2PR,7.4764,5.3428,9.5325,11.8142,7.7166,9.1195,3.7549,3.0517,,,TCGA-77-6843-01,9.4528,7.1406,10.8749,11.66,8.3859,10.1721,8.9846,8.4579
GTEX-WHSB-0326-SM-3LK6K,8.3871,6.1321,8.4773,11.2419,7.7287,8.3796,4.4985,4.4279,,,TCGA-77-6844-01,9.2996,9.3602,10.5942,11.7972,8.9623,9.6256,9.7193,8.5386
GTEX-X5EB-0426-SM-46MVY,8.6579,7.3761,9.4066,11.7486,8.4066,8.8273,6.8405,6.5464,,,TCGA-77-8133-01,10.4351,9.437,9.4794,11.6057,8.723,9.6947,10.1003,8.4493
GTEX-13111-0426-SM-5DUXR,7.4475,5.1818,8.6317,11.5436,7.9804,8.9561,4.9267,3.6743,,,TCGA-77-8138-01,8.8676,8.2306,9.4594,11.6931,7.3678,9.7566,7.7804,6.7301
GTEX-146FQ-0926-SM-5LUAV,8.9693,7.421,9.3347,11.8808,8.3997,9.265,7.5836,6.8686,,,TCGA-85-A4JB-01,10.2543,10.2969,10.7714,10.7257,9.089,10.426,9.1945,8.1718
GTEX-O5YW-0526-SM-2YUMX,8.2875,4.478,8.0581,11.3256,7.13,8.6295,3.3165,2.4545,,,TCGA-NC-A5HF-01,9.4759,8.4123,9.857,11.9422,8.4455,9.3786,9.7065,7.6335
GTEX-XGQ4-0826-SM-4AT4T,7.6474,4.6878,8.5364,11.1859,7.5985,8.9315,3.5149,2.6359,,,TCGA-18-3414-01,9.3344,8.7048,9.8412,12.0383,8.8507,9.2803,8.5414,9.1179
GTEX-139UW-0226-SM-5K7WU,7.695,7.8326,9.6091,11.5562,8.9514,8.7669,4.7195,4.7195,,,TCGA-18-3419-01,9.9528,9.2936,9.2559,10.3836,7.6189,10.6177,9.0858,8.7832
GTEX-YEC4-0526-SM-4W21U,7.9863,6.1983,9.3773,11.5603,8.2145,9.3725,4.5558,4.4791,,,TCGA-22-1011-01,8.5026,9.0053,10.4437,11.5063,8.4075,9.5521,8.608,8.3888
GTEX-OHPJ-1026-SM-2HMLE,7.8392,5.1928,7.9937,11.721,7.6166,8.965,3.6229,3.1835,,,TCGA-22-4604-01,9.5762,9.0348,10.0972,11.5859,8.0735,10.4379,10.0048,7.4124
GTEX-ZT9X-0326-SM-51MTE,10.1041,9.0855,10.2266,11.9687,8.1994,9.2358,7.4762,7.7297,,,TCGA-33-4583-01,9.9516,8.2534,10.0092,10.8877,7.2683,9.6782,10.2923,8.7893
GTEX-11NSD-0326-SM-5A5LS,7.8977,6.3171,8.7743,11.5064,8.2349,9.2206,5.0333,5.5846,,,TCGA-39-5027-01,10.2899,8.3258,9.9665,11.7864,8.0337,10.4612,9.7936,7.9974
GTEX-132NY-1226-SM-5PNVF,6.665,5.1082,9.3196,11.5327,8.6328,8.3342,4.2129,2.5322,,,TCGA-39-5036-01,9.7434,8.5999,9.4165,11.72,5.9717,10.3514,8.7013,7.7993
GTEX-YFCO-0426-SM-4W1Z7,8.0178,4.675,8.8141,11.8204,8.1243,9.5083,5.4505,4.0404,,,TCGA-43-8116-01,9.6587,9.0043,9.9395,11.907,9.5276,9.9111,9.3141,8.8427
GTEX-OIZG-0526-SM-2HMLF,8.331,6.5197,8.4674,11.7842,7.4538,8.7636,4.0113,4.8017,,,TCGA-56-7730-01,10.2945,8.7135,10.9012,11.665,8.3235,11.198,10.634,7.9603
GTEX-OOBJ-0526-SM-48TDK,7.9085,7.3649,8.2416,11.8176,8.6188,9.1463,4.5302,4.8231,,,TCGA-58-A46L-01,9.4645,8.9153,10.8586,12.5695,9.5491,10.549,10.2329,8.9963
GTEX-1339X-0626-SM-5IJER,8.2012,7.7143,9.6769,11.9333,8.7994,9.2697,4.5906,3.7763,,,TCGA-60-2703-01,10.6359,9.1686,10.273,11.1124,8.8199,10.2863,9.5924,8.1538
GTEX-13OW8-1726-SM-5L3GO,7.2935,6.0739,9.1403,10.992,8.4218,8.1352,3.8963,3.7384,,,TCGA-60-2704-01,9.5756,7.9051,10.1513,11.3697,8.7814,9.743,9.5061,8.0212
GTEX-ZTTD-1126-SM-51MRP,6.9872,6.0745,9.0594,11.9129,8.8028,9.103,4.6947,4.2465,,,TCGA-60-2721-01,9.1671,8.6795,10.1649,12.0134,8.065,9.8273,8.9897,8.095
GTEX-131XH-0426-SM-5DUWU,6.823,6.3107,9.7975,10.9642,8.5668,8.4246,6.8002,5.6689,,,TCGA-66-2789-01,8.3436,8.0897,9.7219,10.5477,8.5313,11.5974,8.5907,7.9299
GTEX-XBEW-0226-SM-4AT6A,7.7438,4.7644,8.6208,11.4278,8.0066,9.0205,7.6052,7.3969,,,TCGA-77-8145-01,9.0409,7.5723,9.8395,11.4334,8.4423,9.0858,8.4093,7.1205
GTEX-YB5E-0726-SM-4VDSH,8.2942,7.6173,9.3731,11.6364,8.05,9.0884,4.6051,5.6266,,,TCGA-85-7699-01,10.1875,9.2804,11.579,11.1896,8.5011,9.6966,10.4888,8.3716
GTEX-13YAN-1026-SM-5O9CF,7.3875,5.9901,9.3131,11.2734,8.4981,8.2884,5.4031,4.986,,,TCGA-85-8664-01,11.2749,8.9624,9.9584,11.8117,8.771,10.5189,9.9634,7.4496
GTEX-U3ZM-0426-SM-57WG1,8.1063,5.9694,9.3343,11.7819,8.0835,9.5973,3.5357,3.5357,,,TCGA-94-7033-01,11.038,9.2524,10.5001,12.8235,8.1992,9.424,9.2429,8.0006
GTEX-12WSH-0126-SM-5GCO3,6.2452,6.6277,9.8788,11.4793,9.6223,8.9895,5.9189,6.2082,,,TCGA-94-7557-01,9.0119,8.2801,10.4906,11.2464,8.02,10.4692,9.4328,9.4069
GTEX-WH7G-0726-SM-5EQ6C,9.6165,8.0249,9.2291,11.6033,7.597,9.0807,6.3627,6.8681,,,TCGA-94-8491-01,9.6057,8.3107,9.1622,12.0941,7.9745,10.4515,8.3953,7.7322
GTEX-U3ZM-0426-SM-59HKR,7.9407,5.8851,9.2446,11.5915,7.7292,9.6274,3.4667,3.4667,,,TCGA-96-7545-01,8.0614,7.3866,9.9367,11.0109,7.5825,9.8748,8.2417,6.2828
GTEX-QDVN-0726-SM-2I3FO,7.3851,7.5816,9.5902,12.1282,8.2735,9.2012,3.3429,4.1512,,,TCGA-98-7454-01,8.7004,8.7341,10.7476,10.9282,8.1203,9.5321,6.6958,8.2129
GTEX-13OVH-1026-SM-5J2NP,6.7906,6.5734,9.8468,11.7213,8.7672,8.9596,4.2693,3.2386,,,TCGA-NC-A5HL-01,10.7142,8.3734,9.9627,12.2505,8.4472,10.2795,9.2792,7.8955
GTEX-P44H-1126-SM-48TBU,7.5783,7.9551,9.4486,11.0645,8.9864,7.9551,5.7611,5.7611,,,TCGA-NK-A5CX-01,9.2591,7.8103,9.6787,11.4458,7.9081,8.956,9.4346,8.3965
GTEX-WHSB-0326-SM-5GICB,8.2087,5.9887,8.6889,11.0786,7.4252,8.2923,4.9491,4.8842,,,TCGA-18-3407-01,8.6946,8.3295,10.5419,11.2451,8.2127,10.013,7.6845,7.0503
GTEX-ZA64-0326-SM-5HL8T,9.0448,7.3095,9.1237,11.249,7.3025,8.9927,5.8861,6.8088,,,TCGA-34-5231-01,10.6811,9.5737,10.6541,11.3513,8.957,10.1963,10.6082,8.8279
GTEX-XBED-0826-SM-47JYC,7.9323,6.8985,9.4323,11.3596,7.7918,9.0892,4.4769,5.2052,,,TCGA-56-8305-01,9.1105,8.2158,10.3684,12.8883,8.6061,10.3037,10.2913,8.0129
GTEX-148VJ-0826-SM-5LU8V,7.2083,8.4921,9.8881,11.2056,9.0585,8.4855,4.2443,4.4736,,,TCGA-66-2737-01,9.3134,7.6606,9.6564,11.7173,8.0369,9.5198,8.8584,7.6653
GTEX-131XF-1026-SM-5BC6A,6.8905,4.2405,8.9389,11.6868,7.2898,9.6033,1.1883,2.2739,,,TCGA-66-2790-01,9.363,8.1289,10.1075,11.6441,9.6303,10.805,9.8286,7.5037
GTEX-145MN-0926-SM-5NQBT,7.9399,5.9508,9.1647,11.5087,8.0743,9.1297,5.5523,5.8102,,,TCGA-77-8131-01,9.3424,8.7506,9.2423,11.3575,7.9192,8.7511,6.9816,8.0046
GTEX-QEG5-1126-SM-5SI88,8.2439,6.5239,9.1222,10.9164,8.7714,8.7331,4.9106,4.97,,,TCGA-77-8139-01,9.3496,9.8895,11.4753,11.3091,9.0543,9.7602,9.4156,9.3475
GTEX-S4Z8-0426-SM-3K2AH,7.5027,5.1315,8.4785,11.1316,7.9243,9.1972,4.0121,4.567,,,TCGA-77-8146-01,9.0812,7.2634,9.6487,11.4401,7.2645,9.246,9.2188,6.6964
GTEX-WH7G-0726-SM-5EGIX,9.6155,8.1292,9.1426,11.4542,7.7044,9.1352,6.3568,6.5798,,,TCGA-85-8287-01,9.868,8.3426,10.3924,11.3544,8.9463,9.3515,8.8226,8.35
GTEX-Y3I4-0426-SM-4TT29,8.7947,7.6062,9.8374,11.9176,8.4327,8.9444,4.8426,5.6056,,,TCGA-85-8351-01,8.672,7.6042,10.4705,11.9043,9.092,9.7911,9.962,8.0201
GTEX-144GN-0426-SM-5O9AP,9.4554,8.0863,9.8688,11.398,7.8996,9.1109,7.2304,7.3468,,,TCGA-85-8353-01,9.5857,7.9736,10.5814,11.0383,8.0901,9.3757,10.6549,7.2006
GTEX-11NV4-1126-SM-5HL6J,8.2613,6.5676,9.615,11.5835,8.9769,9.3547,6.439,3.8017,,,TCGA-21-1079-01,7.9915,5.9453,10.2764,12.4191,6.184,9.7751,9.3194,7.8821
GTEX-13NZA-1426-SM-5KM4Y,7.8739,6.8013,9.0116,11.898,8.7909,9.1818,5.7317,4.3794,,,TCGA-22-0940-01,9.4478,7.8276,9.5402,12.0968,8.72,10.2251,9.196,8.2783
GTEX-13RTJ-1126-SM-5S2UJ,6.3262,5.6012,9.1304,10.9881,8.612,8.0274,5.2269,4.8839,,,TCGA-33-6737-01,9.8278,9.1635,10.7157,11.3465,7.9004,9.6518,7.9187,9.5497
GTEX-XQ8I-1126-SM-4BOO2,8.2221,5.4309,8.5251,11.3591,8.001,8.3499,3.154,2.6478,,,TCGA-43-3920-01,9.0389,7.8724,9.8979,10.9023,9.4777,10.852,8.6771,7.1717
GTEX-145LT-0326-SM-5LUAD,7.2477,5.5685,9.3473,11.4834,7.9731,9.3826,3.9255,3.3266,,,TCGA-43-7656-01,10.1457,9.0527,10.9631,11.5724,8.652,10.2543,9.4896,9.0359
GTEX-RVPV-1726-SM-2TF5W,6.3614,4.9753,8.0496,10.68,7.5531,8.5176,2.6031,4.7214,,,TCGA-46-6025-01,9.0886,8.6924,9.57,12.7771,6.4093,10.8704,8.6225,6.5913
GTEX-144GO-0226-SM-5LUB1,7.1318,8.7407,10.08,11.2062,8.7133,9.4356,4.9883,4.8138,,,TCGA-56-8623-01,7.8592,5.6582,8.9328,11.264,7.6231,8.8323,5.7364,5.6421
GTEX-XXEK-0626-SM-4BRWE,6.8717,7.1431,9.4089,11.9771,9.0973,9.7583,3.4864,3.4864,,,TCGA-66-2744-01,9.5408,8.414,9.8191,11.6363,8.742,9.4043,9.5338,8.8583
GTEX-11P7K-0326-SM-59871,7.539,5.2897,9.1129,11.562,8.1457,9.4173,3.3174,3.4711,,,TCGA-66-2758-01,9.5933,7.8282,9.784,11.9185,7.9947,9.8818,9.1486,6.587
GTEX-S4Q7-0426-SM-3K2BJ,8.1574,7.7209,10.2377,11.9587,8.0443,8.9713,4.384,5.0027,,,TCGA-66-2777-01,9.6209,8.398,9.5256,12.0267,7.0817,10.1036,9.3825,8.4185
GTEX-144GM-0126-SM-5Q5AX,8.2634,8.2998,9.9971,12.3012,8.4802,9.0134,5.0756,5.1306,,,TCGA-66-2782-01,9.0801,8.8077,10.3899,11.3706,9.5747,10.5434,8.1838,7.1859
GTEX-NPJ8-0326-SM-2D7VV,6.6478,6.7808,8.4297,11.7998,8.3823,8.8026,4.5105,3.4176,,,TCGA-85-7844-01,10.337,8.643,10.8653,11.7329,7.9876,10.1128,10.3027,7.6446
GTEX-REY6-0426-SM-2TF5G,6.9991,7.3101,9.2033,11.1265,8.3096,8.4394,4.9896,4.8034,,,TCGA-85-8070-01,10.0483,8.7492,9.0897,12.0035,7.9092,10.5457,8.9369,7.8209
GTEX-RUSQ-0626-SM-2TF5V,7.0834,5.9667,8.8414,11.7178,8.6608,8.9925,4.0343,4.5896,,,TCGA-85-8584-01,10.1605,9.0659,9.7361,11.6599,8.6158,9.3206,7.738,9.6716
GTEX-QV44-0926-SM-2S1RH,8.7327,8.0421,9.7969,11.6165,8.1563,9.0888,6.8325,5.6396,,,TCGA-92-7341-01,9.916,9.2694,9.4354,12.2425,6.5755,9.9963,9.9256,7.0945
GTEX-11WQK-1226-SM-5GU5Z,6.7013,6.1993,9.5435,12.3031,9.8496,9.5184,4.9809,3.867,,,TCGA-L3-A4E7-01,8.9103,8.4578,10.4011,11.5754,7.9956,9.5235,8.6896,8.4924
GTEX-WFG8-0926-SM-3GIKJ,7.5513,6.4706,9.0823,11.2688,7.5284,9.0146,4.2969,5.3939,,,TCGA-LA-A7SW-01,9.3863,7.2615,10.439,13.6524,9.6211,9.9229,11.4848,8.5191
GTEX-SIU8-0926-SM-2XCDO,8.0111,7.49,9.2392,10.6972,7.9072,8.268,5.9647,4.5451,,,TCGA-22-A5C4-01,10.8384,9.7383,10.4777,12.0104,8.682,10.2595,8.9725,8.3993
GTEX-PSDG-1126-SM-2S1ON,7.33,6.0659,9.3175,10.9294,8.2726,8.3255,4.0204,4.0204,,,TCGA-34-2596-01,9.9009,8.3601,10.0384,11.3772,8.0416,10.4333,10.3581,7.695
GTEX-NPJ8-0326-SM-26GMG,6.142,6.7628,8.0936,11.3491,8.4793,8.3668,0,0,,,TCGA-34-7107-01,9.9056,9.4837,9.4787,12.0143,6.5371,9.2344,10.7224,8.6026
GTEX-R55D-0926-SM-3GAEU,7.5303,4.5498,8.2571,11.0329,7.3091,8.9622,3.8533,3.3174,,,TCGA-39-5019-01,9.9252,8.4687,9.6778,11.1959,8.4789,10.4707,9.8607,7.5429
GTEX-SUCS-0626-SM-5CHQE,0,0,0,0,0,0,0,0,,,TCGA-39-5021-01,11.1868,9.5787,10.2567,11.6056,8.5737,10.6832,9.8215,7.0313
GTEX-131YS-0926-SM-5IJB9,7.1994,5.0998,8.1168,10.8986,8.5812,8.3611,4.509,3.4911,,,TCGA-43-5670-01,10.5813,9.5298,10.3237,11.0238,7.9419,10.145,8.1971,8.6518
GTEX-X4EO-0926-SM-3P5Z2,6.6624,6.9417,9.7019,11.5341,8.6479,8.7799,4.2988,4.3692,,,TCGA-43-6143-01,10.839,9.8241,15.1732,11.3873,8.7512,10.8756,10.7607,9.787
GTEX-YJ8O-1826-SM-5HL82,6.7603,4.5614,8.4398,11.1974,8.8594,8.4515,4.2759,4.7997,,,TCGA-56-A4BX-01,9.4386,8.3567,10.1257,11.8174,9.1003,10.1247,9.389,8.7999
GTEX-13QBU-0726-SM-5J2OA,6.5909,4.2298,9.4854,11.7876,8.4012,9.7416,4.0118,3.6828,,,TCGA-58-8390-01,10.886,9.4258,10.3324,10.861,7.407,10.0444,9.5044,7.8727
GTEX-131XW-1126-SM-5EGK4,7.5833,6.2822,9.2718,11.2641,9.6839,8.9258,6.0228,3.491,,,TCGA-58-8392-01,9.2771,8.6607,10.2285,11.4067,7.5987,9.6287,10.4862,7.854
GTEX-RNOR-0726-SM-2TF5I,6.3662,5.7785,9.613,11.1084,8.6721,9.5669,4.545,4.4614,,,TCGA-60-2707-01,8.7225,7.4015,9.1346,11.5233,6.9743,8.9868,9.1744,7.9274
GTEX-ZVZQ-1526-SM-5N9G6,7.072,5.5423,9.1927,10.9171,9.393,9.1129,7.8731,4.5056,,,TCGA-66-2742-01,9.8234,7.2767,9.6659,11.562,8.3661,9.5469,8.8482,7.7198
GTEX-TMMY-0926-SM-4TT1Z,8.4493,4.7533,9.0423,11.6974,7.9006,9.5006,4.4716,4.1767,,,TCGA-66-2800-01,9.8991,8.5683,9.3929,11.643,8.0325,9.9218,8.9938,6.6869
GTEX-Y5V5-0826-SM-4VBQD,7.7203,5.864,8.9947,11.5153,8.827,8.9897,4.1974,4.4473,,,TCGA-77-8144-01,10.415,8.6785,9.8715,12.6423,7.905,8.862,9.8873,7.4165
GTEX-TMMY-0926-SM-33HBG,7.9438,4.0953,8.8858,11.3702,8.0314,9.5206,4.7578,4.0953,,,TCGA-77-A5G8-01,10.3756,8.559,9.2467,11.7495,8.2376,9.6977,8.9485,6.7006
GTEX-13JUV-0526-SM-5K7XE,6.4288,5.6543,9.0776,11.5005,8.4417,9.329,3.9827,3.4426,,,TCGA-77-A5GF-01,9.27,8.5041,9.6845,12.0458,8.4382,9.9878,9.6488,7.6897
GTEX-XOT4-1426-SM-4B65T,7.9978,6.8,9.5078,11.212,9.3346,8.9642,7.3538,3.8879,,,TCGA-85-8277-01,10.8465,9.1583,8.7878,12.3812,6.9464,9.7324,11.0141,8.6119
GTEX-WYBS-1126-SM-3NMAM,9.005,8.4568,9.4753,11.5017,8.8276,8.4073,6.8688,6.345,,,TCGA-85-8288-01,9.2254,10.1538,10.6075,11.6814,8.4441,10.1304,9.651,8.4166
GTEX-12WSD-0826-SM-5GCNE,8.5594,7.2267,9.0815,11.697,8.2111,9.1042,6.3419,6.3671,,,TCGA-85-8481-01,9.6449,8.1079,9.4804,11.8148,8.0182,8.9595,8.2714,7.4224
GTEX-WRHU-0226-SM-3MJFV,9.5866,6.4333,9.4986,11.0223,9.3596,8.6951,4.8036,4.1467,,,TCGA-90-7964-01,9.0034,8.2678,10.4679,11.5521,7.2585,9.8909,6.9794,8.1783
GTEX-OXRP-0526-SM-2I3EW,6.8798,6.1197,8.6873,11.933,8.7501,8.9053,4.0206,4.4967,,,TCGA-94-8490-01,9.8161,8.4856,10.9128,12.5295,7.7765,10.1442,9.3679,7.0686
GTEX-X4EP-0526-SM-3P5YW,8.3384,8.584,8.8495,12.1622,8.3554,9.1841,5.348,5.348,,,TCGA-98-8023-01,9.5625,8.3341,10.0957,11.5042,9.2425,10.174,9.1224,6.9655
GTEX-11ZTS-1226-SM-5EQMQ,7.61,6.9669,9.8392,11.0728,8.5278,8.6446,4.9497,3.6961,,,TCGA-98-A53A-01,10.0769,9.0682,11.4816,10.9641,9.3683,10.6264,9.8884,7.9929
GTEX-148VI-0226-SM-5RQKA,7.3809,5.9426,8.8562,11.3546,8.209,9.1142,5.8375,5.3182,,,TCGA-J1-A4AH-01,10.2859,8.0825,9.818,11.8877,8.521,9.5836,9.7574,7.8786
GTEX-ZE7O-0826-SM-57WCP,7.2919,4.2023,7.2282,10.9539,9.2553,8.5465,5.5377,5.8833,,,TCGA-NC-A5HQ-01,9.9319,8.9415,10.154,11.3479,8.875,10.0859,9.1602,7.8291
GTEX-13FTY-0126-SM-5J2NZ,7.2787,6.9753,9.453,11.2477,9.5971,8.8443,7.675,5.2275,,,TCGA-NK-A5CT-01,9.5613,8.6192,10.5447,12.3426,8.0854,9.5192,8.5546,8.3734
GTEX-146FH-1226-SM-5NQB6,7.5033,8.1824,8.976,11.8798,8.4671,9.2564,4.026,4.4187,,,TCGA-21-1081-01,10.8829,10.757,12.0361,12.2762,8.9269,10.2453,10.4637,9.0596
GTEX-13U4I-1426-SM-5J2M3,8.4808,8.1931,9.2035,11.5417,8.3544,8.8839,6.6582,6.0804,,,TCGA-22-1002-01,9.0455,8.3929,10.4176,13.0622,8.5651,10.374,8.5527,7.7527
GTEX-PLZ4-0726-SM-2TC6Q,7.9123,7.309,9.4559,11.4397,8.4116,8.3204,4.9454,5.2975,,,TCGA-37-3792-01,9.8145,7.1711,9.8165,11.9713,8.9663,10.1586,9.553,7.4761
GTEX-ZF2S-0626-SM-4WKH2,7.7443,7.4486,9.0468,11.3263,8.3562,8.631,4.7608,6.038,,,TCGA-56-5898-01,9.1544,8.1826,10.1988,11.4609,6.6264,9.3929,8.4838,6.8772
GTEX-OXRO-0326-SM-33HBM,6.346,5.1151,9.1845,11.6014,9.3503,9.4494,5.0218,3.4292,,,TCGA-60-2709-01,9.3789,8.4815,9.8791,11.5756,7.3427,9.8651,8.6899,7.4679
GTEX-OHPL-0526-SM-3NM8U,7.9328,6.077,9.6895,11.6525,7.9666,9.3998,4.7026,4.6586,,,TCGA-63-A5MV-01,9.1558,7.395,10.1757,11.9863,8.7401,9.9696,9.1279,7.0648
GTEX-PX3G-0526-SM-2I3EM,10.6795,9.3714,8.8915,11.7472,7.6486,9.085,7.6449,8.2402,,,TCGA-66-2753-01,9.5689,8.4091,10.4296,11.112,8.9269,10.0084,9.4753,7.0631
GTEX-UJHI-0726-SM-3DB92,7.9197,6.8323,8.7608,11.5323,7.7931,8.9488,4.5756,4.2302,,,TCGA-66-2773-01,9.5983,8.3688,10.5259,11.499,8.8008,9.983,8.9376,7.8722
GTEX-YFC4-1126-SM-5RQJN,6.2211,6.2211,8.7313,10.7096,7.8173,8.6125,7.4279,1.3785,,,TCGA-77-6845-01,9.8482,9.5428,9.2394,12.2591,7.8944,10.8453,8.5245,8.5497
GTEX-Q734-0626-SM-2I3EF,8.6913,9.1784,9.2268,11.6096,8.8629,8.8062,7.0382,7.5246,,,TCGA-77-8130-01,8.5144,7.792,9.6398,11.0845,8.4104,8.3968,7.717,6.5539
GTEX-12WSG-0326-SM-5FQU3,7.7208,7.535,9.4488,12.0007,8.0018,9.0431,5.6655,4.435,,,TCGA-90-A4ED-01,10.746,8.0915,10.1888,10.6258,10.2617,9.0321,7.7261,7.8445
GTEX-OXRK-0926-SM-2HMKP,7.9702,5.7436,8.7473,11.153,8.3438,8.9874,3.7152,3.7152,,,TCGA-98-A53B-01,9.8271,8.9857,10.9622,12.0787,8.8127,9.4813,8.6525,7.0135
GTEX-ZYVF-1726-SM-5E443,7.2303,6.4029,8.3049,11.4885,9.5668,8.6814,5.5297,6.2824,,,TCGA-NC-A5HP-01,9.4973,7.5898,9.7018,11.8029,8.6003,10.1236,8.4454,7.7486
GTEX-XMD2-1026-SM-4WWE8,7.555,7.1644,9.0668,10.8733,8.956,8.2904,4.7495,5.0914,,,TCGA-NC-A5HT-01,8.624,8.7045,10.7918,10.9824,10.0888,9.8471,8.2034,7.2952
GTEX-T6MO-0426-SM-32QOI,7.621,5.3698,9.6657,11.3099,8.5577,8.9348,4.2849,5.4273,,,TCGA-33-4532-01,10.5874,9.4268,10.0563,12.4515,8.9756,11.4835,9.5247,7.2732
GTEX-UPIC-0826-SM-3GADQ,7.9829,7.3102,8.6315,11.5525,8.2819,9.1567,5.4063,6.1596,,,TCGA-33-4547-01,9.0849,8.8201,9.6457,11.8112,8.6479,10.7559,8.8788,7.1416
GTEX-11I78-0126-SM-5HL6F,8.7464,5.3515,9.6329,11.976,8.4141,9.4498,5.1208,4.6518,,,TCGA-37-4135-01,11.0331,8.2871,8.9016,11.9025,11.6082,11.0823,8.6951,9.1137
GTEX-RWS6-0226-SM-2XCA9,7.348,5.5426,8.9604,11.1843,7.7332,9.088,5.1838,4.5024,,,TCGA-52-7812-01,10.4912,8.786,10.5533,11.8591,9.7412,9.7861,8.9022,10.1278
GTEX-1399U-0826-SM-5KM1P,7.0923,4.851,9.0403,11.7141,7.6784,9.1687,5.4029,4.8983,,,TCGA-56-8622-01,8.0104,8.6864,8.8979,11.2411,8.1423,9.6233,7.7018,6.0645
GTEX-N7MT-0126-SM-2D7VT,7.1838,7.6229,9.0647,10.6264,8.2039,8.1932,5.8338,5.7204,,,TCGA-63-A5MG-01,8.7266,9.3072,10.103,10.6729,9.2005,9.0275,7.6606,8.0602
GTEX-TMMY-0926-SM-4WKH4,8.2395,4.1758,8.6387,11.3489,7.4808,9.3839,4.4417,2.5553,,,TCGA-63-A5MH-01,9.6418,9.1223,11.5839,10.775,9.9616,10.2685,10.2513,7.0625
GTEX-NL3G-0526-SM-4RTWW,6.586,6.4521,9.5484,11.7286,8.9558,9.3866,5.7027,4.8767,,,TCGA-63-A5ML-01,10.8293,8.9546,9.931,11.5977,7.8052,10.4428,9.738,7.6899
GTEX-ZVT3-0926-SM-5GICK,7.932,7.6095,9.4527,11.3039,9.0187,8.6497,4.3235,2.9623,,,TCGA-66-2756-01,11.2059,8.5606,10.1286,12.7526,11.288,10.4296,8.0797,8.3489
GTEX-WWYW-0926-SM-3NB2Z,8.6861,8.3224,9.6829,11.3605,9.3329,8.4141,7.9242,6.6756,,,TCGA-66-2793-01,10.3716,7.9194,10.4749,11.4941,9.078,10.3869,9.9032,9.583
GTEX-1313W-0926-SM-5EQ56,7.4138,7.2317,9.6941,11.3163,8.9746,9.0339,4.8577,4.0489,,,TCGA-66-2795-01,9.1495,7.7839,9.4146,11.5755,8.2027,10.4199,8.2099,8.3835
GTEX-13PL7-1726-SM-5J2NX,7.3235,4.5914,9.2815,11.8247,7.5659,9.3001,4.2458,4.1447,,,TCGA-77-8007-01,10.2287,7.4517,10.3415,11.5976,10.9948,9.2608,8.851,8.263
GTEX-WYVS-0526-SM-3NM9W,10.0095,8.7819,9.8663,11.8557,8.8527,9.1752,7.2858,7.4435,,,TCGA-77-8008-01,8.2456,7.5059,9.8835,11.6199,7.8174,9.5576,8.0329,7.072
GTEX-TMMY-0926-SM-4VBQZ,8.1359,3.9511,8.8578,11.4537,7.9419,9.3647,3.7717,4.1842,,,TCGA-77-8009-01,11.2974,10.229,10.2151,12.5896,7.2664,10.4393,10.8559,9.1519
GTEX-11P81-0226-SM-5HL5M,9.9654,8.6133,9.2681,11.3785,8.2713,8.8168,7.4937,7.9769,,,TCGA-77-8148-01,10.4004,9.8653,9.9185,12.2874,7.846,9.8142,9.9158,8.1648
