samples,E2F1-h,E2F2-h,E2F3-h,E2F4-h,E2F5-h,E2F6-h,E2F7-h,E2F8-h,,,samples,E2F1-s,E2F2-s,E2F3-s,E2F4-s,E2F5-s,E2F6-s,E2F7-s,E2F8-s
,,,,,,,,,,,TCGA-T1-A6J8-01,7.9494,3.8542,9.2151,9.9961,6.4405,8.9294,3.1198,4.2683
,,,,,,,,,,,TCGA-YA-A8S7-01,10.1885,8.4295,10.4449,11.7734,7.827,9.026,6.7507,7.7268
,,,,,,,,,,,TCGA-CC-5262-01,9.8752,7.1264,9.1421,10.6883,8.1762,9.1421,5.9146,7.3446
,,,,,,,,,,,TCGA-DD-A11A-01,9.2348,6.2952,9.9846,9.8108,8.5837,9.4382,6.4992,7.8939
,,,,,,,,,,,TCGA-DD-A39Y-01,9.3436,7.7512,9.2637,10.8807,9.4137,9.1213,4.5269,7.0751
,,,,,,,,,,,TCGA-DD-A3A7-01,10.415,6.938,8.6887,9.9687,4.5933,9.159,4.5128,5.1417
,,,,,,,,,,,TCGA-DD-A4NI-01,7.1311,4.9332,8.4547,10.0884,7.3274,8.8631,4.8402,4.8402
,,,,,,,,,,,TCGA-G3-AAV5-01,9.1117,6.3817,9.2534,11.0264,7.4703,8.7554,4.525,5.5446
,,,,,,,,,,,TCGA-UB-A7MD-01,8.6349,6.1812,8.7911,10.9567,7.3841,8.5026,5.9749,6.4118
,,,,,,,,,,,TCGA-2Y-A9HB-01,7.5417,5.9271,8.0153,10.3467,6.5651,9.0044,3.9522,6.2534
,,,,,,,,,,,TCGA-4R-AA8I-01,9.2757,6.7914,8.0832,10.7092,7.6848,9.3786,6.7756,8.146
,,,,,,,,,,,TCGA-DD-A73E-01,8.1122,4.8837,8.2291,10.2171,7.0362,9.2491,5.1527,5.6761
,,,,,,,,,,,TCGA-DD-AACX-01,9.1917,7.3692,9.2206,10.7326,6.6861,9.3706,6.3217,7.7377
,,,,,,,,,,,TCGA-DD-AAD2-01,8.6444,6.6702,8.8423,10.4163,7.7853,8.421,4.9915,7.0207
,,,,,,,,,,,TCGA-DD-AAD6-01,10.148,6.9441,9.9999,10.6781,9.2129,9.8105,6.5913,7.0927
,,,,,,,,,,,TCGA-K7-A5RG-01,9.8972,8.373,9.9115,11.0498,8.4198,8.9004,7.5493,8.2881
,,,,,,,,,,,TCGA-K7-A6G5-01,8.7601,5.9655,8.1146,10.2653,7.6038,8.187,3.8017,4.8603
,,,,,,,,,,,TCGA-RC-A7SF-01,9.9808,7.3059,8.3085,9.5766,8.6283,8.5272,5.9976,6.2569
,,,,,,,,,,,TCGA-3K-AAZ8-01,7.3248,4.3787,8.0727,10.3311,7.9776,8.6091,3.3221,3.4464
,,,,,,,,,,,TCGA-DD-A3A1-01,8.9234,5.2547,8.3855,11.0212,8.6328,9.1806,4.1531,5.3847
,,,,,,,,,,,TCGA-DD-A4NO-01,8.4043,4.8463,8.9329,10.0407,8.4852,8.7864,3.5977,4.9792
,,,,,,,,,,,TCGA-DD-AACA-01,10.4768,6.1984,9.5039,10.8526,7.731,8.482,6.6257,9.1457
,,,,,,,,,,,TCGA-DD-AAEA-01,11.3467,7.5898,8.8929,10.8482,6.9216,9.3693,6.7703,7.0642
,,,,,,,,,,,TCGA-G3-A6UC-01,5.9364,2.346,7.9186,10.3395,6.273,8.1998,4.3505,3.9349
,,,,,,,,,,,TCGA-G3-A7M7-01,6.8791,4.28,8.6089,9.8759,8.9405,8.5198,3.0654,3.5917
,,,,,,,,,,,TCGA-KR-A7K0-01,6.9986,5.0196,8.9773,10.6377,6.9161,8.9862,5.4109,4.9161
,,,,,,,,,,,TCGA-2Y-A9GW-01,8.1347,6.7282,9.0677,10.541,9.2122,8.5529,5.5027,6.2856
,,,,,,,,,,,TCGA-BC-A69H-01,11.0037,7.6579,7.6997,10.857,9.0255,8.8491,5.4531,7.0291
,,,,,,,,,,,TCGA-DD-AACP-01,11.2561,8.1734,9.7497,10.9711,9.8775,9.7691,6.9924,8.5738
,,,,,,,,,,,TCGA-G3-A25S-01,10.8512,7.3468,9.0631,10.3457,7.7587,9.6084,5.4419,7.0711
,,,,,,,,,,,TCGA-K7-A5RF-01,6.9167,5.0159,8.6345,10.1743,7.2294,8.6386,3.7353,4.3246
,,,,,,,,,,,TCGA-KR-A7K2-01,8.6392,5.9972,8.7609,10.5728,7.6046,8.3534,5.3391,6.3982
,,,,,,,,,,,TCGA-MI-A75C-01,8.4002,6.8695,8.9459,11.0018,8.3152,8.5592,4.8248,5.1253
,,,,,,,,,,,TCGA-ZS-A9CF-01,10.7894,8.0832,7.3618,10.5944,7.859,9.2067,8.6379,8.9836
,,,,,,,,,,,TCGA-BW-A5NQ-01,9.8744,8.2218,10.3321,10.8942,8.3092,10.3544,7.4805,9.3612
,,,,,,,,,,,TCGA-CC-A5UC-01,10.2709,6.8875,9.7729,10.3452,9.0241,9.6284,5.4383,7.3178
,,,,,,,,,,,TCGA-DD-AADS-01,9.0581,5.6107,7.2649,9.9181,5.7185,8.3525,3.0641,3.5904
,,,,,,,,,,,TCGA-MI-A75G-01,8.1511,4.4537,8.8459,10.0184,6.3743,9.2321,3.6331,5.1383
,,,,,,,,,,,TCGA-BD-A3ER-01,7.4327,5.162,9.4051,10.8472,8.0706,8.9148,4.0633,5.0686
,,,,,,,,,,,TCGA-DD-AACE-01,8.579,5.1387,9.8421,10.6873,5.4536,7.843,4.8019,6.5343
,,,,,,,,,,,TCGA-EP-A12J-01,7.864,5.23,8.4656,10.1195,7.8275,8.1549,6.3136,5.8021
,,,,,,,,,,,TCGA-EP-A2KC-01,8.8453,6.2387,9.4538,10.8823,8.8083,8.8168,5.572,7.0745
,,,,,,,,,,,TCGA-WQ-AB4B-01,8.8623,6.0005,8.5217,10.0975,7.3243,8.4551,4.4957,3.9934
,,,,,,,,,,,TCGA-5C-AAPD-01,10.4273,8.4317,9.0633,11.1937,7.903,8.8034,7.1286,6.9285
,,,,,,,,,,,TCGA-CC-A3MA-01,10.5875,7.897,10.2397,10.7114,10.5431,9.0122,6.9788,7.4631
,,,,,,,,,,,TCGA-CC-A7IL-01,10.1342,6.4511,8.7787,10.0095,6.6393,8.2462,4.5758,7.3736
,,,,,,,,,,,TCGA-DD-A4NV-01,8.6211,5.4097,9.1733,10.2403,6.8468,8.4534,4.6863,5.5392
,,,,,,,,,,,TCGA-DD-AACC-01,9.5306,6.8944,8.6163,10.7954,7.1162,9.0291,5.3651,7.1057
,,,,,,,,,,,TCGA-DD-AACY-01,6.7767,3.5953,8.2463,10.7717,7.7301,8.545,2.9358,4.1399
,,,,,,,,,,,TCGA-ED-A7PZ-01,8.9401,6.9745,8.2827,11.041,6.9424,9.2735,4.8331,7.9912
,,,,,,,,,,,TCGA-G3-A3CK-01,7.7201,5.1105,9.0861,10.4305,7.3989,8.9024,4.6995,6.9598
,,,,,,,,,,,TCGA-K7-AAU7-01,8.3621,7.3195,9.8547,10.7646,9.5288,9.5409,7.3849,7.1685
,,,,,,,,,,,TCGA-MI-A75E-01,7.8803,5.5374,8.4804,10.7539,6.492,9.028,4.6,5.4702
,,,,,,,,,,,TCGA-MI-A75I-01,10.2138,7.7363,10.5167,10.0688,9.0391,9.1274,5.7631,7.8883
,,,,,,,,,,,TCGA-WX-AA46-01,6.1196,3.2761,8.1141,9.9907,5.7724,9.2756,1.9619,2.7637
,,,,,,,,,,,TCGA-DD-A4NQ-01,9.0745,7.3486,10.0369,10.7413,9.0434,9.4716,7.0318,7.2249
,,,,,,,,,,,TCGA-DD-AADU-01,7.2767,2.7009,7.6668,10.4326,8.2243,8.5084,1.9073,1.2482
,,,,,,,,,,,TCGA-DD-AAEB-01,7.2039,2.7613,6.6882,9.624,6.996,8.4816,3.6508,2.7613
,,,,,,,,,,,TCGA-UB-AA0U-01,10.6645,7.599,10.5395,9.8472,7.3513,9.0459,8.3252,9.2671
,,,,,,,,,,,TCGA-CC-A7IF-01,11.6055,7.7568,9.5559,9.3586,7.5938,8.7127,7.2185,8.2253
,,,,,,,,,,,TCGA-CC-A7IK-01,8.8817,7.7269,7.9576,11.1402,7.0457,9.9589,7.4593,7.8248
,,,,,,,,,,,TCGA-DD-AACU-01,8.3703,5.904,8.4025,9.9591,5.7378,9.4003,5.4591,6.0536
,,,,,,,,,,,TCGA-DD-AADN-01,10.7413,8.5924,7.9081,11.388,8.8985,9.7707,4.0829,5.312
,,,,,,,,,,,TCGA-DD-AADQ-01,7.2048,4.9785,9.4898,10.4802,8.4059,8.7591,3.9683,5.4905
,,,,,,,,,,,TCGA-G3-A5SJ-01,9.0869,7.9015,9.1498,10.663,10.4336,9.2197,6.2415,6.6709
,,,,,,,,,,,TCGA-GJ-A3OU-01,8.6766,6.479,9.3628,10.8717,8.9311,8.6547,4.9895,6.1445
,,,,,,,,,,,TCGA-RC-A7SK-01,9.2939,6.0075,9.2445,9.8488,6.3315,8.3198,4.5374,6.127
,,,,,,,,,,,TCGA-UB-A7MC-01,10.3995,7.7748,9.2839,10.6357,6.6389,9.1125,8.6188,8.3076
,,,,,,,,,,,TCGA-ZP-A9CV-01,7.9248,6.0844,8.4909,10.2273,5.8876,8.8441,4.9603,5.5589
,,,,,,,,,,,TCGA-2Y-A9GS-01,10.4312,8.4145,8.9781,10.8177,8.4312,9.4451,7.3291,8.7265
,,,,,,,,,,,TCGA-2Y-A9H1-01,6.5369,4.3265,6.9945,10.1653,7.6442,8.156,2.9878,2.6321
,,,,,,,,,,,TCGA-5C-A9VG-01,9.2727,7.2132,10.3417,11.6909,9.4937,9.8713,5.8556,7.5001
,,,,,,,,,,,TCGA-CC-A7IH-01,8.7898,6.2593,7.352,10.2405,7.4686,8.4504,5.7389,6.1058
,,,,,,,,,,,TCGA-DD-AADL-01,10.2855,8.0799,10.0292,10.2756,8.7867,8.5398,7.3185,8.5337
,,,,,,,,,,,TCGA-DD-AADM-01,9.8102,6.296,8.4898,10.4301,8.0394,8.3303,4.8091,6.3174
,,,,,,,,,,,TCGA-DD-AADR-01,10.2878,6.5894,9.2578,9.7026,9.0863,9.0817,5.8624,7.4414
,,,,,,,,,,,TCGA-ED-A4XI-01,6.8057,5.4451,8.3517,10.1313,6.0705,8.4046,4.4455,4.6298
,,,,,,,,,,,TCGA-G3-A25Z-01,8.5533,6.0317,8.5369,10.2615,8.2726,8.7872,3.9458,6.408
,,,,,,,,,,,TCGA-G3-A5SK-01,6.7074,3.3997,9.2771,9.633,7.6173,8.3373,2.0651,3.6025
,,,,,,,,,,,TCGA-G3-A5SM-01,9.721,6.5661,9.1256,10.6413,7.7395,8.1928,6.2132,7.533
,,,,,,,,,,,TCGA-G3-AAV0-01,8.7937,5.0863,7.4406,10.2105,6.6352,8.4624,3.5839,4.1915
,,,,,,,,,,,TCGA-MR-A520-01,6.8963,4.2965,7.9422,9.8137,6.8721,8.3075,3.7478,3.6076
,,,,,,,,,,,TCGA-XR-A8TG-01,11.3118,7.4827,8.9997,10.5237,6.6464,9.5013,7.8273,8.6276
,,,,,,,,,,,TCGA-5R-AA1C-01,7.5167,4.6211,8.5779,9.9102,7.2516,9.0612,5.4316,5.5915
,,,,,,,,,,,TCGA-CC-A7IE-01,9.5791,6.4288,10.225,10.6352,9.6842,9.558,5.821,7.7937
,,,,,,,,,,,TCGA-CC-A9FV-01,8.1635,4.9451,9.63,11.0591,6.3203,9.2453,4.2854,4.1247
,,,,,,,,,,,TCGA-KR-A7K8-01,11.0707,7.2193,9.0401,10.0755,7.6539,8.4206,4.8762,6.547
,,,,,,,,,,,TCGA-CC-A7IJ-01,10.1364,8.2602,10.1251,11.6482,8.716,10.2185,9.4367,8.6351
,,,,,,,,,,,TCGA-DD-AAVS-01,9.2956,5.6997,9.8941,10.2075,8.2723,8.8139,5.4256,8.3268
,,,,,,,,,,,TCGA-DD-AAVV-01,10.1908,6.7578,9.8124,10.9426,6.9622,8.703,5.4061,5.7284
,,,,,,,,,,,TCGA-DD-AAVY-01,6.172,4.0115,8.7196,10.0374,7.4472,8.1712,3.8694,3.8694
,,,,,,,,,,,TCGA-UB-A7MF-01,10.2141,7.1156,9.6975,11.1309,8.3357,9.7563,6.9842,7.666
,,,,,,,,,,,TCGA-CC-A9FS-01,10.3829,6.5637,10.0208,9.9558,9.6495,8.2362,5.3405,7.0785
,,,,,,,,,,,TCGA-DD-AADO-01,9.4788,6.398,8.5331,10.2317,7.7753,9.9184,3.8962,3.7549
,,,,,,,,,,,TCGA-DD-AAEE-01,9.993,6.2676,9.1319,10.197,7.9426,9.4842,6.2164,7.3241
,,,,,,,,,,,TCGA-DD-AAW1-01,7.7581,4.8779,8.0091,10.3634,7.4548,8.2059,5.397,4.971
,,,,,,,,,,,TCGA-ZS-A9CG-01,7.5107,4.7666,8.1216,10.1148,8.3041,8.0098,4.4435,3.7024
,,,,,,,,,,,TCGA-CC-A3MC-01,10.9168,8.4895,10.4808,9.595,6.5434,8.3797,5.9793,7.27
,,,,,,,,,,,TCGA-CC-A7II-01,11.7172,9.5187,10.4176,12.439,11.1563,9.4855,7.0311,8.9357
,,,,,,,,,,,TCGA-DD-AAD5-01,9.7777,7.8349,10.0004,11.3325,9.5241,10.1952,5.9684,7.2919
,,,,,,,,,,,TCGA-DD-AAW0-01,8.0572,5.263,9.5994,9.5419,7.7082,8.4375,4.5941,6.6156
,,,,,,,,,,,TCGA-ED-A97K-01,8.3065,6.0913,9.9065,11.2505,8.6156,9.898,6.8018,6.285
,,,,,,,,,,,TCGA-ES-A2HT-01,7.4407,5.1219,7.9787,10.4781,6.973,8.1963,2.5439,1.1427
,,,,,,,,,,,TCGA-O8-A75V-01,8.5241,6.0348,9.2366,9.9239,8.0887,8.2887,4.1195,5.9474
,,,,,,,,,,,TCGA-DD-AACV-01,11.5918,7.6675,8.7346,9.2628,7.2295,8.5992,8.7173,10.1642
,,,,,,,,,,,TCGA-DD-AADC-01,10.3861,6.693,8.8378,10.9305,9.2247,9.7692,6.6188,8.4454
,,,,,,,,,,,TCGA-G3-A3CH-01,12.4133,7.1296,9.8251,9.6537,7.9365,8.6444,5.8711,7.9564
,,,,,,,,,,,TCGA-RC-A7SB-01,10.7699,7.2307,9.6429,9.9214,8.3484,8.9764,6.2798,6.743
,,,,,,,,,,,TCGA-DD-AACG-01,10.3653,7.2074,8.2684,10.2304,5.825,9.5658,3.5489,7.0828
,,,,,,,,,,,TCGA-DD-AAE1-01,8.398,4.3528,8.4605,10.7557,8.2996,9.1403,5.6955,6.1549
,,,,,,,,,,,TCGA-FV-A4ZQ-01,10.1289,7.6624,9.8538,10.8783,8.9034,9.172,6.3624,8.6843
,,,,,,,,,,,TCGA-G3-A3CJ-01,7.2298,3.7367,8.3292,10.1101,6.6169,8.4311,3.3173,3.1452
,,,,,,,,,,,TCGA-2Y-A9GT-01,9.5787,6.6146,8.2362,10.6159,7.2915,8.4085,5.9652,6.7118
,,,,,,,,,,,TCGA-DD-AAC9-01,7.2266,5.6013,8.1843,10.4946,6.8549,8.6375,2.4857,4.3881
,,,,,,,,,,,TCGA-DD-AADB-01,9.5034,6.9802,10.2956,10.9646,9.9129,9.7611,5.5523,8.4024
,,,,,,,,,,,TCGA-DD-AADD-01,10.4796,7.9834,9.0155,10.9832,8.1943,9.7159,7.4121,8.4903
,,,,,,,,,,,TCGA-DD-AAE2-01,9.0114,6.4061,7.4294,10.6872,6.4169,8.7204,5.8454,7.8205
,,,,,,,,,,,TCGA-DD-AAED-01,7.9914,5.51,6.278,8.9687,8.4626,9.3068,6.9653,4.1467
,,,,,,,,,,,TCGA-DD-AAEK-01,8.5126,6.793,8.9063,10.0677,6.9494,8.0739,5.54,7.5771
,,,,,,,,,,,TCGA-G3-AAV1-01,9.383,5.1416,9.1858,10.4083,8.0808,9.1189,5.1052,6.1392
,,,,,,,,,,,TCGA-UB-A7ME-01,9.6743,7.2228,7.5768,10.6389,6.6114,8.7505,5.4765,7.8485
,,,,,,,,,,,TCGA-ZP-A9D2-01,9.2498,6.7397,10.4948,11.1396,8.9731,9.8634,6.4655,7.4468
,,,,,,,,,,,TCGA-BC-A10W-01,9.9179,7.1722,10.1627,9.4187,8.4382,9.097,6.8455,8.202
,,,,,,,,,,,TCGA-BW-A5NO-01,9.2452,7.1857,8.6573,10.4639,7.3613,9.363,6.8404,6.6802
,,,,,,,,,,,TCGA-CC-A1HT-01,10.5793,8.5071,10.5429,11.6447,10.1021,10.3532,7.1388,8.3432
,,,,,,,,,,,TCGA-DD-AACQ-01,13.8114,6.5245,8.9177,10.2629,6.7654,9.061,6.2852,7.5361
,,,,,,,,,,,TCGA-DD-AADV-01,10.4241,7.8452,9.3669,10.3251,7.8335,9.1213,7.2171,9.0584
,,,,,,,,,,,TCGA-DD-AAE3-01,6.4728,1.4097,6.9878,10.0983,7.3311,8.5652,2.5779,0
,,,,,,,,,,,TCGA-G3-AAV2-01,6.6494,2.8503,6.9444,10.8239,6.9463,7.9864,3.2144,2.6267
,,,,,,,,,,,TCGA-2Y-A9H0-01,11.0695,8.378,11.2517,10.8143,7.1865,9.618,9.5474,9.1438
,,,,,,,,,,,TCGA-CC-5258-01,9.4027,7.0146,10.2776,9.9502,10.3352,10.2398,5.4264,8.1669
,,,,,,,,,,,TCGA-CC-A5UE-01,9.9396,8.5155,9.226,10.1104,8.2932,9.426,5.9901,8.2938
,,,,,,,,,,,TCGA-DD-AADW-01,10.4702,7.2379,11.1198,10.4242,8.1846,9.7342,8.5171,9.582
,,,,,,,,,,,TCGA-DD-AAVP-01,8.2891,4.6572,6.7499,10.9323,6.8366,8.6145,3.9579,4.9107
,,,,,,,,,,,TCGA-G3-AAUZ-01,11.9849,7.9834,7.4361,9.427,7.6236,8.5795,6.1266,7.3535
,,,,,,,,,,,TCGA-LG-A9QC-01,8.2917,4.4611,8.4405,10.5066,6.0028,9.302,4.809,6.1716
,,,,,,,,,,,TCGA-QA-A7B7-01,11.8595,9.2445,9.8093,10.9053,6.7296,9.8903,8.7855,9.8305
,,,,,,,,,,,TCGA-CC-A7IG-01,11.8358,8.5014,9.8878,10.2158,7.6615,9.8743,6.6476,7.3899
,,,,,,,,,,,TCGA-ED-A459-01,10.1885,6.6182,10.206,7.3119,8.5772,8.4974,7.0843,7.7125
,,,,,,,,,,,TCGA-DD-A1EI-01,10.0274,6.8833,9.6094,9.9808,10.1872,9.1969,4.8786,7.2339
,,,,,,,,,,,TCGA-DD-A4NL-01,5.2172,3.5308,8.5038,10.1178,6.618,8.4918,4.1368,3.7078
,,,,,,,,,,,TCGA-DD-AAVU-01,9.8048,5.4952,8.0776,9.8211,7.8401,8.6033,3.4826,5.6331
,,,,,,,,,,,TCGA-2Y-A9H3-01,8.1608,6.3149,7.9207,10.4583,6.0526,10.0957,2.697,4.5197
,,,,,,,,,,,TCGA-CC-A3M9-01,11.2037,8.3145,9.3138,11.9808,7.27,9.8673,9.2964,7.9187
,,,,,,,,,,,TCGA-CC-A5UD-01,10.9138,8.3723,9.1437,11.2408,7.2831,9.4833,6.9553,7.9495
,,,,,,,,,,,TCGA-DD-A3A3-01,9.0974,6.4878,7.1502,10.0515,8.7479,7.9829,1.3701,5.9728
,,,,,,,,,,,TCGA-DD-AADP-01,9.2345,5.0823,8.9017,9.5422,7.1929,8.6004,5.7557,6.3317
,,,,,,,,,,,TCGA-CC-5261-01,10.4011,7.1153,10.0188,10.206,6.9269,8.9722,7.401,8.7555
,,,,,,,,,,,TCGA-DD-AAVR-01,7.5738,5.7809,8.7229,10.578,6.124,8.4067,3.3489,5.194
,,,,,,,,,,,TCGA-G3-A5SI-01,12.4827,7.1322,9.7431,8.9687,6.997,8.7307,7.8651,9.3544
,,,,,,,,,,,TCGA-DD-AACW-01,9.465,5.3805,8.8019,10.6033,6.9495,9.0902,6.2936,7.3198
,,,,,,,,,,,TCGA-DD-AAD3-01,7.6967,5.057,9.3196,9.8482,7.2029,7.7349,4.4295,5.9915
,,,,,,,,,,,TCGA-DD-A114-01,10.0144,8.8332,9.7779,10.3706,8.1134,9.0382,9.0818,9.2821
,,,,,,,,,,,TCGA-RC-A7SH-01,11.2017,7.9134,10.0063,10.5722,6.9399,8.9426,4.3054,6.96
,,,,,,,,,,,TCGA-DD-A119-01,8.2148,4.9651,9.1181,9.9473,7.8824,7.9966,3.0528,4.6427
,,,,,,,,,,,TCGA-DD-AACO-01,10.6542,6.2813,8.6899,9.4958,5.7658,8.6092,4.1582,5.7894
,,,,,,,,,,,TCGA-DD-AACS-01,12.2984,8.1983,9.8228,9.6095,5.5351,9.4283,8.3384,9.2294
,,,,,,,,,,,TCGA-DD-AAVQ-01,10.4353,7.6586,8.9585,10.8888,7.3847,9.0357,4.5806,7.8854
,,,,,,,,,,,TCGA-DD-AAVX-01,7.6307,4.3728,8.5967,10.356,8.5096,8.343,3.4408,3.2041
,,,,,,,,,,,TCGA-DD-AAVZ-01,8.6065,4.9873,8.7518,10.0019,7.206,8.926,5.8891,7.9532
,,,,,,,,,,,TCGA-G3-AAV7-01,11.5484,9.3493,10.3515,11.0954,8.4115,8.7539,8.6072,8.9405
,,,,,,,,,,,TCGA-DD-A3A4-01,6.3919,3.3533,8.5033,10.166,7.8604,8.5921,1.7247,2.9846
,,,,,,,,,,,TCGA-CC-A3MB-01,11.7128,7.8201,9.9272,10.5015,8.8477,8.5341,7.7277,9.0254
,,,,,,,,,,,TCGA-CC-5263-01,11.8474,9.6352,10.2611,10.2572,7.5397,10.0037,10.3618,9.6894
,,,,,,,,,,,TCGA-DD-AAVW-01,8.1485,5.9573,9.4595,9.8996,8.3793,8.1373,4.8224,6.9835
,,,,,,,,,,,TCGA-ED-A66X-01,8.9244,6.5463,9.5388,10.6369,8.3471,8.6539,5.3444,7.9181
,,,,,,,,,,,TCGA-MR-A8JO-01,7.8836,6.1802,9.4012,10.9839,9.3327,8.7994,5.3996,5.8267
,,,,,,,,,,,TCGA-DD-A4NP-01,6.9069,2.9023,7.478,10.0474,6.7669,8.8954,2.5502,5.1293
,,,,,,,,,,,TCGA-DD-AACN-01,7.3732,4.4941,10.09,10.4511,8.3928,8.6569,2.5063,4.9081
,,,,,,,,,,,TCGA-G3-A7M8-01,8.5533,5.2386,7.6622,10.1372,6.893,8.7409,4.3198,5.6326
,,,,,,,,,,,TCGA-ED-A7XO-01,11.5304,8.5921,8.3376,10.5486,7.1756,8.5377,7.1962,8.1719
,,,,,,,,,,,TCGA-DD-A4NB-01,6.9895,4.1852,9.4297,10.3442,7.3643,9.1892,3.3993,5.8175
,,,,,,,,,,,TCGA-RC-A6M3-01,10.0547,9.951,10.2434,11.2795,9.7399,8.951,5.7349,7.5026
,,,,,,,,,,,TCGA-UB-A7MB-01,11.1375,9.0395,10.1041,9.6346,6.2755,9.3294,8.5767,8.4691
,,,,,,,,,,,TCGA-DD-A1EH-01,8.8835,5.1939,10.4861,10.19,8.2932,8.9817,5.9202,7.4416
,,,,,,,,,,,TCGA-DD-A1EL-01,10.2335,7.4385,9.6298,11.6577,8.5862,10.5068,7.2404,8.0861
,,,,,,,,,,,TCGA-CC-A8HS-01,10.5379,7.3789,10.5068,11.0054,8.8123,9.6269,7.2182,9.0923
,,,,,,,,,,,TCGA-XR-A8TE-01,7.4163,4.0878,10.1008,11.0203,7.2106,9.8865,2.6632,5.4191
,,,,,,,,,,,TCGA-2V-A95S-01,9.6676,7.8181,9.408,11.1631,8.8146,9.3708,6.5023,6.9807
,,,,,,,,,,,TCGA-HP-A5N0-01,6.1673,3.6794,7.6355,10.3014,6.6037,8.07,4.3706,3.4387
,,,,,,,,,,,TCGA-2Y-A9H8-01,10.0123,7.7322,8.9655,10.3275,7.1243,8.6894,7.2194,8.4679
,,,,,,,,,,,TCGA-FV-A496-01,8.4631,4.9778,9.6986,10.8366,7.154,9.0045,4.7239,5.9782
,,,,,,,,,,,TCGA-G3-AAV4-01,7.8289,4.3285,7.7396,10.3534,6.0037,9.9208,4.7742,6.2565
,,,,,,,,,,,TCGA-2Y-A9GZ-01,8.6402,6.5814,8.5742,10.4999,6.7023,8.9896,6.2207,7.8976
,,,,,,,,,,,TCGA-2Y-A9H7-01,8.7553,5.2267,8.8048,10.3905,7.8025,9.7546,5.4485,7.098
,,,,,,,,,,,TCGA-DD-AA3A-01,10.8208,7.633,10.1798,11.3916,9.677,9.9405,7.1923,7.4554
,,,,,,,,,,,TCGA-FV-A3I1-01,8.8068,7.467,8.9548,10.6392,6.3043,9.526,5.9675,7.3474
,,,,,,,,,,,TCGA-DD-A4NK-01,7.0377,5.5671,7.7055,10.226,7.1468,8.4474,4.5972,5.6957
,,,,,,,,,,,TCGA-LG-A6GG-01,9.555,6.0625,9.3649,9.3747,6.2263,9.2892,5.3779,7.2527
,,,,,,,,,,,TCGA-ZS-A9CE-01,8.4665,5.6375,7.958,10.3141,7.1693,8.4316,4.5555,6.2309
,,,,,,,,,,,TCGA-DD-A39X-01,9.0463,5.4031,8.7548,10.419,7.0456,8.306,2.7298,3.2404
,,,,,,,,,,,TCGA-DD-A118-01,8.6721,6.2297,8.5057,10.4851,5.4278,8.351,3.9827,6.42
,,,,,,,,,,,TCGA-DD-A73F-01,11.042,7.9361,8.1082,11.2175,6.7449,9.7809,6.9167,8.4145
,,,,,,,,,,,TCGA-DD-A3A2-01,7.7116,1.7359,8.2916,9.4709,6.6676,8.3699,2.7713,5.1685
,,,,,,,,,,,TCGA-FV-A3I0-01,8.2015,5.7924,9.3401,10.7969,8.4667,8.7062,4.4201,5.2313
,,,,,,,,,,,TCGA-BC-A217-01,11.4335,8.6865,8.4738,10.6176,7.1161,10.1508,7.4848,8.6051
,,,,,,,,,,,TCGA-BD-A3EP-01,8.382,6.4182,9.6946,10.5877,8.3528,9.0027,4.988,7.016
,,,,,,,,,,,TCGA-DD-A4NE-01,10.5482,7.8565,10.4988,9.4335,5.9402,8.5851,8.6114,9.8083
,,,,,,,,,,,TCGA-GJ-A6C0-01,10.2974,7.5258,9.5876,11.2174,8.0095,9.0102,7.5189,8.3298
,,,,,,,,,,,TCGA-BC-4072-01,9.4819,8.0627,9.4711,10.5069,9.3665,9.4782,7.5698,8.0531
,,,,,,,,,,,TCGA-DD-AACB-01,9.3744,7.099,8.3441,10.7079,7.3077,9.2102,4.4403,6.6875
,,,,,,,,,,,TCGA-RC-A6M4-01,9.8089,7.0457,8.4539,10.1291,8.2654,8.6487,5.9986,7.1019
,,,,,,,,,,,TCGA-DD-A73G-01,9.9777,6.717,7.1286,10.8621,5.3354,8.7996,3.2228,4.8474
,,,,,,,,,,,TCGA-DD-AAD0-01,9.9065,6.8966,7.4293,11.31,7.9641,8.8737,7.62,7.5729
,,,,,,,,,,,TCGA-DD-AAD8-01,10.4522,7.7948,8.3873,10.6875,6.3473,9.6293,7.5153,7.9075
,,,,,,,,,,,TCGA-BC-A10Q-01,8.6873,6.5411,9.2984,10.3298,7.9489,8.6613,5.5677,6.4221
,,,,,,,,,,,TCGA-DD-A1EB-01,7.7969,4.7664,8.284,9.563,5.2273,8.1133,3.7679,5.513
,,,,,,,,,,,TCGA-DD-A3A6-01,8.74,5.8697,9.6378,11.0848,6.4281,9.7383,3.1148,1.8296
,,,,,,,,,,,TCGA-DD-A73B-01,10.301,6.5969,9.1436,9.3338,6.6356,9.543,8.6631,9.2174
,,,,,,,,,,,TCGA-DD-A1EJ-01,10.2901,6.6425,9.8761,10.0484,8.26,9.4166,6.4838,7.4473
,,,,,,,,,,,TCGA-WQ-A9G7-01,10.2848,7.5967,11.008,10.8509,8.0047,9.2509,6.4262,6.554
,,,,,,,,,,,TCGA-DD-AADJ-01,8.7282,5.3024,8.4918,10.2476,7.42,8.9824,4.5506,4.6461
,,,,,,,,,,,TCGA-FV-A23B-01,9.3645,6.3194,9.5854,10.5866,8.292,9.3613,7.8743,8.5208
