samples,E2F1-h,E2F2-h,E2F3-h,E2F4-h,E2F5-h,E2F6-h,E2F7-h,E2F8-h,,,samples,E2F1-s,E2F2-s,E2F3-s,E2F4-s,E2F5-s,E2F6-s,E2F7-s,E2F8-s
,,,,,,,,,,,TCGA-DD-AACT-01,8.7494,5.855,9.3777,10.9303,7.0473,8.2981,4.4049,6.645
,,,,,,,,,,,TCGA-UB-AA0V-01,7.6174,3.9516,7.8342,9.7685,6.9294,8.7892,4.5051,4.199
,,,,,,,,,,,TCGA-2Y-A9H6-01,8.1411,5.376,8.9567,10.8069,6.7608,8.5701,4.3271,4.8879
,,,,,,,,,,,TCGA-BC-A3KG-01,11.4159,8.9038,10.6395,10.4839,6.0455,9.8168,8.3381,9.9541
,,,,,,,,,,,TCGA-DD-A73D-01,7.8932,4.6472,9.478,10.1711,7.6525,10.0436,3.5343,5.6461
,,,,,,,,,,,TCGA-DD-AADK-01,10.1476,6.8121,9.2161,10.0708,8.893,8.2533,4.2509,6.9829
,,,,,,,,,,,TCGA-WJ-A86L-01,10.7221,8.565,9.5296,10.3772,8.7976,10.0127,6.6025,7.9463
,,,,,,,,,,,TCGA-DD-A4NA-01,8.9496,6.099,10.1267,10.7883,6.2273,9.7514,7.0579,6.3585
,,,,,,,,,,,TCGA-ZP-A9D0-01,6.4056,4.7819,8.6041,10.2331,6.0761,8.5683,4.25,5.1266
,,,,,,,,,,,TCGA-BC-A10R-01,7.7697,5.7051,10.0255,10.0043,6.4556,8.331,3.6633,4.8494
,,,,,,,,,,,TCGA-BC-A3KF-01,9.1518,6.6117,10.2985,10.9763,6.8564,8.7774,7.1646,7.4554
,,,,,,,,,,,TCGA-BC-A8YO-01,10.4925,7.8672,10.2668,10.4088,7.3207,9.4584,8.685,8.5766
,,,,,,,,,,,TCGA-DD-A3A5-01,11.0404,7.2691,5.8732,10.9323,6.8002,8.2912,5.7239,7.3116
,,,,,,,,,,,TCGA-DD-AACL-01,10.4636,8.6083,9.4387,11.4328,9.2469,9.8979,6.125,7.0612
,,,,,,,,,,,TCGA-DD-AADA-01,6.6505,4.4964,8.7523,10.4345,6.8901,8.5549,3.943,3.6986
,,,,,,,,,,,TCGA-ZP-A9CY-01,7.964,5.4258,8.2302,9.8795,7.2761,8.5261,5.0573,5.9375
,,,,,,,,,,,TCGA-5R-AAAM-01,7.5426,4.978,8.6734,10.2195,7.0168,8.627,4.3891,4.0231
,,,,,,,,,,,TCGA-DD-A4NH-01,11.2165,6.9671,11.0211,10.567,8.2551,9.5141,7.5136,7.2867
,,,,,,,,,,,TCGA-DD-A73C-01,6.9166,4.8589,8.6716,9.6439,6.6092,8.807,4.9963,5.4433
,,,,,,,,,,,TCGA-2Y-A9GY-01,10.1505,8.7115,9.0339,11.56,9.4265,10.1318,5.5116,7.2678
,,,,,,,,,,,TCGA-2Y-A9H2-01,9.9441,7.5021,10.2477,10.9881,9.7524,9.1156,6.3871,7.2114
,,,,,,,,,,,TCGA-DD-A1EK-01,8.9422,5.7302,8.7635,10.5404,8.0211,8.3952,5.5414,6.9471
,,,,,,,,,,,TCGA-DD-A3A9-01,8.6815,4.9918,8.3666,10.4804,5.7638,8.9163,2.9926,4.5154
,,,,,,,,,,,TCGA-DD-AADF-01,12.4286,7.3623,7.5494,10.7331,6.7719,9.1967,6.6272,7.9907
,,,,,,,,,,,TCGA-WX-AA44-01,10.4145,7.7661,11.1321,10.8012,7.5003,9.1517,6.4387,7.0182
,,,,,,,,,,,TCGA-ZP-A9D4-01,8.6032,4.9909,7.7524,10.7989,6.7628,9.2532,6.2674,6.6596
,,,,,,,,,,,TCGA-DD-AACZ-01,9.9171,7.186,9.4841,10.7457,10.3198,9.3847,6.7655,7.2538
,,,,,,,,,,,TCGA-G3-A25U-01,11.095,7.8076,8.8847,9.4981,6.7388,9.1652,8.1423,8.3943
,,,,,,,,,,,TCGA-BC-A10Z-01,9.6626,7.2598,8.6005,9.6142,6.5122,9.7109,7.0087,7.8959
,,,,,,,,,,,TCGA-BC-A216-01,11.561,9.1801,9.4512,10.3755,7.651,9.4789,7.8963,8.7062
,,,,,,,,,,,TCGA-UB-A7MA-01,10.582,7.4951,9.8657,10.4364,8.6678,10.0679,6.0514,7.6218
,,,,,,,,,,,TCGA-CC-5260-01,9.708,7.7327,10.3728,10.4366,8.4842,9.0931,7.3039,7.4638
,,,,,,,,,,,TCGA-DD-A4NS-01,7.7634,5.2166,8.71,10.5861,7.4495,9.0018,5.1514,5.3093
,,,,,,,,,,,TCGA-KR-A7K7-01,11.194,8.1909,8.5882,11.4394,8.5725,9.9123,6.0174,5.9628
,,,,,,,,,,,TCGA-CC-5259-01,8.9847,5.8311,9.1472,9.8286,6.1106,8.0498,3.6071,4.4015
,,,,,,,,,,,TCGA-ED-A5KG-01,8.414,7.0244,10.1631,10.9805,8.7024,9.1926,6.3835,7.2477
,,,,,,,,,,,TCGA-ED-A82E-01,8.6962,4.8833,9.9372,11.4128,7.9358,9.2567,4.7114,5.6266
,,,,,,,,,,,TCGA-G3-A7M6-01,9.7065,7.5021,9.4562,11.5156,9.9622,9.458,6.607,7.5462
,,,,,,,,,,,TCGA-2Y-A9H5-01,8.4441,5.9831,9.3696,10.1251,6.4331,8.9666,4.7165,7.3091
,,,,,,,,,,,TCGA-DD-AAE6-01,11.438,8.7234,8.597,11.0897,5.8626,9.4784,6.8367,7.9094
,,,,,,,,,,,TCGA-DD-AAEG-01,9.6813,6.8608,10.4378,10.5448,6.8952,8.1647,3.8537,6.261
,,,,,,,,,,,TCGA-ED-A8O5-01,8.0929,5.0533,8.976,10.2249,6.8569,9.0865,5.2588,7.7846
,,,,,,,,,,,TCGA-G3-AAV3-01,9.3431,6.9505,9.2362,10.5576,7.2387,8.8692,6.401,8.0153
,,,,,,,,,,,TCGA-PD-A5DF-01,10.8661,7.1405,8.891,10.509,8.0753,9.0942,6.8258,7.131
,,,,,,,,,,,TCGA-DD-A11D-01,6.7486,4.985,7.5315,9.8242,6.5993,8.0236,4.3484,5.125
,,,,,,,,,,,TCGA-DD-A1EF-01,8.9239,7.2911,8.939,10.666,8.9803,8.5546,5.4293,6.9478
,,,,,,,,,,,TCGA-DD-A4ND-01,8.8943,6.6254,9.0038,10.2162,7.5164,9.0608,7.4972,7.9927
,,,,,,,,,,,TCGA-DD-A4NN-01,10.8197,6.5385,8.6133,10.5794,7.7356,9.1465,5.6553,8.7722
,,,,,,,,,,,TCGA-ZP-A9D1-01,9.1738,5.4374,8.9032,10.8499,7.6559,8.9539,4.4704,6.2011
,,,,,,,,,,,TCGA-2Y-A9GU-01,8.1548,6.1568,8.0165,10.0816,5.3665,8.5948,4.2659,6.1829
,,,,,,,,,,,TCGA-DD-A113-01,10.8133,8.0577,9.9899,9.4625,5.6446,9.7191,7.6039,7.581
,,,,,,,,,,,TCGA-DD-AADY-01,9.2627,4.5556,7.5425,9.8827,6.4053,8.1317,6.1538,7.7957
,,,,,,,,,,,TCGA-2Y-A9GV-01,6.569,4.2681,8.7271,10.1566,8.0932,8.5526,4.6888,4.5349
,,,,,,,,,,,TCGA-DD-A4NJ-01,10.7171,7.8719,10.2177,9.9601,8.4039,9.3766,8.4082,9.0074
,,,,,,,,,,,TCGA-ED-A7XP-01,8.6123,5.8973,9.8539,10.3853,7.713,8.6965,6.1096,6.2416
,,,,,,,,,,,TCGA-G3-AAV6-01,10.8349,6.8328,8.5783,11.0981,9.4235,9.8419,7.2509,7.6186
,,,,,,,,,,,TCGA-BC-A10X-01,5.9456,4.1454,9.0829,9.7562,7.3805,8.7605,3.1552,4.8639
,,,,,,,,,,,TCGA-CC-A9FU-01,11.2162,7.0294,9.6268,12.0814,9.3437,10.5751,6.9133,8.8101
,,,,,,,,,,,TCGA-EP-A2KA-01,9.4694,7.6874,9.351,10.7815,7.9293,9.6049,5.9835,7.0638
,,,,,,,,,,,TCGA-G3-A25Y-01,10.8525,7.3262,10.4559,10.385,8.0305,9.4028,7.7338,8.4268
,,,,,,,,,,,TCGA-BC-A110-01,5.8402,4.1162,8.8468,10.48,6.9188,8.6907,2.2115,2.6887
,,,,,,,,,,,TCGA-CC-A8HV-01,9.4268,6.7037,10.7342,10.7317,9.3177,10.29,5.8245,7.1048
,,,,,,,,,,,TCGA-DD-AAD1-01,8.1488,6.1591,9.6217,10.2862,8.0555,8.8613,4.7773,6.969
,,,,,,,,,,,TCGA-ED-A66Y-01,9.5877,7.0104,10.2993,10.0251,7.5006,9.2405,7.1505,8.2066
,,,,,,,,,,,TCGA-FV-A495-01,11.7818,8.0512,7.2062,10.0355,6.2213,9.0182,4.9682,6.4639
,,,,,,,,,,,TCGA-ED-A8O6-01,9.7614,7.1685,9.3567,10.6437,10.316,9.4483,4.9696,7.0774
,,,,,,,,,,,TCGA-DD-AAE4-01,10.3837,6.9989,6.7034,9.9252,5.3067,8.3179,5.0509,7.2759
,,,,,,,,,,,TCGA-XR-A8TD-01,11.3014,8.3658,9.1691,10.4164,7.7836,9.0671,7.3552,8.31
,,,,,,,,,,,TCGA-ED-A7PX-01,9.1421,7.1176,10.6365,11.8004,7.6345,9.7041,6.412,6.6747
,,,,,,,,,,,TCGA-RC-A7S9-01,10.2069,7.4863,9.9863,10.5974,7.2766,9.0089,7.1624,8.1574
,,,,,,,,,,,TCGA-EP-A2KB-01,9.225,5.5934,8.7766,10.3511,8.055,8.5505,5.7424,7.1957
,,,,,,,,,,,TCGA-DD-AAE0-01,10.6847,7.3496,8.0666,10.4118,9.0652,8.8787,5.0941,6.6506
,,,,,,,,,,,TCGA-G3-A25T-01,9.6081,7.8309,8.8037,11.0176,7.6464,9.4317,6.0221,5.6637
,,,,,,,,,,,TCGA-DD-A39Z-01,9.3039,7.1031,8.5828,9.8974,6.3804,8.9212,5.2283,5.8519
,,,,,,,,,,,TCGA-DD-AADI-01,8.7877,5.2449,7.6766,10.3261,7.766,8.6916,2.6495,4.8817
,,,,,,,,,,,TCGA-XR-A8TC-01,9.557,5.5301,10.6287,9.7496,6.4257,8.9785,4.6675,7.9948
,,,,,,,,,,,TCGA-CC-A8HU-01,11.745,9.1888,10.2078,10.0944,5.7055,9.634,8.8078,8.974
,,,,,,,,,,,TCGA-FV-A3R3-01,6.5788,4.3412,9.6962,10.3967,6.6453,8.5741,3.8215,4.6738
,,,,,,,,,,,TCGA-WX-AA47-01,8.3102,5.9522,8.6204,10.8862,7.0269,8.8441,3.8616,6.2694
,,,,,,,,,,,TCGA-DD-A39W-01,8.2578,5.0837,8.1715,10.0968,7.0868,9.1419,3.3067,4.3624
,,,,,,,,,,,TCGA-BW-A5NP-01,9.3087,6.234,10.397,10.4264,8.2628,9.7063,4.4097,7.1193
,,,,,,,,,,,TCGA-CC-A123-01,9.7578,5.8952,8.6305,10.6825,5.5576,9.2237,3.5114,4.95
,,,,,,,,,,,TCGA-DD-A1EC-01,9.3785,7.3605,9.5912,10.6789,9.2561,9.4173,5.0679,6.6689
,,,,,,,,,,,TCGA-ED-A7PY-01,8.4103,4.7778,7.6906,9.7108,7.2936,9.2571,4.3284,5.3451
,,,,,,,,,,,TCGA-RC-A6M5-01,5.8631,3.5003,8.573,10.7709,7.1507,8.6925,2.2483,3.7216
,,,,,,,,,,,TCGA-5R-AA1D-01,6.2937,5.1743,8.8918,10.7979,7.8848,8.6161,4.0435,4.2138
