samples,E2F1-h,E2F2-h,E2F3-h,E2F4-h,E2F5-h,E2F6-h,E2F7-h,E2F8-h,,,samples,E2F1-s,E2F2-s,E2F3-s,E2F4-s,E2F5-s,E2F6-s,E2F7-s,E2F8-s
GTEX-13S86-0826-SM-5SI6J,8.4409,10.562,9.238,11.7616,8.5268,9.2716,8.1408,9.2661,,,,,,,,,,,
GTEX-111CU-0726-SM-5GZYD,8.8325,10.0117,9.1128,11.4872,7.5782,9.1922,8.5772,9.0562,,,,,,,,,,,
GTEX-13FHP-1526-SM-5IJGE,8.35,9.8654,8.9117,11.7227,7.9448,8.6173,4.3657,7.2106,,,,,,,,,,,
GTEX-145MN-1026-SM-5NQ9G,7.9943,9.7449,9.7087,11.8831,8.0779,8.8461,7.227,8.7201,,,,,,,,,,,
GTEX-R55C-0826-SM-48FCL,8.2448,9.9392,9.4676,11.7443,7.8978,9.1322,6.8495,7.4049,,,,,,,,,,,
GTEX-145MO-1426-SM-5Q5BS,8.3212,10.3134,9.2141,11.5043,8.4359,8.9361,7.8221,7.9117,,,,,,,,,,,
GTEX-Y111-1626-SM-57WCY,9.3085,10.923,9.9386,11.9409,8.6762,9.2932,8.7783,8.9556,,,,,,,,,,,
GTEX-ZTSS-0626-SM-59867,7.8552,9.3525,8.709,11.4902,7.4598,8.9462,5.8738,7.9762,,,,,,,,,,,
GTEX-12WSL-1526-SM-5GCP8,9.2833,11.0727,9.384,11.5268,7.7379,8.6722,9.1161,9.8247,,,,,,,,,,,
GTEX-139YR-1726-SM-5IFFK,8.0354,9.6848,9.1707,11.289,8.5398,8.7565,7.9947,9.1299,,,,,,,,,,,
GTEX-XOTO-2126-SM-4B64U,8.2518,8.9369,9.7765,11.9652,8.3233,8.9449,6.6107,7.3855,,,,,,,,,,,
GTEX-XQ3S-1126-SM-4BOPK,8.5372,10.6557,8.8632,12.3953,8.7138,9.1152,6.2246,8.8534,,,,,,,,,,,
GTEX-12ZZW-1726-SM-5DUVD,9.0533,10.0853,9.1544,12.1186,8.834,8.9527,7.7167,8.5949,,,,,,,,,,,
GTEX-ZE9C-1126-SM-4WWBD,8.7156,10.4597,9.5648,11.8713,8.7631,8.8564,7.7355,9.3908,,,,,,,,,,,
GTEX-ZVP2-1326-SM-57WCE,8.1635,10.1551,9.6186,11.7392,7.9006,9.1512,7.486,7.3736,,,,,,,,,,,
GTEX-U8XE-1726-SM-4E3IF,5.8854,8.3128,9.2617,11.9268,8.349,8.8557,7.153,8.4981,,,,,,,,,,,
GTEX-14C38-2126-SM-5RQJO,7.6305,9.0222,9.4701,11.6684,8.8539,9.1658,6.4553,7.4601,,,,,,,,,,,
GTEX-RUSQ-0826-SM-47JWW,8.9753,10.0937,10.0383,12.1223,8.554,9.1378,9.332,9.3812,,,,,,,,,,,
GTEX-ZDYS-0826-SM-4WWCR,8.7392,10.4633,9.298,11.5186,7.8436,8.7946,8.5826,9.1157,,,,,,,,,,,
GTEX-OIZH-0626-SM-3NB1L,8.2144,10.4546,9.2663,11.3877,7.8575,8.9741,7.6456,7.8132,,,,,,,,,,,
GTEX-QV44-1126-SM-4R1KO,7.8922,10.0842,9.2253,11.1108,8.2919,8.5279,8.2166,9.2142,,,,,,,,,,,
GTEX-11TUW-1326-SM-5EQKV,7.4721,8.9413,9.2838,11.7266,7.8925,8.603,7.8524,7.5852,,,,,,,,,,,
GTEX-12C56-1226-SM-5FQSU,7.9562,10.2358,9.1653,11.399,7.8342,8.5303,7.6472,9.4439,,,,,,,,,,,
GTEX-Q2AH-0826-SM-48TZN,8.4569,10.1257,9.4274,11.8349,8.0692,9.1558,7.4777,8.5518,,,,,,,,,,,
GTEX-SNMC-0526-SM-4DM69,8.0227,10.1003,8.9678,11.5192,7.6575,8.7121,7.5322,8.5688,,,,,,,,,,,
GTEX-ZA64-0626-SM-5HL9O,8.4654,10.141,9.2491,11.5351,7.7809,9.0599,7.8411,8.9859,,,,,,,,,,,
GTEX-WFJO-0826-SM-4LVM5,8.31,10.109,9.0336,11.4703,7.4307,8.4738,8.5735,9.5473,,,,,,,,,,,
GTEX-XXEK-0326-SM-4BRVV,8.4456,9.4837,8.8798,11.1348,7.9277,8.6386,8.5009,9.1455,,,,,,,,,,,
GTEX-11LCK-1726-SM-5S2OQ,8.3127,10.1866,9.3409,11.6095,7.6413,8.6836,8.5267,8.8832,,,,,,,,,,,
GTEX-Y3I4-1226-SM-4TT8N,9.365,10.932,9.5286,11.7735,7.9311,8.8197,8.6156,9.3494,,,,,,,,,,,
GTEX-11TT1-0526-SM-5P9JO,8.4529,10.0844,9.718,11.6887,7.6,8.835,8.2336,8.4086,,,,,,,,,,,
GTEX-13O1R-1326-SM-5IJF5,8.9504,9.1932,10.0266,12.2221,8.5759,8.9217,8.4977,8.1822,,,,,,,,,,,
GTEX-WHSE-1526-SM-4M1XH,7.3958,9.1752,9.4237,11.3694,8.7665,8.6382,7.721,8.4165,,,,,,,,,,,
GTEX-ZY6K-0626-SM-59HJL,7.8119,9.7469,9.5888,12.0302,8.2284,9.3152,7.793,8.7264,,,,,,,,,,,
GTEX-117YX-1626-SM-5GZZG,7.6694,9.9191,9.0231,11.2427,7.2574,8.8286,7.0778,7.9194,,,,,,,,,,,
GTEX-13NYB-0926-SM-5IFFA,7.045,9.02,9.0617,10.9112,8.9757,7.7743,7.9356,9.0943,,,,,,,,,,,
GTEX-TKQ1-0326-SM-4DXSM,8.3785,10.4052,8.8818,11.3469,7.6588,8.9379,7.8133,8.3499,,,,,,,,,,,
GTEX-ZT9W-1326-SM-51MTB,7.8872,9.9561,8.8652,11.2008,7.7864,8.774,7.4136,8.1601,,,,,,,,,,,
GTEX-11NSD-1126-SM-5N9BQ,8.4824,10.4608,9.2146,11.5454,7.8523,8.8482,8.4772,9.5449,,,,,,,,,,,
GTEX-11ZU8-1526-SM-5EGHX,8.388,10.8914,9.0346,12.0589,8.379,8.991,6.6804,7.4974,,,,,,,,,,,
GTEX-U4B1-0826-SM-4DXTW,8.4831,10.0814,9.2661,11.572,7.9803,8.7237,7.5228,8.6158,,,,,,,,,,,
GTEX-X4XY-1726-SM-46MVO,7.442,9.892,8.9832,11.4768,7.9743,8.5757,5.3812,7.0757,,,,,,,,,,,
GTEX-Y9LG-0626-SM-4WWDH,8.5195,9.5873,9.7745,11.816,7.479,9.4834,6.9226,7.0645,,,,,,,,,,,
GTEX-T5JC-1726-SM-4DM6U,8.1124,9.4485,8.3586,10.9141,8.7269,8.5434,7.2495,9.3854,,,,,,,,,,,
GTEX-11P82-0526-SM-5986P,8.0316,9.8482,9.1147,11.2715,7.486,8.6678,7.7236,8.5546,,,,,,,,,,,
GTEX-WYJK-1926-SM-4ONDP,7.592,9.8129,8.6394,11.416,7.6653,8.8323,7.0717,8.5672,,,,,,,,,,,
GTEX-Y8E4-1726-SM-5LU9G,8.8691,10.8481,9.128,11.3714,8.3541,8.7865,8.8648,10.2624,,,,,,,,,,,
GTEX-14E6E-0726-SM-5S2R3,8.2212,10.2542,9.313,11.3686,7.432,8.7804,8.637,9.1055,,,,,,,,,,,
GTEX-U3ZM-0526-SM-4DXTB,8.2087,10.7155,9.4043,11.2706,7.8381,8.7151,7.695,8.1751,,,,,,,,,,,
GTEX-ZG7Y-1126-SM-4WWEZ,8.6668,10.4254,8.9667,11.4639,7.9546,8.7885,7.4937,9.081,,,,,,,,,,,
GTEX-QESD-0826-SM-47J4G,7.7507,9.8007,9.4419,11.7812,7.6593,8.9634,7.9586,9.4096,,,,,,,,,,,
GTEX-111YS-0926-SM-5EGGI,8.8817,10.7855,9.5284,11.4338,7.5651,8.8369,8.7753,9.1675,,,,,,,,,,,
GTEX-X3Y1-1326-SM-4PQZB,8.238,10.4822,8.8561,11.4037,7.4866,8.4113,8.0208,9.4285,,,,,,,,,,,
GTEX-R55E-1326-SM-48FCR,9.0974,11.0094,9.5147,12.114,8.7631,9.2538,8.2371,9.8862,,,,,,,,,,,
GTEX-WQUQ-1626-SM-4OOSH,9.3052,10.8582,9.2322,11.711,8.1329,8.9181,8.5671,9.359,,,,,,,,,,,
GTEX-RN64-1026-SM-48FDX,8.6973,10.4593,9.0273,11.4726,8.5927,8.7223,7.6301,9.0861,,,,,,,,,,,
GTEX-VJYA-0726-SM-4KL1T,8.2713,9.7855,9.4069,11.6999,7.9921,9.0469,7.6541,8.0585,,,,,,,,,,,
GTEX-POYW-1326-SM-48TCG,8.6488,10.1438,8.4557,11.5831,8.1409,8.5803,6.9531,8.3851,,,,,,,,,,,
GTEX-S95S-0426-SM-4B64I,8.1189,10.2641,8.8604,11.5874,7.6729,8.9772,7.0291,8.3943,,,,,,,,,,,
GTEX-T8EM-0526-SM-4DM64,8.1282,10.1813,8.7868,11.3503,7.5034,8.5786,7.0864,8.1466,,,,,,,,,,,
GTEX-YEC3-2526-SM-5CVLS,8.6391,10.7958,8.7098,11.35,7.7705,8.8952,7.5244,9.3035,,,,,,,,,,,
GTEX-T2YK-1326-SM-4DM6S,7.6267,9.4921,8.703,11.708,9.0964,8.6965,6.2101,7.8998,,,,,,,,,,,
GTEX-WFG8-1226-SM-5CHTQ,0,0,0,0,0,0,0,0,,,,,,,,,,,
GTEX-OHPL-0726-SM-3TW8U,7.1719,5.6147,9.7552,11.839,7.7958,10.0443,4.0179,4.0875,,,,,,,,,,,
GTEX-13SLX-1726-SM-5Q5E5,7.9677,9.6515,8.7054,11.3823,7.9639,8.7647,6.8011,7.2216,,,,,,,,,,,
GTEX-ZVT3-1426-SM-59HLP,8.532,8.6768,8.1899,10.8613,8.2838,8.76,6.7474,7.6174,,,,,,,,,,,
GTEX-ZP4G-1026-SM-4YCE1,7.0504,7.8844,8.9073,11.0677,7.3509,9.3455,5.7389,6.5388,,,,,,,,,,,
GTEX-P4PP-0626-SM-3NM9X,6.8239,8.3624,8.8829,11.1954,7.7631,9.0936,6.4713,6.8239,,,,,,,,,,,
GTEX-14DAQ-1426-SM-5RQJD,8.0228,9.7881,8.4321,11.1492,8.5543,8.3677,7.6096,8.4518,,,,,,,,,,,
GTEX-R45C-1226-SM-48FEE,8.8927,10.5944,9.0934,11.7849,9.1273,8.7634,7.9542,8.2932,,,,,,,,,,,
GTEX-R53T-1126-SM-48FD4,8.0778,9.8802,8.7122,11.2462,8.7116,8.8644,7.4992,8.8711,,,,,,,,,,,
GTEX-131YS-1426-SM-5IJF7,8.8684,10.417,9.0324,11.687,8.7169,8.6094,7.7844,9.5132,,,,,,,,,,,
GTEX-1399S-1326-SM-5P9GH,8.575,10.7198,9.1321,11.5507,7.3603,8.8262,7.7705,8.4512,,,,,,,,,,,
GTEX-X8HC-1426-SM-46MWC,6.0148,4.0802,8.2885,11.4303,8.9889,9.3314,2.3158,2.9319,,,,,,,,,,,
GTEX-13OVJ-1226-SM-5L3HA,7.6184,9.5199,9.1218,11.4506,8.6667,8.9475,7.2186,8.3368,,,,,,,,,,,
GTEX-1211K-0926-SM-5FQTL,8.2939,10.0677,9.3117,11.41,7.4073,8.9118,8.3599,8.5807,,,,,,,,,,,
GTEX-145LS-1826-SM-5LUAZ,8.1371,9.4218,9.141,11.477,9.2607,8.7534,7.3009,8.1942,,,,,,,,,,,
GTEX-RTLS-1126-SM-46MUQ,7.7306,9.0241,8.9101,11.0949,8.6894,8.7142,7.0877,8.2338,,,,,,,,,,,
GTEX-SE5C-1226-SM-4BRWV,7.3173,9.3263,8.7488,11.3317,7.3371,8.8791,6.6722,8.6107,,,,,,,,,,,
GTEX-XV7Q-1126-SM-4BRVS,6.9773,8.85,9.0135,11.4357,8.6494,8.6372,7.5401,9.0179,,,,,,,,,,,
GTEX-11VI4-0526-SM-5EQ48,8.1873,9.3578,8.8635,11.2327,7.5882,9.2433,7.2461,8.6625,,,,,,,,,,,
GTEX-13X6K-2126-SM-5O9D4,8.5722,10.3315,9.1457,11.2386,8.7333,8.8217,8.3681,8.6786,,,,,,,,,,,
GTEX-11DXX-1126-SM-5GZZK,8.7074,10.312,9.6264,11.832,7.8631,8.967,8.722,9.128,,,,,,,,,,,
GTEX-WEY5-0926-SM-4LMI4,7.2474,9.3999,8.4945,11.1566,7.1531,9.0829,6.4047,7.6712,,,,,,,,,,,
GTEX-13CF3-1626-SM-5IFG9,8.5084,10.118,9.557,11.7004,7.6771,9.22,8.5786,9.4487,,,,,,,,,,,
GTEX-11P81-0826-SM-5P9GR,8.2396,10.4806,9.4366,11.5967,8.0661,8.8162,8.6474,9.5866,,,,,,,,,,,
GTEX-Y5V5-1626-SM-4VDSG,8.1797,10.0929,8.8637,11.6161,8.5727,8.433,8.0437,9.2106,,,,,,,,,,,
GTEX-13D11-1926-SM-5IFGB,7.9567,10.1179,9.1158,11.2014,8.0501,8.797,7.9491,8.923,,,,,,,,,,,
GTEX-147F3-0826-SM-5NQA7,8.0153,10.3815,8.7268,11.3408,7.4036,8.9634,7.7919,8.6659,,,,,,,,,,,
GTEX-1399U-1026-SM-5J1OC,8.5966,10.3818,9.0718,11.5866,7.6383,9.1803,8.7357,8.4623,,,,,,,,,,,
GTEX-ZGAY-1126-SM-4WWBS,8.9354,10.2406,9.2662,11.7301,7.452,8.8519,8.4355,9.4689,,,,,,,,,,,
GTEX-N7MT-0326-SM-48TDP,7.6002,9.7716,8.8568,11.1902,8.6165,8.3951,6.9395,8.6222,,,,,,,,,,,
GTEX-12WSD-1826-SM-5GCOA,8.4237,9.2606,8.949,11.4661,8.4631,8.0901,7.3433,9.0673,,,,,,,,,,,
GTEX-P4QT-0626-SM-3NMCP,7.4984,9.3948,9.2594,11.5353,8.2917,9.2163,6.398,7.5158,,,,,,,,,,,
GTEX-RNOR-1226-SM-48FDQ,8.5973,10.3194,8.9528,11.5499,9.09,9.1113,8.3412,8.9528,,,,,,,,,,,
GTEX-145ME-0526-SM-5QGQV,8.1731,8.9278,9.4414,11.7108,7.8281,9.0485,7.1278,8.8006,,,,,,,,,,,
GTEX-14BIN-2726-SM-5RQIE,8.7598,10.5988,9.0365,11.6706,8.7852,8.4507,7.3378,9.2382,,,,,,,,,,,
GTEX-PLZ4-1626-SM-3P618,7.92,10.3277,8.6703,11.6774,9.12,8.5983,7.045,9.2024,,,,,,,,,,,
GTEX-OXRK-1326-SM-3NB1A,7.2448,9.5882,8.5883,11.1844,8.6982,8.9066,7.06,8.7319,,,,,,,,,,,
GTEX-WXYG-1226-SM-4ONCJ,8.3286,9.8578,9.2642,11.8017,7.7092,9.0101,8.0786,8.8499,,,,,,,,,,,
GTEX-QCQG-0626-SM-48U21,8.1404,10.4543,8.8424,11.3195,7.5009,8.9516,7.7886,8.8701,,,,,,,,,,,
GTEX-13W3W-1626-SM-5LU35,8.5949,10.427,9.3727,11.7982,8.234,9.1325,7.6825,8.5488,,,,,,,,,,,
GTEX-T2IS-0826-SM-4DM6L,8.7347,10.685,8.7764,11.4331,8.8006,8.7533,8.0921,9.5456,,,,,,,,,,,
GTEX-146FR-0426-SM-5SI97,7.9231,9.7522,9.3966,11.5404,7.3863,8.8794,8.0702,8.5838,,,,,,,,,,,
GTEX-RU72-0726-SM-46MUW,9.4726,11.2746,9.6712,11.7261,8.4036,8.8085,9.2686,10.1579,,,,,,,,,,,
GTEX-TML8-1526-SM-4DXUX,6.9202,8.9897,8.2898,11.1213,7.7633,8.5671,6.2871,8.5186,,,,,,,,,,,
GTEX-X4EO-1226-SM-4QARR,8.9259,10.0852,9.5645,11.6971,8.9899,8.7266,8.1981,8.59,,,,,,,,,,,
GTEX-S4P3-0426-SM-4AD56,7.9682,9.2248,9.9035,11.9637,7.8841,9.3532,7.4613,8.676,,,,,,,,,,,
GTEX-XMD2-1326-SM-4YCET,8.0327,10.0926,9.1817,11.4758,9.1331,9.0713,6.8696,7.2528,,,,,,,,,,,
GTEX-133LE-0626-SM-5IFFJ,8.9784,10.9426,9.7006,11.4349,8.0536,8.6935,9.305,9.9607,,,,,,,,,,,
GTEX-X4EP-1626-SM-4QAS6,7.8079,9.5213,8.9006,11.6752,8.9737,8.1657,7.0752,8.3195,,,,,,,,,,,
GTEX-ZYVF-2226-SM-5GIDD,7.7924,9.5261,9.1894,11.5485,8.9581,8.6192,7.5436,8.831,,,,,,,,,,,
GTEX-11ZTS-2626-SM-5EGIC,9.5165,10.6031,9.0148,11.8301,9.1314,8.5655,7.8754,8.8314,,,,,,,,,,,
GTEX-R3RS-1326-SM-48FE7,9.2189,10.1324,9.161,11.8386,8.7801,8.8397,7.8064,8.5241,,,,,,,,,,,
GTEX-131XG-1026-SM-5GCMX,8.4335,10.0403,8.9318,11.1607,7.4329,8.7595,7.5676,8.0198,,,,,,,,,,,
GTEX-O5YV-1026-SM-3LK72,7.584,10.1643,8.5897,11.3302,8.3688,8.3895,7.4464,8.7106,,,,,,,,,,,
GTEX-P78B-1026-SM-3NMC4,9.1976,10.3021,9.5225,12.0561,9.2147,9.1552,8.2555,9.5536,,,,,,,,,,,
GTEX-ZF29-1326-SM-4WWB6,8.0654,9.9451,9.039,11.3126,7.0456,8.9014,7.2871,7.683,,,,,,,,,,,
GTEX-ZF3C-1626-SM-4WWB4,7.7287,10.1362,9.37,11.2661,9.1844,8.8543,8.2049,9.2876,,,,,,,,,,,
GTEX-X15G-0826-SM-4PQZD,8.2316,10.199,9.1063,11.4723,8.4061,8.6027,8.1768,9.662,,,,,,,,,,,
GTEX-11GSP-1826-SM-5N9DQ,8.0732,10.2925,9.43,12.019,8.1735,9.118,6.672,7.2587,,,,,,,,,,,
GTEX-1122O-1726-SM-5GICM,7.9952,10.2391,8.8066,11.3749,7.5806,8.8056,7.0633,7.9006,,,,,,,,,,,
GTEX-12WS9-1526-SM-5FQT4,8.9981,9.6972,9.6731,12.1063,9.3662,9.153,8.3966,9.2714,,,,,,,,,,,
GTEX-13FH7-0526-SM-5IJF8,9.0096,10.3015,9.4249,11.5152,7.6012,8.9864,8.6707,8.8735,,,,,,,,,,,
GTEX-XUZC-0426-SM-4BOPE,8.3172,10.5237,9.5487,11.7644,7.9986,9.2204,6.5684,7.693,,,,,,,,,,,
GTEX-132AR-2226-SM-5J2NT,7.1665,9.7124,8.5453,11.5114,8.5386,8.6708,6.6934,8.6829,,,,,,,,,,,
GTEX-13X6H-1326-SM-5LU42,8.7627,10.5183,9.6476,11.8168,7.3529,8.8105,8.7627,9.3643,,,,,,,,,,,
GTEX-UPIC-1026-SM-4IHLT,8.8716,10.5091,8.8544,11.275,7.8304,8.68,8.0244,8.863,,,,,,,,,,,
GTEX-Y8LW-0726-SM-5IFI1,8.1414,10.3678,9.2469,11.4047,7.8371,8.9457,8.6325,9.4565,,,,,,,,,,,
GTEX-1269C-1026-SM-5N9EY,8.0686,9.9556,7.4237,11.5251,8.2865,8.1664,4.934,7.3543,,,,,,,,,,,
GTEX-T5JW-1326-SM-4DM5G,8.0236,9.1298,10.2557,12.0575,7.6229,9.4422,7.5044,8.1473,,,,,,,,,,,
GTEX-TSE9-1226-SM-4DXTM,8.783,10.0144,9.3817,11.7445,8.7259,8.8698,7.8729,9.0589,,,,,,,,,,,
GTEX-13U4I-1126-SM-5LU3S,8.0163,10.2724,9.2419,11.4722,8.6049,8.7797,8.0821,9.3137,,,,,,,,,,,
GTEX-14AS3-0626-SM-5QGQD,7.7545,9.9135,8.9931,11.3735,8.3193,8.6375,7.889,9.1179,,,,,,,,,,,
GTEX-PWCY-0726-SM-48TCS,8.1669,10.2565,8.8293,11.4264,7.4774,8.9159,7.2703,8.0093,,,,,,,,,,,
GTEX-W5WG-1626-SM-4LMKG,8.5192,10.3597,9.0248,11.2545,7.8672,8.5322,7.9524,8.8853,,,,,,,,,,,
GTEX-Q2AG-1326-SM-43V8K,7.8515,11.1458,9.6133,11.5053,9.263,8.3751,7.7617,9.2421,,,,,,,,,,,
GTEX-Y3IK-1126-SM-51MSV,7.9068,9.8924,8.852,11.0861,8.2548,8.275,8.1959,9.002,,,,,,,,,,,
GTEX-S32W-0926-SM-4AD5X,8.8416,10.5686,9.3289,11.6958,8.5591,8.7672,8.6341,9.4319,,,,,,,,,,,
GTEX-ZVT2-1326-SM-5E45H,8.4063,10.3796,8.9307,11.5318,7.4237,8.7617,7.6281,8.4964,,,,,,,,,,,
GTEX-12ZZX-1326-SM-5DUWI,7.6658,9.7758,9.6249,11.3633,8.9032,7.9604,7.9604,8.7419,,,,,,,,,,,
GTEX-XYKS-1526-SM-4BRUP,8.1352,9.658,8.9222,11.2827,8.2826,8.7338,7.4104,8.1352,,,,,,,,,,,
GTEX-YFC4-1226-SM-5LU9R,8.96,10.3889,9.3191,11.5741,8.4728,8.8798,8.3808,8.9557,,,,,,,,,,,
GTEX-ZC5H-1326-SM-5HL7E,7.7815,9.4977,9.1332,11.2053,8.6968,8.8506,7.6938,9.2367,,,,,,,,,,,
GTEX-WRHK-0526-SM-4MVOF,8.2593,9.9076,8.7893,11.1811,7.4782,8.9968,7.2465,7.5991,,,,,,,,,,,
GTEX-ZPCL-1426-SM-57WEC,8.728,9.8595,8.8422,11.8889,8.2411,8.9516,6.9392,8.4181,,,,,,,,,,,
GTEX-13QBU-1026-SM-5LU3R,8.1197,10.4107,9.4244,11.4283,7.9099,8.8945,7.5906,8.188,,,,,,,,,,,
GTEX-146FH-1726-SM-5QGQ2,8.6464,10.7541,9.0027,11.3964,8.1642,8.8214,8.3808,9.1658,,,,,,,,,,,
GTEX-14H4A-1626-SM-5SI69,7.7231,9.8296,9.6125,11.1925,7.3298,9.1155,6.689,6.7697,,,,,,,,,,,
GTEX-WYVS-0726-SM-4ONDO,8.0897,9.9125,8.7521,11.0805,8.1752,8.0987,7.4238,8.7521,,,,,,,,,,,
GTEX-PWN1-0626-SM-48TDT,8.7929,10.8018,8.8279,11.429,7.2434,8.818,7.7501,8.0996,,,,,,,,,,,
GTEX-QVUS-0626-SM-447CC,8.9412,10.5696,9.0468,11.8751,8.9633,8.6342,7.5022,8.4521,,,,,,,,,,,
GTEX-R55G-1026-SM-48FDI,7.5427,9.8836,8.9253,10.9972,7.4416,8.5273,7.4961,8.7574,,,,,,,,,,,
GTEX-S341-0526-SM-4AD5U,8.9511,10.1919,9.3542,11.7947,7.9802,8.9035,7.5186,8.5906,,,,,,,,,,,
GTEX-12WSK-1126-SM-5LZV8,8.1849,10.2162,9.2751,11.387,7.7813,8.9521,7.292,8.5628,,,,,,,,,,,
GTEX-T6MO-0526-SM-4DM6R,8.0957,9.7726,8.6173,11.178,7.7393,8.6446,7.033,8.4854,,,,,,,,,,,
GTEX-ZTPG-1626-SM-5DUX2,7.9298,10.3014,8.9578,11.587,7.8342,8.5398,7.6768,8.6023,,,,,,,,,,,
GTEX-14BMU-0926-SM-5S2QB,7.6699,9.6203,9.8523,11.7181,8.0969,8.9406,7.4848,8.2291,,,,,,,,,,,
GTEX-13PVR-1826-SM-5Q5CC,7.971,9.1276,8.3094,11.1786,6.9063,8.7056,6.9227,7.1276,,,,,,,,,,,
GTEX-ZLV1-0526-SM-4WWD4,7.3976,9.869,9.1286,11.485,7.9623,8.5841,6.3439,7.8013,,,,,,,,,,,
GTEX-13FTX-0526-SM-5IFGS,8.2122,10.1048,8.7848,11.1989,8.0715,8.8115,7.3965,8.7468,,,,,,,,,,,
GTEX-OXRP-0926-SM-48TC1,9.0001,10.5166,9.1684,11.617,9.2876,8.7368,6.7017,8.5846,,,,,,,,,,,
GTEX-11I78-1526-SM-5A5K7,8.7556,10.3462,9.3645,11.6139,7.4034,8.9873,7.9857,8.6927,,,,,,,,,,,
GTEX-ZQG8-2226-SM-5DUWD,9.3467,7.452,7.3847,11.5309,7.5712,8.5482,5.6586,8.4145,,,,,,,,,,,
GTEX-W5X1-1126-SM-5CHTH,0,0,0,0,0,0,0,0,,,,,,,,,,,
GTEX-11ZUS-0926-SM-5FQSY,7.608,3.7874,8.2313,11.3799,9.1873,9.4434,0.9893,1.5707,,,,,,,,,,,
GTEX-13FHP-1626-SM-5N9FK,7.3025,2.4889,7.5356,11.3273,9.0526,8.9895,1.7254,1.7254,,,,,,,,,,,
GTEX-YECK-1726-SM-5IFI3,7.5501,2.2338,7.8339,11.4962,8.9692,9.374,1.16,0,,,,,,,,,,,
GTEX-12ZZY-1526-SM-5LZWF,6.9398,1.1987,7.8145,11.249,9.326,9.1107,1.8443,0,,,,,,,,,,,
GTEX-13OW6-1426-SM-5L3EU,7.4336,2.858,8.0921,11.4051,8.8996,9.1109,2.0444,0,,,,,,,,,,,
GTEX-117YW-2026-SM-5N9BH,7.2368,3.6814,7.8186,11.1926,8.5216,9.0265,3.3506,1.2106,,,,,,,,,,,
GTEX-13X6J-1626-SM-5Q5CV,7.9753,4.0802,8.113,11.2024,8.9059,9.3165,3.9624,3.8342,,,,,,,,,,,
GTEX-OIZG-0926-SM-3LK5Y,7.6014,2.6705,7.9482,11.4469,8.4833,9.524,2.4521,2.1947,,,,,,,,,,,
GTEX-11ONC-1426-SM-5N9F4,7.2429,4.921,7.8623,11.2856,9.0611,8.8797,3.3675,2.6613,,,,,,,,,,,
GTEX-13OW8-2226-SM-5K7Z4,7.0697,2.6155,7.7996,10.9413,8.8354,9.2904,1.8335,0,,,,,,,,,,,
GTEX-N7MS-1126-SM-3LK5E,6.4195,0,7.9932,11.6286,8.0757,9.2606,3.1003,1.178,,,,,,,,,,,
GTEX-11DXY-1526-SM-5H129,6.444,2.9691,7.031,11.218,9.0376,8.7708,0,0,,,,,,,,,,,
GTEX-14C5O-1726-SM-5RQI9,8.4151,5.4672,8.4882,11.092,8.569,8.975,3.8383,4.0462,,,,,,,,,,,
GTEX-14BMV-1426-SM-5S2WA,8.3275,3.6605,8.4764,10.9842,9.3963,8.7249,1.9676,0,,,,,,,,,,,
GTEX-13NYB-0826-SM-5MR4V,8.7572,2.6108,7.5797,11.0781,8.6925,8.9623,1.1873,1.8296,,,,,,,,,,,
GTEX-ZYFC-1726-SM-5GZYX,8.6123,2.0393,8.1966,11.1226,9.2471,9.0744,2.0393,2.8522,,,,,,,,,,,
GTEX-11GS4-1426-SM-5N9D2,7.3679,3.8513,8.6038,11.3088,8.3977,9.0358,1.3176,0,,,,,,,,,,,
GTEX-11OF3-2226-SM-5986F,6.7137,4.423,8.4027,11.2824,8.9592,9.2989,0,1.4352,,,,,,,,,,,
GTEX-11DYG-1426-SM-5A5JR,7.4085,1.8635,8.4701,11.153,8.5563,9.3388,1.8635,1.2138,,,,,,,,,,,
GTEX-T6MN-1526-SM-4DM5P,7.5572,1.281,7.0814,11.4072,9.1078,8.9702,1.281,1.281,,,,,,,,,,,
GTEX-P4PQ-0726-SM-3NMCR,7.5178,1.7648,8.7166,11.1997,7.609,9.8104,2.3211,2.0696,,,,,,,,,,,
GTEX-13G51-1026-SM-5K7YQ,8.2332,3.5577,7.851,11.2642,9.3731,8.9595,2.6753,0,,,,,,,,,,,
GTEX-RWSA-1326-SM-47JX9,8.6927,3.8395,8.6503,11.2146,8.3277,9.6162,2.3204,0,,,,,,,,,,,
GTEX-14753-1926-SM-5NQAA,7.7823,4.1188,8.6894,11.2137,8.893,9.4769,2.594,0,,,,,,,,,,,
GTEX-WZTO-1526-SM-4PQYQ,7.3599,3.7484,8.2708,11.3343,9.3915,8.9113,4.4069,1.3533,,,,,,,,,,,
GTEX-13YAN-2026-SM-5Q5EY,8.1679,4.0621,8.6062,11.4629,9.3363,9.8584,0.9866,1.5671,,,,,,,,,,,
GTEX-PLZ5-0826-SM-3P5ZW,8.5949,3.2664,8.9508,11.8653,8.1456,9.8976,3.5818,2.2985,,,,,,,,,,,
GTEX-ZYT6-1226-SM-5E44Q,7.5241,2.2437,7.7907,11.3912,8.6194,9.3357,2.8533,1.1669,,,,,,,,,,,
GTEX-11NUK-1426-SM-5HL68,8.1309,4.4986,7.492,11.4021,9.0197,9.232,0,2.0308,,,,,,,,,,,
