samples,E2F1-h,E2F2-h,E2F3-h,E2F4-h,E2F5-h,E2F6-h,E2F7-h,E2F8-h,,,samples,E2F1-s,E2F2-s,E2F3-s,E2F4-s,E2F5-s,E2F6-s,E2F7-s,E2F8-s
GTEX-WYVS-1026-SM-4SOJW,7.3476,0,7.9863,10.8709,9.1398,9.4428,0,1.9225,,,TCGA-R6-A6XQ-01,11.1076,9.9984,9.5872,10.6602,8.1951,9.5487,10.0666,10.0139
GTEX-ZGAY-1526-SM-4WWEO,8.5586,3.073,8.4272,11.2555,7.2749,9.6467,1.6409,0,,,TCGA-VR-AA7D-01,10.4443,10.168,10.4633,12.8594,6.6697,9.346,11.4448,10.459
GTEX-146FH-1926-SM-5Q5B2,8.0348,3.1345,8.0101,11.4519,8.4393,9.2373,0,1.6886,,,TCGA-2H-A9GJ-01,9.4064,10.5485,9.8137,12.1243,8.9767,9.734,8.3027,10.03
GTEX-ZYFG-1226-SM-5GIC7,7.63,2.9272,9.1582,11.3766,8.3301,9.7959,3.294,3.9367,,,TCGA-L5-A8NF-01,10.2097,9.7953,9.7965,12.3127,7.6068,8.9117,10.3496,10.51
GTEX-11DXX-1226-SM-5GICD,7.3566,5.0521,9.0247,11.5152,7.651,9.7415,4.1774,4.0074,,,TCGA-LN-A4A2-01,10.8775,10.8294,10.2398,13.506,7.5198,10.8913,12.3742,9.201
GTEX-ZYWO-1126-SM-5U3SH,7.0879,1.867,9.1009,11.6293,8.7683,9.8783,2.6544,1.4674,,,TCGA-LN-A4MR-01,9.1848,10.3281,10.8947,11.2098,7.6111,9.4895,10.523,9.7354
GTEX-WXYG-1026-SM-4ONCD,7.1222,2.224,7.8215,11.2347,7.7248,9.6727,2.5597,1.1532,,,TCGA-LN-A5U5-01,8.9871,8.6158,9.8772,12.3348,7.6238,9.5229,10.1141,10.0137
GTEX-13D11-2026-SM-5IJBK,7.0742,5.0377,8.3648,11.2813,8.3807,9.4972,3.6398,5.1965,,,TCGA-VR-A8EW-01,10.3104,9.4276,8.7885,12.3122,7.2199,9.9822,9.7897,10.0343
GTEX-Y114-1126-SM-4TT7V,7.456,1.261,8.8859,11.3272,7.8038,9.9859,1.9235,0,,,TCGA-Z6-A8JE-01,11.024,11.5943,11.4148,12.8371,9.2731,10.7122,11.3786,11.2033
GTEX-11P81-1026-SM-5GU54,7.3505,2.7316,7.7789,10.9827,8.9606,9.3895,1.9339,1.9339,,,TCGA-Z6-AAPN-01,9.5623,7.5453,9.5071,12.0497,8.8068,9.8696,9.0238,9.7445
GTEX-13FH7-0626-SM-5KLZD,6.8185,2.4767,9.1273,11.3266,7.8582,9.7669,1.7151,2.4767,,,TCGA-IG-A4QT-01,8.8531,10.4344,10.122,11.7541,9.9981,8.8361,7.827,8.7864
GTEX-13OVJ-1426-SM-5K7Z2,7.4681,3.9367,8.2018,11.0669,8.6575,9.604,3.028,1.9496,,,TCGA-JY-A6F8-01,10.494,8.4663,9.0776,12.2266,10.3188,9.0808,8.468,10.3922
GTEX-13U4I-1326-SM-5KM25,7.23,3.0907,8.2191,11.3303,8.165,9.2085,3.2886,2.8611,,,TCGA-L5-A8NL-01,10.2903,8.92,10.1007,11.7558,8.9903,9.5243,9.7921,10.0666
GTEX-1122O-1826-SM-5EGIP,7.8132,3.0983,8.49,11.3359,8.0144,9.8468,0,3.333,,,TCGA-LN-A8HZ-01,10.8129,9.7948,9.7462,12.5158,7.9725,9.8277,10.4914,9.4385
GTEX-11XUK-0926-SM-5EQL3,8.8237,1.2324,8.5552,11.1938,7.587,9.8058,2.9537,1.2324,,,TCGA-R6-A8WC-01,10.8607,9.9829,10.8753,12.3389,10.0316,9.9479,10.3487,11.1279
GTEX-1399S-1526-SM-5P9JC,7.3456,2.8861,8.4202,11.5945,7.4132,9.6141,0,0,,,TCGA-L5-A8NW-01,10.0742,9.9529,10.4949,11.0137,8.3201,8.9575,9.2309,9.7857
GTEX-XYKS-1026-SM-4BRVH,7.6427,3.6566,7.5784,11.74,8.6865,9.7576,1.2936,1.2936,,,TCGA-V5-A7RC-01,10.9298,10.3364,10.9704,13.1126,8.7818,10.5474,10.8456,10.4531
GTEX-11EM3-0926-SM-5A5KK,7.8786,1.2403,8.4446,11.0597,7.6546,9.7552,0,0,,,TCGA-IG-A3QL-01,9.7782,8.7225,10.5015,11.0029,8.6975,10.1495,8.8048,8.5914
GTEX-X15G-1026-SM-4PQZF,8.536,2.0348,7.9133,11.5602,8.3981,9.4819,2.0348,2.0348,,,TCGA-IG-A6QS-01,9.9969,10.4054,9.789,12.5659,6.6439,9.1596,9.8529,9.4357
GTEX-132AR-2526-SM-5PNVM,6.4421,2.5079,7.9037,11.7569,9.2133,9.3432,3.7551,1.3577,,,TCGA-L5-A8NH-01,10.6604,9.9091,10.9955,12.1848,9.4736,9.3241,9.8718,11.4224
GTEX-14BMU-1026-SM-5RQJ5,7.6822,3.4063,9.0172,11.4064,7.762,9.643,2.3548,1.2459,,,TCGA-LN-A5U6-01,10.256,9.8858,9.4943,12.2349,7.546,10.0518,10.3354,9.6605
GTEX-13PL7-0526-SM-5J2MQ,8.2041,0,8.6562,11.7425,8.1136,9.838,3.0109,1.1222,,,TCGA-R6-A6Y0-01,9.7282,10.3403,9.239,11.5324,7.8604,9.0358,7.9831,10.0987
GTEX-YB5K-0626-SM-5LUB5,7.2765,3.9072,8.9362,11.4599,8.0613,9.7466,1.1847,1.8262,,,TCGA-VR-A8ER-01,10.1939,8.777,9.9143,12.3667,7.5813,9.6298,10.555,8.4369
GTEX-W5WG-2726-SM-4LMIC,6.665,3.4018,7.6057,11.0904,8.282,9.5158,1.7623,1.135,,,TCGA-XP-A8T6-01,9.5243,9.5296,9.2669,11.6037,6.7382,9.3834,9.5763,9.7585
GTEX-ZP4G-1126-SM-4WWCI,8.0481,3.141,8.4679,11.4808,7.4508,9.6816,2.4514,1.0822,,,TCGA-2H-A9GM-01,10.3272,9.6742,10.0042,11.8118,9.8551,9.7759,9.0645,11.2203
GTEX-12WSK-1326-SM-5CVNM,8.1056,2.2051,9.2782,11.0819,7.8606,9.592,2.8112,2.2051,,,TCGA-IG-A3YA-01,9.6164,10.7476,10.69,11.2941,8.0736,9.6355,9.8747,9.5297
GTEX-145ME-0426-SM-5S2QP,7.417,8.1656,8.3548,11.4717,7.9346,9.0193,5.6913,7.2853,,,TCGA-JY-A6FH-01,10.4688,10.8127,10.3537,11.6103,9.621,9.7958,8.5107,10.4445
GTEX-XUZC-0526-SM-4BOPF,8.1846,2.1026,8.0919,11.5771,7.8154,9.7799,0,2.1026,,,TCGA-VR-AA4D-01,10.0795,7.4246,11.0694,12.0434,10.3818,10.4216,9.4271,10.1544
GTEX-Y5LM-1226-SM-4VDT6,6.3678,3.1239,8.9734,11.8312,8.1421,9.7718,1.6803,1.0721,,,TCGA-Z6-A8JD-01,9.6198,9.9053,10.2961,12.7434,8.9398,9.3242,10.5527,9.3499
GTEX-13X6H-1526-SM-5Q5E2,6.6213,3.6998,8.1286,11.0299,6.8213,9.1609,3.0868,2.4589,,,TCGA-Z6-A9VB-01,10.5541,11.1985,10.1786,12.3319,7.763,10.4251,10.8305,10.1929
GTEX-13W3W-1826-SM-5IJDE,7.5637,2.6992,7.9234,11.4329,8.7224,9.6596,1.2471,1.9059,,,TCGA-LN-A8I0-01,10.272,9.3453,9.3623,12.6528,7.0912,9.9396,9.7536,8.4625
GTEX-ZYFC-1626-SM-5N9EU,9.1004,10.3923,9.597,11.949,9.4191,8.9761,8.3231,8.0647,,,TCGA-JY-A6FA-01,9.8989,10.2755,10.3913,11.9488,8.0113,8.9485,10.9174,8.8744
GTEX-N7MS-1225-SM-3LK5G,7.5302,6.0877,7.6337,11.4459,8.2151,8.8555,0,2.9769,,,TCGA-JY-A93D-01,8.7589,7.3637,9.7877,11.4236,9.1176,9.3543,8.7335,10.6072
GTEX-ZZPT-1426-SM-5N9C5,7.3636,8.0522,8.2835,11.6506,9.074,9.2038,6.5116,7.9999,,,TCGA-L5-A891-01,10.8958,10.4318,10.4982,12.5131,8.914,9.4915,8.5173,9.6035
GTEX-11DYG-1326-SM-5N9DO,8.9741,9.4178,9.2114,11.7287,9.2984,9.2232,8.2286,8.9566,,,TCGA-S8-A6BW-01,9.5968,9.4207,9.3851,11.8623,6.8793,9.8888,9.7742,9.0777
GTEX-QDVN-1026-SM-48TZA,7.8637,10.1031,9.2785,11.7344,8.2017,9.0737,7.4474,8.4852,,,TCGA-VR-A8EP-01,11.3073,10.3265,11.8295,12.0438,10.0846,10.6141,11.0818,9.4835
GTEX-S4Z8-0826-SM-4AD4J,8.8596,8.8496,9.8547,11.6841,7.36,9.6283,7.4586,8.0378,,,TCGA-VR-A8EU-01,9.728,9.615,10.1136,12.6371,7.6454,9.2836,9.1306,10.1849
GTEX-YEC4-1026-SM-5P9FW,8.1262,9.6574,8.9404,11.4216,8.2149,8.8445,7.0886,8.2526,,,TCGA-JY-A6FG-01,7.2336,8.2288,9.1362,11.3251,7.2975,8.8683,6.6183,7.2815
GTEX-YJ89-1526-SM-5P9IR,8.8679,10.6172,9.1395,11.8049,9.3725,9.033,7.0445,8.4624,,,TCGA-LN-A49N-01,9.1606,9.7757,9.8747,11.8804,8.2384,9.9283,10.6783,8.9985
GTEX-13FHO-1726-SM-5IFGM,7.4323,9.4127,8.5881,10.9436,8.6825,8.6372,7.4942,8.168,,,TCGA-LN-A7HY-01,10.3808,8.2245,9.9317,12.0931,8.4981,9.4758,8.6309,8.2208
GTEX-13O3P-1226-SM-5J2O8,8.0007,7.5538,9.3115,11.6701,8.4901,9.1313,5.9945,6.8358,,,TCGA-JY-A6FE-01,11.9869,8.6186,10.5503,12.8491,7.6133,8.9335,10.9991,8.4952
GTEX-PLZ5-0926-SM-3TW8L,8.5883,9.7317,9.2406,11.6537,8.5164,9.1879,8.4012,9.304,,,TCGA-LN-A49V-01,11.5042,10.6733,14.6383,11.0463,11.2737,10.0661,12.9153,11.1592
GTEX-P4QS-0626-SM-3NMD1,8.3002,10.0362,9.3955,11.5062,8.6783,9.185,8.592,9.0535,,,TCGA-LN-A4A5-01,9.569,9.4999,10.4598,11.5331,7.2869,9.7476,10.4175,9.4595
GTEX-117YW-1926-SM-5H121,8.5865,10.9631,8.7049,11.8007,8.0137,8.4893,6.3365,7.3134,,,TCGA-LN-A7HZ-01,10.403,9.091,9.619,12.8404,8.3481,9.7137,9.8,8.7346
GTEX-OIZI-1426-SM-3NB1T,7.5563,9.8305,8.9952,11.2199,8.0194,8.9585,7.8169,9.0127,,,TCGA-VR-A8EO-01,10.7343,10.4896,10.7938,12.3873,10.0991,11.1782,11.4315,9.9673
GTEX-WK11-1026-SM-4OOS8,9.8643,11.1056,9.121,12.0248,8.997,8.987,8.0497,9.4632,,,TCGA-XP-A8T8-01,10.3494,10.2599,9.6898,12.6128,6.6711,9.6875,10.634,9.8452
GTEX-1212Z-2126-SM-5FQTM,8.8436,10.1636,9.0481,11.7723,8.8309,8.8979,8.0176,8.3085,,,TCGA-IG-A4P3-01,10.0213,10.2131,11.18,13.0199,9.5213,11.0808,10.9542,10.5364
GTEX-XLM4-2326-SM-4TT2D,8.2815,8.9224,9.7174,11.9744,8.988,9.3609,7.6741,8.2907,,,TCGA-JY-A93C-01,10.3586,9.191,9.7551,11.6263,9.6588,9.4908,9.3437,10.1967
GTEX-ZYT6-1126-SM-5GZYR,8.9863,10.3522,9.1861,11.4962,8.7218,8.815,8.422,9.3258,,,TCGA-LN-A49O-01,10.3172,9.4104,9.9437,11.5085,7.7911,8.9352,11.7051,9.1005
GTEX-139T6-0626-SM-5IFF9,8.7767,10.2365,9.3386,11.4852,7.5353,8.8663,8.3356,8.3356,,,TCGA-LN-A49R-01,9.7283,9.5428,10.8711,11.8926,8.6668,9.8088,10.0638,9.2096
GTEX-148VJ-1026-SM-5LU98,9.2892,11.131,9.1913,11.9863,8.32,8.6726,6.4024,8.2087,,,TCGA-LN-A4MQ-01,10.4039,10.4104,11.2903,11.2456,8.6709,9.968,10.7569,9.3637
GTEX-S3XE-0926-SM-4AD4S,9.1624,9.6295,9.2381,11.8333,7.7487,8.902,8.205,7.6614,,,TCGA-LN-A5U7-01,10.9643,9.7733,9.9419,12.2505,7.2786,9.8579,11.6579,10.628
GTEX-ZEX8-1426-SM-4WKHQ,8.5019,9.5616,9.2232,11.6163,8.1028,8.9169,8.3209,9.9071,,,TCGA-V5-A7RE-01,10.6735,9.7815,10.4024,12.417,10.1384,9.7347,9.7843,10.683
GTEX-12696-1326-SM-5FQTJ,8.5914,10.1595,9.0293,11.4327,8.0368,8.7878,8.0391,8.7412,,,TCGA-2H-A9GH-01,9.7031,9.6382,10.0076,11.3594,8.9154,8.9483,9.0186,10.0392
GTEX-13G51-0926-SM-5IFFU,8.6735,9.8916,8.7537,11.4059,8.9337,8.504,7.6615,8.8976,,,TCGA-LN-A49L-01,12.8885,11.4998,12.2442,11.5918,8.7438,10.1811,11.4993,4.5843
GTEX-13O21-0626-SM-5IJDI,8.1105,9.6271,9.3963,11.3842,7.7678,9.0408,7.9378,8.336,,,TCGA-LN-A49X-01,10.6137,10.0082,10.4576,12.0482,8.4868,9.45,11.6311,8.9463
GTEX-144FL-2726-SM-5O98Z,9.0756,10.9522,9.824,11.7767,9.0638,8.6684,8.265,9.3392,,,TCGA-2H-A9GK-01,9.9178,8.5825,10.1107,11.902,8.9659,9.8803,8.1269,8.9359
GTEX-ZQUD-0426-SM-57WFR,8.1306,10.0541,9.0005,11.1401,8.0409,9.0071,7.5652,8.3432,,,TCGA-LN-A9FO-01,11.3751,11.4504,12.4688,14.1327,10.9968,11.6043,12.7973,11.319
GTEX-ZAB5-0926-SM-5CVMV,7.991,9.3064,9.3126,11.5046,8.7312,8.9941,7.8276,8.8921,,,TCGA-R6-A6KZ-01,10.1762,8.9355,10.8717,12.0668,9.9634,10.8312,9.5685,10.1841
GTEX-ZYW4-1326-SM-5E45N,8.5057,9.7379,9.4028,11.5857,9.051,9.2711,6.8989,7.5837,,,TCGA-IG-A97H-01,11.0821,9.3023,10.6434,10.8937,7.9225,9.8645,10.1464,9.629
GTEX-RVPV-0526-SM-47JYL,8.6063,9.8707,8.7735,11.6424,8.7298,8.6115,7.0131,8.627,,,TCGA-LN-A4A4-01,9.7531,9.7956,9.9077,11.7626,7.5482,10.4147,10.973,8.3142
GTEX-V955-1126-SM-4JBH3,8.5659,10.4661,9.2158,11.5392,7.894,8.9901,8.5201,9.5228,,,TCGA-R6-A6L4-01,9.3753,9.9044,9.3733,11.4057,7.7877,9.7676,8.8803,9.9375
GTEX-VUSG-1226-SM-4KKZF,8.3915,10.2756,9.1508,11.6929,8.6215,8.6977,8.0401,9.1319,,,TCGA-L5-A4OS-01,10.5058,10.4377,11.5142,13.2146,9.7334,10.2429,9.3624,9.8032
GTEX-ZT9X-0526-SM-5GCOP,9.1148,10.1214,9.6232,11.4709,8.1091,8.9007,8.7339,9.7506,,,TCGA-L5-A43M-01,9.3458,7.5652,10.659,11.2255,8.8232,9.2015,7.2899,7.5799
GTEX-ZZ64-0226-SM-5E44X,8.715,10.823,9.7604,11.5665,8.1123,9.1371,7.7232,8.5798,,,TCGA-L5-A8NK-01,8.586,9.9234,9.8585,11.8686,8.8225,9.5896,9.8053,8.5585
GTEX-11DZ1-2026-SM-5A5KG,8.681,9.641,9.5235,11.9551,9.4129,9.2382,8.2332,8.9965,,,TCGA-L5-A8NM-01,9.9504,10.0692,9.8137,11.0555,9.3207,9.0953,9.3217,10.2519
GTEX-139TU-1226-SM-5J2NL,8.4687,10.2879,9.1127,11.7563,8.8293,8.6048,7.6302,9.2865,,,TCGA-L5-A8NR-01,10.4671,8.7951,10.3316,11.6232,9.7468,9.6661,8.6369,9.4681
GTEX-13QJ3-1726-SM-5RQK9,7.9598,9.6046,8.6032,11.2908,8.4262,8.2723,6.6465,8.3448,,,TCGA-L5-A4OG-01,9.8078,9.5916,10.0527,12.9177,9.0439,10.1483,9.9907,8.7262
GTEX-13X6I-1026-SM-5LU4C,8.2068,8.9418,9.1555,11.7911,8.8114,9.1409,6.7132,7.6577,,,TCGA-R6-A6DQ-01,9.8875,8.9291,9.2783,12.0025,9.3195,10.312,10.4294,10.6858
GTEX-OXRL-0626-SM-3NM9C,8.1704,9.7148,9.7211,11.9965,8.3538,9.2394,7.6263,8.8597,,,TCGA-RE-A7BO-01,10.1889,8.493,9.9675,12.2029,9.5487,9.4507,7.7967,9.2772
GTEX-1314G-0826-SM-5BC6L,8.0583,8.6954,9.383,11.1655,9.1192,8.9124,7.5093,7.1222,,,TCGA-L5-A893-01,10.5368,10.826,9.8916,11.621,8.7436,9.0643,11.3891,10.2721
GTEX-14A6H-1326-SM-5NQBC,8.1811,10.8083,8.9977,11.6047,8.2194,8.7812,4.9102,7.5805,,,TCGA-L5-A4OJ-01,9.4488,9.8793,10.35,11.2327,9.07,9.5318,8.3433,10.6214
GTEX-PLZ5-0926-SM-4RGM9,8.4781,9.5339,8.9957,11.4875,8.3354,9.0474,8.047,9.1036,,,TCGA-L5-A88Z-01,9.3548,7.7669,10.2032,12.3779,8.433,9.9561,9.0239,8.8426
GTEX-11P7K-1326-SM-5BC5G,7.5228,9.5548,8.8448,11.1172,7.582,8.8507,7.3612,8.8956,,,TCGA-IC-A6RF-01,9.3067,9.0164,9.8742,12.0715,8.7161,10.0335,9.069,8.7964
GTEX-Q2AI-0626-SM-48TZU,8.9569,10.4469,9.1883,11.5449,7.5705,8.7929,8.0864,8.9136,,,TCGA-IG-A5S3-01,10.1332,9.3618,10.496,11.58,9.4679,10.6941,10.5528,9.7847
GTEX-R55D-1126-SM-48FEB,8.9842,9.8254,9.8641,12.2666,8.0858,9.1215,7.9464,8.7872,,,TCGA-L5-A4OP-01,8.8566,8.919,10.0798,12.2856,9.3631,10.4653,8.6214,8.3057
GTEX-NPJ8-1926-SM-3MJGB,8.2003,9.8991,9.863,12.0732,9.5605,9.4907,8.6048,9.3721,,,TCGA-LN-A8I1-01,9.8867,8.3611,10.6013,12.6121,8.6057,10.0678,8.0413,7.0617
GTEX-13OVG-0626-SM-5IFEP,8.6832,10.6339,9.1999,11.5205,7.6426,8.6832,8.4029,9.1747,,,TCGA-VR-AA7B-01,10.3063,9.9254,9.6258,12.4592,8.7791,10.2167,11.1158,10.418
GTEX-PVOW-1626-SM-48TC9,8.9299,10.359,8.6546,12.1413,9.5668,8.3586,7.4131,9.0967,,,TCGA-LN-A9FP-01,8.6872,7.6776,10.1066,11.1899,7.0725,9.82,9.2041,7.2241
GTEX-144GN-0626-SM-5O9B2,8.7349,10.592,9.5537,11.4522,8.1537,9.1051,8.4558,9.5835,,,TCGA-JY-A93F-01,8.8937,9.8681,9.5494,11.9237,8.8772,9.0351,8.9604,8.9625
GTEX-13W46-1926-SM-5J2MF,8.6831,10.3857,9.203,11.9903,8.9144,9.1221,7.3118,8.7029,,,TCGA-Q9-A6FU-01,9.5101,8.3253,12.3157,11.7341,6.5616,9.5311,12.5047,8.8159
GTEX-X62O-2226-SM-46MW3,8.5064,10.1406,8.9549,11.771,9.3868,8.6947,6.0202,8.4613,,,TCGA-L5-A4OW-01,11.2527,10.2045,11.265,12.1912,9.9169,10.7528,10.1128,10.895
GTEX-PLZ6-0526-SM-3P61C,8.0272,10.0478,8.5813,11.3031,7.5879,8.6561,7.1161,8.5402,,,TCGA-L5-A4OM-01,9.7184,10.4775,10.8579,12.0556,8.7407,9.9569,12.1612,10.6659
GTEX-Y5V6-1026-SM-4VBS2,8.4793,10.7888,9.0257,11.4106,8.0078,8.72,8.3933,9.5167,,,TCGA-IG-A3I8-01,10.1715,8.5463,10.3714,11.8615,9.4243,10.1455,11.2307,8.748
GTEX-U3ZH-1026-SM-4DXUZ,8.2861,10.2452,8.8264,11.2072,8.6901,8.6349,8.345,9.6746,,,TCGA-JY-A6FD-01,9.464,8.4462,9.5183,12.0974,7.7819,9.484,10.5325,9.0641
GTEX-12WSA-1426-SM-5EGJU,8.4669,9.7005,8.8007,11.618,8.6333,9.2806,7.5241,8.727,,,TCGA-VR-AA4G-01,9.521,9.972,10.4713,12.2036,6.9951,9.5213,10.6799,9.8214
GTEX-XBED-1026-SM-48TCB,7.7437,9.5667,9.0177,11.3404,7.7101,8.8148,7.8052,7.5314,,,TCGA-IG-A7DP-01,9.2251,8.9022,9.3931,11.7171,9.1806,9.1676,7.2592,9.001
GTEX-XQ8I-1526-SM-4BOOH,7.8183,9.1253,8.4193,11.378,8.4757,8.6797,6.2569,8.0692,,,TCGA-VR-A8EY-01,9.8144,9.0608,9.8971,12.0849,7.2731,10.2387,9.5535,8.819
GTEX-13OW8-2326-SM-5L3I9,8.4074,9.5567,8.8933,11.4914,8.616,8.6956,6.706,8.4074,,,TCGA-V5-A7RC-06,11.1474,9.8095,11.0343,12.8438,9.1421,10.278,9.9184,10.0052
GTEX-S4Q7-0626-SM-4AD5M,7.4265,9.1021,8.9664,11.5363,7.6477,8.6825,6.228,8.467,,,,,,,,,,,
GTEX-11DXY-1426-SM-5N9CN,7.9644,9.9601,8.8671,11.1036,8.705,7.2389,6.9473,8.5322,,,,,,,,,,,
GTEX-11NUK-1326-SM-5P9GN,9.447,10.5895,8.9831,12.0894,8.8077,8.8735,7.9987,9.2747,,,,,,,,,,,
GTEX-WVLH-1426-SM-4MVNX,8.8424,10.2422,8.517,11.6585,8.3675,8.3716,7.7984,8.517,,,,,,,,,,,
GTEX-1399R-0826-SM-5IJEL,8.4207,9.8875,8.7533,11.2807,8.1359,8.6174,7.1025,9.0544,,,,,,,,,,,
GTEX-X585-1226-SM-46MW7,7.3687,9.5217,8.3814,11.4194,9.0748,8.7826,5.3722,7.8727,,,,,,,,,,,
GTEX-12KS4-0926-SM-5BC5S,7.9211,9.6206,9.0887,11.2144,8.4838,8.5581,7.3795,8.6072,,,,,,,,,,,
GTEX-139UW-1126-SM-5IJEJ,9.0617,10.5799,9.7045,12.1356,8.8043,8.9817,8.3434,9.668,,,,,,,,,,,
GTEX-PSDG-1326-SM-48TD2,8.7461,9.9902,9.4808,11.9384,8.4892,9.1637,8.271,9.0745,,,,,,,,,,,
GTEX-YB5E-0926-SM-4WWDQ,8.679,10.2117,9.1306,11.576,7.9631,9.0558,7.6601,7.6142,,,,,,,,,,,
GTEX-OOBK-0625-SM-3LK5P,8.5021,10.1659,8.773,11.4116,7.68,8.651,7.236,8.4421,,,,,,,,,,,
GTEX-XMK1-1326-SM-4B65Q,9.23,10.9006,8.8264,11.6346,8.0815,8.7203,8.4171,9.0989,,,,,,,,,,,
GTEX-OXRN-1726-SM-3NM9B,8.4169,10.1643,9.2882,11.7187,8.6188,8.8888,7.2951,7.648,,,,,,,,,,,
GTEX-11EQ9-0726-SM-5A5K2,8.6399,10.6372,9.4935,11.5824,8.109,8.9532,8.0887,8.4253,,,,,,,,,,,
GTEX-131XE-1426-SM-5HL7V,7.1798,9.0527,8.7315,11.3647,8.5954,8.5177,7.3433,8.9177,,,,,,,,,,,
GTEX-QDVJ-0726-SM-48U1W,8.4516,9.8949,9.0217,11.7481,7.7417,8.8968,7.5592,8.933,,,,,,,,,,,
GTEX-YF7O-0926-SM-5IFIF,8.3275,10.221,9.1517,11.5742,8.1213,8.958,7.6397,8.9487,,,,,,,,,,,
GTEX-ZPU1-1426-SM-4WWFU,8.372,10.1266,8.9638,11.5159,7.9275,9.0346,8.3671,9.1013,,,,,,,,,,,
GTEX-ZVE2-1326-SM-5NQ94,8.2612,9.9103,9.4359,11.6867,8.9786,8.9329,7.6511,9.6032,,,,,,,,,,,
GTEX-OIZG-1026-SM-3LK5X,8.3753,10.2241,8.5493,11.4472,7.7692,8.6539,7.2358,8.8055,,,,,,,,,,,
GTEX-WHWD-0926-SM-4OORY,9.3509,10.1291,9.9688,12.1376,8.2626,9.0735,8.9053,9.3109,,,,,,,,,,,
GTEX-13O61-0926-SM-5IFFE,7.3172,8.5815,9.0242,11.2669,8.1262,8.9775,6.2699,7.2255,,,,,,,,,,,
GTEX-QLQ7-0926-SM-447BC,8.7504,10.176,9.2054,11.6738,7.6579,8.8532,8.1511,8.6719,,,,,,,,,,,
GTEX-1497J-2726-SM-5SI9W,9.2541,10.7001,9.7904,12.0523,8.6538,9.1598,8.5702,8.954,,,,,,,,,,,
GTEX-P4PQ-0626-SM-3NMCU,7.8805,10.0699,8.6227,11.1534,7.5825,8.6907,7.5471,8.4677,,,,,,,,,,,
GTEX-QLQW-0526-SM-4R1KS,8.2546,9.7758,8.8636,11.3443,7.7381,8.8636,7.8768,8.9329,,,,,,,,,,,
GTEX-RM2N-0726-SM-48FD5,8.516,10.4808,9.217,11.3313,7.7336,8.9758,7.9197,8.7863,,,,,,,,,,,
GTEX-S33H-0826-SM-4AD5Y,8.5954,10.6763,8.9621,11.5114,8.8805,8.7655,8.1569,9.8515,,,,,,,,,,,
GTEX-UPK5-1226-SM-4IHL8,8.9734,10.7486,9.2249,11.8653,8.5705,8.8042,7.9197,9.3641,,,,,,,,,,,
GTEX-132Q8-1826-SM-5EGIY,8.0815,9.6372,9.547,11.6251,8.8435,9.1301,6.8051,8.9892,,,,,,,,,,,
GTEX-WHSB-0426-SM-4M1XI,7.8987,10.039,9.1758,11.0568,7.9048,8.6714,7.9738,8.9196,,,,,,,,,,,
GTEX-ZAB4-1126-SM-5HL86,8.2377,9.6803,9.0173,11.4163,8.4065,8.3968,7.5377,9.4778,,,,,,,,,,,
GTEX-131XF-0826-SM-5GICG,8.937,10.356,9.4238,11.6578,7.9154,8.8423,9.1564,9.4691,,,,,,,,,,,
GTEX-XGQ4-1526-SM-4AT6H,9.3015,10.6978,9.5718,11.979,7.7204,8.7323,8.7893,9.5581,,,,,,,,,,,
GTEX-Z9EW-0526-SM-5HL8S,8.1624,10.5006,8.9438,11.4037,7.4878,8.7651,7.9872,8.6111,,,,,,,,,,,
GTEX-QEG5-1426-SM-447AS,9.0291,10.421,9.2389,11.8692,8.6275,8.7817,8.631,9.2131,,,,,,,,,,,
GTEX-132QS-1426-SM-5P9GE,9.032,10.6187,8.7853,11.8453,7.3672,8.7963,7.8376,8.2721,,,,,,,,,,,
GTEX-13FLV-1126-SM-5J2NO,7.7925,9.3064,9.7697,11.5855,8.0458,8.7144,6.689,7.5623,,,,,,,,,,,
GTEX-NFK9-1126-SM-3LK78,8.197,10.2849,8.6196,11.3099,7.6108,8.4162,7.5428,8.6391,,,,,,,,,,,
GTEX-YEC3-2526-SM-4YCDN,8.6787,10.7663,8.9797,11.4326,7.532,8.9211,8.2486,9.6373,,,,,,,,,,,
GTEX-144GO-2726-SM-5O9A2,8.3131,10.0531,9.1798,11.7189,8.8852,8.9937,7.5134,9.0288,,,,,,,,,,,
GTEX-QV31-0426-SM-447C4,7.4722,4.8158,7.9494,11.3207,7.3333,9.4325,3.4837,1.4318,,,,,,,,,,,
GTEX-WOFM-0626-SM-4OOS3,8.0982,9.236,9.9401,12.0595,7.6964,9.2418,7.6636,8.4679,,,,,,,,,,,
GTEX-1399Q-1126-SM-5P9JA,8.5089,10.0807,8.4878,11.6482,8.593,8.6813,7.2187,8.4718,,,,,,,,,,,
GTEX-13PVQ-1726-SM-5IFF3,8.6087,10.37,9.5001,12.1895,8.3789,9.1934,8.2379,9.1578,,,,,,,,,,,
GTEX-XBEW-1326-SM-4AT63,7.9869,9.9385,9.2191,11.6259,7.9437,8.7439,7.209,8.1137,,,,,,,,,,,
GTEX-13FTW-1626-SM-5KM4N,8.2678,9.9513,9.0262,11.3692,7.6008,8.6798,8.1533,8.2306,,,,,,,,,,,
GTEX-ZTX8-0226-SM-5E44D,9.305,10.3235,9.7126,11.8103,7.8243,9.0131,8.5835,9.2286,,,,,,,,,,,
